year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1959,SF,B,TOR,NHL,DET,NHL,4,2,0,20,16,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
1978,Pre,,NEW,WHA,CIN,WHA,2,1,0,10,10,
2003,CF,M,TBL,NHL,PHI,NHL,4,3,0,21,19,
1997,CSF,K,DAL,NHL,EDM,NHL,4,1,0,9,5,
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
1982,DSF,G,EDM,NHL,WIN,NHL,3,0,0,14,9,
2011,CQF,F,STL,NHL,SJS,NHL,4,1,0,14,8,
1991,DSF,H,EDM,NHL,LAK,NHL,4,2,0,23,18,
1921,F,,REG,WCHL,EDE,WCHL,1,0,1,3,2,TG
1962,SF,B,DET,NHL,CHI,NHL,4,2,0,25,19,
2007,CF,N,DET,NHL,DAL,NHL,4,2,0,17,10,
2008,SCF,O,PIT,NHL,DET,NHL,4,3,0,14,17,
1973,ACF,,HOU,WHA,CHC,WHA,4,0,0,22,9,
1981,DSF,A,QUE,NHL,MTL,NHL,3,2,0,11,16,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
1913,SCF,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1981,DF,L,VAN,NHL,LAK,NHL,4,1,0,19,14,
1925,F,,VIC,WCHL,EDE,WCHL,1,0,1,5,3,TG
1994,CQF,C,PIT,NHL,WAS,NHL,4,3,0,29,26,
1953,SF,B,MTL,NHL,BOS,NHL,4,0,0,16,4,
1979,Pre,C,MTL,NHL,HAR,NHL,3,0,0,18,8,
1943,SF,B,CHI,NHL,DET,NHL,4,1,0,17,8,
1941,QF,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
1992,DSF,C,PIT,NHL,NJD,NHL,4,1,0,23,13,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
1954,SF,B,MTL,NHL,BOS,NHL,4,1,0,16,9,
1923,WP,,CAT,WCHL,VAM,PCHA,2,1,0,10,7,
1962,SCF,C,TOR,NHL,DET,NHL,4,1,0,17,10,
1924,SCF,,VIC,WCHL,MTL,NHL,3,1,0,16,8,
1951,SCF,C,DET,NHL,MTL,NHL,4,0,0,11,2,
1978,SCF,K,MTL,NHL,NYR,NHL,4,1,0,19,11,
1920,SCF,,OTS,NHL,VML,PCHA,3,2,0,12,11,
1993,CSF,K,TOR,NHL,SJS,NHL,4,3,0,26,21,
1940,SCF,E,BOS,NHL,DET,NHL,4,0,0,12,6,
1965,SF,A,MTL,NHL,TOR,NHL,4,0,0,15,6,
1966,SF,A,TOR,NHL,CHI,NHL,4,2,0,18,14,
2009,SCF,O,CHI,NHL,PHI,NHL,4,2,0,25,22,
1922,F,,OTS,NHL,MTL,NHL,1,1,0,3,2,TG
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1933,QF,C,MTM,NHL,NYR,NHL,1,0,1,2,1,TG
1963,SCF,C,TOR,NHL,DET,NHL,4,3,0,22,17,
1982,DSF,A,BOS,NHL,QUE,NHL,3,1,0,11,8,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
1974,QF,H,NYI,NHL,PIT,NHL,4,3,0,21,18,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
1974,SF,,QUN,WHA,MFS,WHA,4,2,0,25,16,
1985,CF,N,CAL,NHL,STL,NHL,4,3,0,28,22,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1979,Pre,F,MNS,NHL,TOR,NHL,3,0,0,17,8,
2005,CF,N,EDM,NHL,ANA,NHL,4,1,0,16,13,
1955,SCF,C,MTL,NHL,DET,NHL,4,1,0,18,9,
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
1993,CQF,G,TOR,NHL,CHI,NHL,4,2,0,15,10,
1997,CQF,A,OTT,NHL,NJD,NHL,4,2,0,13,12,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1981,DF,I,QUE,NHL,BOS,NHL,4,3,0,28,26,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1979,QF,L,NYI,NHL,BOS,NHL,4,1,0,19,14,
1975,Pre,A,BUF,NHL,STL,NHL,2,1,0,7,8,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1981,CF,M,NYI,NHL,QUE,NHL,4,0,0,18,9,
