playerid,year,stint,tmid,s,g,gdg
eavespa01,2005,1,OTT,1,0,0
antroni01,2011,1,WPG,0,1,0
friesje01,2006,1,CAL,1,0,0
royde01,2009,1,BUF,5,1,0
boyddu01,2006,1,CAL,1,0,0
holmsto01,2006,1,DET,2,0,0
stastpa01,2009,1,COL,4,0,0
paveljo01,2010,1,SJS,9,2,1
kovalal01,2005,1,MTL,4,1,0
maddejo01,2006,1,NJD,6,4,3
pahlssa01,2009,1,CBS,1,0,0
kariypa01,2008,1,STL,1,0,0
enstrto01,2007,1,ATL,1,0,0
vrbatra01,2009,1,PHO,18,8,3
comeabl01,2007,1,NYI,2,1,0
webersh01,2009,1,NAS,1,0,0
kubalto01,2010,1,CBS,1,0,0
rolstbr01,2005,1,MIN,7,3,3
langeja01,2011,1,STL,0,3,0
stemple01,2008,2,TOR,5,1,0
savarma01,2006,1,BOS,6,1,0
havlama01,2007,1,CHI,4,1,0
kulikdm01,2011,1,FLO,2,4,1
kapanni01,2007,1,PHO,1,0,0
nasluma02,2006,1,VAN,7,2,1
weissst01,2011,1,FLO,3,8,2
cammami01,2011,2,CAL,2,4,1
gelinma01,2005,1,FLO,1,0,0
streima01,2006,1,MTL,1,0,0
chriser01,2011,1,NYR,1,3,0
littlbr01,2010,1,ATL,10,3,0
cheecjo01,2007,1,SJS,6,1,0
edleral01,2007,1,VAN,7,2,2
dawesni01,2008,1,NYR,5,1,0
demitpa01,2006,1,MIN,14,6,2
backeda01,2011,1,STL,0,1,0
hamilje01,2006,1,CHI,10,5,0
malkiev01,2011,1,PIT,8,11,3
murragl01,2005,1,BOS,5,1,0
letankr01,2008,1,PIT,8,2,1
schrero01,2009,1,NYI,9,5,2
walkesc01,2006,1,CAR,1,0,0
purcete01,2009,2,TBL,2,1,1
ovechal01,2006,1,WAS,12,2,0
gagnesa01,2008,1,EDM,8,3,1
bouwmja01,2010,1,CAL,1,0,0
ovechal01,2010,1,WAS,10,4,3
petroro02,2005,1,ATL,1,0,0
bergfni01,2009,2,ATL,1,0,0
zidlima01,2008,1,MIN,5,3,3
shanabr01,2007,1,NYR,15,5,4
franzjo01,2007,1,DET,1,1,1
pyorami01,2009,1,PHI,1,1,1
richami02,2009,1,PHI,6,1,0
afinoma01,2005,1,BUF,5,3,2
perryco01,2009,1,AND,13,3,0
belaner01,2011,1,EDM,0,2,0
connoti01,2011,1,TOR,2,2,0
perryco01,2005,1,ANA,2,0,0
tambeje01,2009,1,NYI,5,3,0
recchma01,2005,1,PIT,3,0,0
widemde01,2006,1,STL,1,0,0
alfreda01,2011,1,OTT,5,6,1
strudja01,2005,1,NYR,1,1,0
comeabl01,2011,2,CAL,0,1,0
oreilca01,2010,1,NAS,6,3,1
bourqre01,2008,1,CAL,1,0,0
mcammde01,2007,1,OTT,3,1,1
kostise01,2011,1,NAS,0,2,0
hemskal01,2006,1,EDM,6,1,0
kulemni01,2010,1,TOR,4,0,0
prongch01,2006,1,AND,1,0,0
lecavvi01,2008,1,TBL,11,3,0
henriad01,2011,1,NJD,1,3,1
dawesni01,2007,1,NYR,9,5,2
visnolu01,2009,1,EDM,1,1,1
shanabr01,2008,1,NJD,1,1,1
savarma01,2009,1,BOS,6,3,1
suttebr03,2010,1,CAR,1,0,0
bouwmja01,2007,1,FLO,1,0,0
nielsfr01,2006,1,NYI,1,1,0
kovalil01,2009,1,ATL,7,2,1
charazd01,2008,1,BOS,1,0,0
stemple01,2006,1,STL,8,4,3
shattke01,2011,1,STL,1,5,1
comrimi01,2006,2,OTT,5,2,0
zettehe01,2006,1,DET,4,1,1
miettan01,2005,1,DAL,5,2,2
connoti01,2008,1,BUF,6,1,0
turriky01,2010,1,PHO,4,1,0
ruutuja01,2008,1,OTT,5,2,0
biekske01,2006,1,VAN,1,0,0
thorbch01,2007,1,ATL,1,0,0
letesma01,2011,2,CBS,2,5,0
gonchse01,2007,1,PIT,1,0,0
alfreda01,2007,1,OTT,7,2,1
paajama01,2010,1,EDM,2,0,0
keslery01,2007,1,VAN,9,1,0
richabr01,2011,1,NYR,1,9,0
hossama02,2006,1,NYR,4,3,3
weissst01,2008,1,FLO,6,1,1
staffdr01,2010,1,BUF,3,1,0
