year,hofid,name,category
1947,clappdi01h,Dit Clapper,Player
1950,drinkgr01h,Graham Drinkwater,Player
1958,fredrfr01h,Frank Fredrickson,Player
2003,fuhrgr01h,Grant Fuhr,Player
1972,howego01h,Gordie Howe,Player
1965,russebl01h,Blair Russell,Player
1945,stanlfr01h,Frederick Stanley,Builder
1991,smithcl01h,Clint Smith,Player
1952,stewane01h,Nels Stewart,Player
1962,huttobo01h,Bowse Hutton,Player
1963,dandule01h,Leo Dandurand,Builder
1962,gardnji01h,Jim Gardner,Player
1966,blaketo01h,Toe Blake,Player
1984,milfoja01h,Jake Milford,Builder
1958,conneal01h,Alec Connell,Player
2003,kilrebr01h,Brian Kilrea,Builder
1976,gibsoja02h,Jack Gibson,Builder
1962,hoopeto01h,Tom Hooper,Player
1974,dundeto01h,Tommy Dunderdale,Player
1950,griffsi01h,Si Griffis,Player
1970,dyeba01h,Babe Dye,Player
1945,mcgeefr01h,Frank McGee,Player
1945,stuarho01h,Hod Stuart,Player
1974,coultar01h,Art Coulter,Player
1984,parenbe01h,Bernie Parent,Player
1976,bowerjo01h,Johnny Bower,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1966,campbcl01h,Clarence Campbell,Builder
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1958,foystfr01h,Frank Foyston,Player
1972,holmeha01h,Hap Holmes,Player
1984,lemaija01h,Jacques Lemaire,Player
1966,kennete01h,Ted Kennedy,Player
1950,malonjo01h,Joe Malone,Player
2009,hullbr01h,Brett Hull,Player
1974,mooredi01h,Dickie Moore,Player
1983,sindeha01h,Harry Sinden,Builder
1973,harvedo01h,Doug Harvey,Player
1958,turnell01h,Lloyd Turner,Builder
1992,dionnma01h,Marcel Dionne,Player
1962,gilmobi01h,Billy Gilmour,Player
1997,sathegl01h,Glen Sather,Builder
2010,granaca01h,Cammi Granato,Player
1985,mariujo01h,John Mariucci,Builder
1959,dennecy01h,Cy Denneny,Player
1965,lockhth01h,Tommy Lockhart,Builder
1971,jacksbu01h,Busher Jackson,Player
1985,ratelje01h,Jean Ratelle,Player
1958,moranpa01h,Paddy Moran,Player
1962,hylanha01h,Harry Hyland,Player
2004,fletccl01h,Cliff Fletcher,Builder
1962,whitcfr01h,Fred Whitcroft,Player
1974,ivanto01h,Tommy Ivan,Builder
1961,richama01h,Maurice Richard,Player
1964,campban01h,Angus Campbell,Builder
1969,kellyre01h,Red Kelly,Player
1962,schrisw01h,Sweeney Schriner,Player
1967,colvine01h,Neil Colville,Player
1966,lachel01h,Elmer Lach,Player
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1985,cheevge01h,Gerry Cheevers,Player
2010,jamesan01h,Angela James,Player
1991,pulfobo01h,Bob Pulford,Player
1988,laflegu01h,Guy Lafleur,Player
1958,pickaal01h,Allan Pickard,Builder
1958,dudlege01h,George Dudley,Builder
2000,mullejo01h,Joe Mullen,Player
2008,larioig01h,Igor Larionov,Player
