coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
mollelo01c,1998,CHI,NHL,2,,23,13,6,4,,,,
needhbi01c,1972,CLC,WHA,1,,78,43,32,3,9,5,4,0
schinke01c,1973,PIT,NHL,1,,50,14,31,5,,,,
adamsja01c,1946,DET,NHL,1,,60,22,27,11,5,1,4,0
sherofr01c,1976,PHI,NHL,1,,80,48,16,16,10,4,6,0
kehoeri01c,2002,PIT,NHL,1,,82,27,49,6,,,,
esposph01c,1986,NYR,NHL,3,,43,24,19,0,6,2,4,0
crawfma01c,2007,LAK,NHL,1,,82,32,43,7,,,,
youngga01c,1975,STL,NHL,1,,29,9,15,5,,,,
cookbi01c,1952,NYR,NHL,1,,70,17,37,16,,,,
perrydo01c,1982,LAK,NHL,1,,80,27,41,12,,,,
loweke01c,1999,EDM,NHL,1,,82,32,34,16,5,1,4,0
wilsori01c,2001,DAL,NHL,2,,32,13,12,7,,,,
patrifr01c,1922,VAM,PCHA,1,,30,17,12,1,6,2,4,0
livined01c,1916,TBS,NHA,1,,14,7,7,0,,,,
lemaija01c,1994,NJD,NHL,1,,48,22,18,8,20,16,4,0
hitchke01c,2005,PHI,NHL,1,,82,45,26,11,6,2,4,0
boondi01c,1915,MOW,NHA,1,,24,10,14,0,,,,
muckljo01c,1994,BUF,NHL,1,,48,22,19,7,5,1,4,0
simpsjo01c,1934,NYA,NHL,1,,48,12,27,9,,,,
dineebi01c,1975,HOU,WHA,1,,80,53,27,0,17,8,9,0
thomppa01c,1941,CHI,NHL,1,,48,22,23,3,3,1,2,0
longba01c,1983,WIN,NHL,3,,59,25,25,9,3,0,3,0
patrile01c,1915,VA1,PCHA,1,,18,5,13,0,,,,
lalonne01c,1917,MTL,NHL,1,,22,13,9,0,2,1,1,0
ruffli01c,1998,BUF,NHL,1,,82,37,28,17,21,14,7,0
clousco01c,2010,OTT,NHL,1,,82,32,40,10,,,,
brophjo01c,1987,TOR,NHL,1,,80,21,49,10,6,2,4,0
schoeji01c,1993,WAS,NHL,2,,37,19,12,6,11,5,6,0
mcvieto01c,1976,WAS,NHL,1,,80,24,42,14,,,,
reaybi01c,1964,CHI,NHL,1,,70,34,28,8,14,7,7,0
kingda01c,1994,CAL,NHL,1,,48,24,17,7,7,3,4,0
sathegl01c,1982,EDM,NHL,1,,80,47,21,12,16,11,5,0
belisda01c,1979,WAS,NHL,1,,16,4,10,2,,,,
quennjo01c,2011,CHI,NHL,1,,82,45,26,11,6,2,4,0
irvindi01c,1939,TOR,NHL,1,,48,25,17,6,10,6,4,0
berrybo01c,1992,STL,NHL,2,,73,33,30,10,11,7,4,0
mcleljo01c,1972,TOR,NHL,1,,78,27,41,10,,,,
webstto01c,1989,LAK,NHL,1,,80,34,39,7,10,4,6,0
sullire01c,1967,PIT,NHL,1,,74,27,34,13,,,,
imlacpu01c,1960,TOR,NHL,1,,70,39,19,12,5,1,4,0
stuarbr02c,1911,OT1,NHA,1,,18,9,9,0,,,,
abelsi01c,1958,DET,NHL,1,,70,25,37,8,,,,
bowmasc01c,1995,DET,NHL,1,,82,62,13,7,19,10,9,0
reaybi01c,1969,CHI,NHL,1,,76,45,22,9,8,4,4,0
arboual01c,1978,NYI,NHL,1,,80,51,15,14,10,6,4,0
carpedo01c,1989,TOR,NHL,1,,80,38,38,4,5,1,4,0
lamorlo01c,2006,NJD,NHL,2,,3,2,0,1,11,5,6,0
payneda01c,2009,STL,NHL,2,,42,23,15,4,,,,
clappdi01c,1946,BOS,NHL,1,,60,26,23,11,5,1,4,0
therrmi01c,2006,PIT,NHL,1,,82,47,24,11,5,1,4,0
sutteda01c,1998,SJS,NHL,1,,82,31,33,18,6,2,4,0
blaketo01c,1956,MTL,NHL,1,,70,35,23,12,10,8,2,0
gormato01c,1933,CHI,NHL,1,,48,20,17,11,8,6,1,1
polanni01c,1982,DET,NHL,1,,80,21,44,15,,,,
quinnpa01c,1991,VAN,NHL,1,,80,42,26,12,13,6,7,0
demerja01c,1994,MTL,NHL,1,,48,18,23,7,,,,
geoffbe01c,1972,ATF,NHL,1,,78,25,38,15,,,,
brookhe01c,1983,NYR,NHL,1,,80,42,29,9,5,2,3,0
oreilte01c,1986,BOS,NHL,2,,67,34,27,6,4,0,4,0
sindeha01c,1979,BOS,NHL,2,,7,6,1,0,10,4,6,0
dayha01c,1948,TOR,NHL,1,,60,22,25,13,9,8,1,0
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
imlacpu01c,1958,TOR,NHL,2,,50,22,20,8,12,5,7,0
laviope01c,2010,PHI,NHL,1,,82,47,23,12,11,4,7,0
burnspa01c,1991,MTL,NHL,1,,80,41,28,11,11,4,7,0
bouchfr01c,1947,NYR,NHL,1,,60,21,26,13,6,2,4,0
stanlba01c,1927,CHI,NHL,1,,23,4,17,2,,,,
sathegl01c,1978,EDO,WHA,1,,80,48,30,2,13,6,7,0
lewisda01c,2006,BOS,NHL,1,,82,35,41,6,,,,
sutteda01c,2002,SJS,NHL,1,,24,8,14,2,,,,
