playerid,award,year,lgid,note,pos
robitlu01,First Team All-Star,1990,NHL,,LW
reardke01,Second Team All-Star,1947,NHL,,D
mckenjo01,Second Team All-Star,1969,NHL,,RW
brodema01,Vezina,2007,NHL,,
richama01,First Team All-Star,1949,NHL,,RW
geoffbe01,Hart,1960,NHL,,
gretzwa01,First Team All-Star,1990,NHL,,C
vernomi01,Second Team All-Star,1988,NHL,,G
arnasty01,All-Rookie,2002,NHL,,F
brimsfr01,Second Team All-Star,1939,NHL,,G
trembjc01,First Team All-Star,1972,WHA,,D
mahovfr01,Second Team All-Star,1963,NHL,,LW
belivje01,Conn Smythe,1964,NHL,,
tkachke01,Second Team All-Star,1997,NHL,,LW
bourqra01,Norris,1989,NHL,,
skinnje01,Calder,2010,NHL,,
greenmi03,First Team All-Star,2008,NHL,,D
potvide01,First Team All-Star,1974,NHL,,D
bossymi01,First Team All-Star,1981,NHL,,RW
horvabr01,Second Team All-Star,1959,NHL,,C
lafonpa01,Second Team All-Star,1992,NHL,,C
gareda01,Second Team All-Star,1979,NHL,,RW
cainhe01,Art Ross,1943,NHL,,
coultar01,Second Team All-Star,1939,NHL,,D
datsypa01,Second Team All-Star,2008,NHL,,C
parkbr01,First Team All-Star,1977,NHL,,D
lehtije01,Selke,1998,NHL,,
hampste01,Deneau,1972,WHA,Most Gentlemanly,
pitkajo01,All-Rookie,2003,NHL,,D
francro01,Plus-Minus,1994,NHL,,
howego01,First Team All-Star,1967,NHL,,RW
fedorse01,Selke,1995,NHL,,
gilmodo01,Selke,1992,NHL,,
lemiema01,Art Ross,1988,NHL,,
laperja01,First Team All-Star,1965,NHL,,D
malkiev01,Art Ross,2008,NHL,,
leetcbr01,Norris,1996,NHL,,
lidstni01,First Team All-Star,2001,NHL,,D
bourqra01,Second Team All-Star,1980,NHL,,D
roussbo01,Calder,1961,NHL,,
esposph01,First Team All-Star,1972,NHL,,C
howego01,First Team All-Star,1962,NHL,,RW
messima01,First Team All-Star,1991,NHL,,C
bentldo01,First Team All-Star,1943,NHL,,LW
bathgan01,Hart,1958,NHL,,
hullbo01,First Team All-Star,1964,NHL,,LW
bossymi01,First Team All-Star,1980,NHL,,RW
hawerda01,Calder,1981,NHL,,
enrotjh01,All-Rookie,2011,NHL,,G
belivje01,Second Team All-Star,1957,NHL,,C
waltomi01,Second Team All-Star,1973,WHA,,RW
macdolo01,Masterton,1972,NHL,,
orrbo01,Norris,1973,NHL,,
brimsfr01,Second Team All-Star,1940,NHL,,G
stamkst01,Second Team All-Star,2011,NHL,,C
parenbe01,Second Team All-Star,1972,WHA,,G
leetcbr01,Calder,1988,NHL,,
potvide01,Norris,1978,NHL,,
blakero01,All-Rookie,1990,NHL,,D
orrbo01,Conn Smythe,1971,NHL,,
gainebo01,Selke,1978,NHL,,
lumleha01,Vezina,1953,NHL,,
doreyji01,Second Team All-Star,1972,WHA,,D
oconnbu01,Lady Byng,1947,NHL,,
daleyjo01,First Team All-Star,1975,WHA,,G
macinal01,Conn Smythe,1988,NHL,,
dilloce01,Second Team All-Star,1936,NHL,,RW
drydeke01,First Team All-Star,1976,NHL,,G
nilssul01,Playoff MVP,1975,WHA,,
lehtije01,Selke,2002,NHL,,
myersty01,All-Rookie,2009,NHL,,D
macdoki01,Calder,1939,NHL,,
leclajo01,First Team All-Star,1997,NHL,,LW
schulje02,Plus-Minus,2009,NHL,,
parenbe01,Vezina,1973,NHL,tie,
trembjc01,Second Team All-Star,1973,WHA,,D
stewaga01,First Team All-Star,1945,NHL,,LW
bennibr01,All-Rookie,1986,NHL,,D
peetepe01,Vezina,1982,NHL,,
pilotpi01,Second Team All-Star,1959,NHL,,D
smithsi01,Second Team All-Star,1951,NHL,,LW
trottbr01,King Clancy,1988,NHL,,
lachel01,Art Ross,1944,NHL,,
gretzwa01,Second Team All-Star,1993,NHL,,C
tardima01,First Team All-Star,1975,WHA,,LW
bathgan01,Second Team All-Star,1962,NHL,,RW
hasekdo01,First Team All-Star,1994,NHL,,G
schrisw01,Art Ross,1936,NHL,,
smithsi01,First Team All-Star,1954,NHL,,LW
kerrda01,First Team All-Star,1939,NHL,,G
gretzwa01,Second Team All-Star,1988,NHL,,C
smithbo01,Calder,1978,NHL,,
berglpa01,All-Rookie,2008,NHL,,F
hextabr01,First Team All-Star,1939,NHL,,RW
cowlebi01,First Team All-Star,1943,NHL,,C
sedinhe01,First Team All-Star,2009,NHL,,C
mahovfr01,Second Team All-Star,1968,NHL,,LW
