playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
georgwe01,,,Wes,George,,Wesley,,74,220,L,,8519,georgwe01,,,1978,1978,L,1958,9,26,Canada,SK,Young,,,,,,
wellsch01,,,Chris,Wells,,Christopher,,78,223,L,11078,15582,wellsch01,1995,1999,,,C,1975,11,12,Canada,AB,Calgary,,,,,,
bernijo01,,,Jonathan,Bernier,,,,71,177,L,21934,80398,bernijo01,2007,2011,,,G,1988,8,7,Canada,QC,Laval,,,,,,
muellch01,,,Chris,Mueller,,,,70,180,,,,muellch01,2010,2011,,,C,1986,3,6,USA,NY,West Seneca,,,,,,
brodeco01,,,Connie,Broden,,Connell,,68,160,L,12107,11150,brodeco01,1955,1957,,,C,1932,4,6,Canada,QC,Montreal,,,,,,
zeniued01,,,Ed,Zeniuk,,Edward William,,71,180,L,14748,11400,zeniued01,1954,1954,,,D,1933,3,8,Canada,SK,Landis,1996,4,14,Canada,AB,Edmonton
wilkide01,,,Derek,Wilkinson,,Derek K.,,72,170,L,18758,13606,wilkide01,1995,1998,,,G,1974,7,29,Canada,QC,Lasalle,,,,,,
harriji01,,,Jim,Harrison,,James David,Max,71,185,R,12869,2170,harriji01,1968,1979,1972,1975,C,1947,7,9,Canada,AB,Bonnyville,,,,,,
deguimi01,,,Michel,Deguise,,Michel,,69,155,L,,10297,deguimi01,,,1973,1975,G,1951,11,6,Canada,QC,Sorel,,,,,,
,,drinkgr01h,Graham,Drinkwater,,Charles Graham,,71,165,R,P195002,,drinkgr01,,,,,,1875,2,22,Canada,QC,Montreal,1946,9,26,,,
hillejo01,,,Jonas,Hiller,,,,74,196,R,22471,62783,hillejo01,2007,2011,,,G,1982,2,12,Switzerland,,Felben Wellhausen,,,,,,
lundimi01,,,Mike,Lundin,,,,73,195,L,21360,77718,lundimi01,2007,2011,,,D,1984,9,24,USA,MN,Burnsville,,,,,,
aubinje01,,,Jean-Sebastien,Aubin,,Jean Sebastien,Seabass,71,180,R,18277,28496,aubinje01,1998,2007,,,G,1977,7,19,Canada,QC,Montreal,,,,,,
gillibi01,,,Bill,Gilligan,,William,,71,175,L,,8632,gillibi01,,,1977,1978,C,1954,8,5,USA,MA,Beverly,,,,,,
wiemeji01,,,Jim,Wiemer,,James Duncan,Ripper,76,216,L,11741,5722,wiemeji01,1982,1993,,,D,1961,1,9,Canada,ON,Sudbury,,,,,,
grosvle01,,,Len,Grosvenor,,Leonard Cecil,,69,172,R,12791,21446,grosvle01,1927,1932,,,C,1905,7,21,Canada,ON,Ottawa,1981,3,15,,,
henrypi01,,,Pierre,Henry,,Pierre,,70,180,L,,8700,henrypi01,,,1972,1972,C,1952,3,10,Canada,QC,Montreal,,,,,,
streima01,,,Mark,Streit,,,,72,196,L,21520,32708,streima01,2005,2011,,,D,1977,12,11,Switzerland,,Englisberg,,,,,,
paillma01,,,Marcel,Paille,,Marcel,,68,175,L,18649,4115,paillma01,1957,1964,1972,1972,G,1932,12,8,Canada,QC,Shawinigan Falls,2002,10,7,Canada,QC,
doratke01,,,Ken,Doraty,,Kenneth Edward,Cagie,67,133,R,12477,1404,doratke01,1926,1937,,,R,1906,6,23,Canada,ON,Stittsville,1981,4,4,Canada,SK,Moose Jaw
,lapoiro01c,,Ron,Lapointe,,Ronald,,,,,,2965,lapoiro99c,,,,,,1949,11,12,Canada,QC,Verdun,1992,3,23,,,
mirondm01,,,Dmitri,Mironov,,Dmitri,,76,224,R,11127,3746,mirondm01,1991,2000,,,D,1965,12,25,Russia,,Moscow,,,,,,
jackmti01,,,Tim,Jackman,,,,76,210,R,20152,54834,jackmti01,2003,2011,,,R,1981,11,14,USA,ND,Minot,,,,,,
peverri01,,,Rich,Peverley,,,,72,185,R,22194,54871,peverri01,2006,2011,,,C,1982,7,8,Canada,ON,Guelph,,,,,,
macmije01,,,Jeff,MacMillan,,,,75,210,L,19484,25878,macmije01,2003,2003,,,D,1979,3,30,Canada,ON,Durham,,,,,,
satanmi01,,,Miroslav,Satan,,Miroslav,,75,191,L,14871,16367,satanmi01,1995,2009,,,L,1974,10,22,Slovakia,,Topolcany,,,,,,
handyro01,,,Ron,Handy,,Ronald,,71,175,L,12839,2127,handyro01,1984,1987,,,C,1963,1,15,Canada,ON,Toronto,,,,,,
larivga01,,,Garry,Lariviere,,Garry Joseph,Bimbo,72,190,R,13311,2975,larivga01,1979,1982,1974,1978,D,1954,12,6,Canada,ON,St. Catharines,,,,,,
macwimi01,,,Mike,MacWilliam,,Michael Kristen,,76,230,L,10651,3306,macwimi01,1995,1995,,,L,1967,2,14,Canada,BC,Burnaby,,,,,,
schulje01,,,Jesse,Schultz,,,,73,195,R,21866,50694,schulje01,2006,2006,,,R,1982,9,28,Canada,SK,Strasbourg,,,,,,
mossda01,,,David,Moss,,,,75,200,L,20397,56760,mossda01,2006,2011,,,L,1981,12,28,USA,MI,Livonia,,,,,,
hentuju01,,,Jukka,Hentunen,,,,70,194,R,19730,49924,hentuju01,2001,2001,,,R,1974,5,3,Finland,,Joroinen,,,,,,
labripi01,,,Pierre-Cedric,Labrie,,,,74,220,,,,labripi01,2011,2011,,,L,1986,12,6,,,,,,,,,
mancama01,,,Mark,Mancari,,,,75,220,R,21465,59724,mancama01,2006,2011,,,R,1985,7,11,Canada,ON,London,,,,,,
moorejo01,,,John,Moore,,,,74,189,,,,moorejo01,2010,2011,,,D,1990,11,19,USA,IL,Winnetka,,,,,,
brucego01,,,Gordie,Bruce,,Arthur Gordon,,71,190,L,12127,14159,brucego01,1940,1945,,,L,1919,5,9,Canada,ON,Ottawa,1997,7,15,,,
,,stanlfr01h,Frederick,Stanley,,Frederick Arthur,Lord Stanley of Preston,,,,B194502,,,,,,,,1841,1,15,England,,London,1908,6,14,,,
fredrfr01,fredrfr01c,fredrfr01h,Frank,Fredrickson,,Frank Sigudor,,71,180,L,P195807,1779,fredrfr01,1926,1930,,,C,1895,6,11,Canada,MB,Winnipeg,1979,5,28,,,
sabolsh01,,,Shaun,Sabol,,Shaun Thomas,,75,230,L,11426,4725,sabolsh01,1989,1989,,,D,1966,7,13,USA,ND,Fargo,,,,,,
wakeler01,,,Ernie,Wakely,,Ernest Alfred Linton,,71,160,L,18728,5612,wakeler01,1962,1971,1972,1978,G,1940,11,27,Canada,MB,Flin Flon,,,,,,
reddewa01,,,Wade,Redden,,Wade,,74,208,L,10709,14466,reddewa01,1996,2009,,,D,1977,6,12,Canada,SK,Lloydminster,,,,,,
hemskal01,,,Ales,Hemsky,,,,72,192,R,20140,55070,hemskal01,2002,2011,,,R,1983,8,13,Czech Republic,,Pardubice,,,,,,
venasvi01,,,Vic,Venasky,,Victor William,,71,185,R,14606,5561,venasvi01,1972,1978,,,C,1951,6,3,Canada,ON,Thunder Bay,,,,,,
caldeer01,,,Eric,Calder,,Eric,,73,180,R,12183,8736,caldeer01,1981,1982,,,D,1963,6,26,Canada,ON,Kitchener,,,,,,
mrazeje01,,,Jerome,Mrazek,,Jerome John,Jerry,69,160,L,18637,6618,mrazeje01,1975,1975,,,G,1951,10,15,Canada,SK,Prince Albert,,,,,,
rocheer01,,,Ernie,Roche,,Ernest Charles,,73,170,L,14157,12083,rocheer01,1950,1950,,,D,1930,2,4,Canada,QC,Montreal,,,,,,
lisinen01,,,Enver,Lisin,,,,74,190,L,21308,78687,lisinen01,2006,2009,,,R,1986,4,22,Russia,,Moscow,,,,,,
eschero01,,,Robert,Esche,,Robert L.,,73,210,L,18746,23035,eschero01,1998,2006,,,G,1978,1,22,USA,NY,Utica,,,,,,
fowleca01,,,Cam,Fowler,,,,73,190,,,,fowleca01,2010,2011,,,D,1991,12,5,Canada,ON,Windsor,,,,,,
cullejo01,,,John,Cullen,,Barry John,,70,182,R,10318,1188,cullejo01,1988,1998,,,C,1964,8,2,Canada,ON,Puslinch,,,,,,
vaskomo01,,,Moose,Vasko,,Elmer,,74,200,L,14601,5551,vaskomo01,1956,1969,,,D,1935,12,11,Canada,QC,Duparquet,1998,10,30,,,
sturmma01,,,Marco,Sturm,,Marco Johann,Sturmy,72,194,L,15056,29095,sturmma01,1997,2011,,,L,1978,9,8,Germany,,Dingolfing,,,,,,
