playerid,year,stint,tmid,w,l,sa,ga
grahajo01,2005,1,TBL,4,1,16,4
labarja01,2008,2,VAN,0,2,9,5
quickjo01,2009,1,LAK,8,6,51,17
dubiewa01,2007,1,NYI,2,1,13,4
bryzgil01,2006,1,AND,0,4,13,6
lehtoka01,2006,1,ATL,7,4,30,10
fleurma01,2009,1,PIT,6,2,23,6
dubiewa01,2009,1,MIN,1,0,2,0
sanfocu01,2005,1,STL,3,5,25,10
gerbema01,2010,1,EDM,1,0,4,1
bryzgil01,2010,1,PHO,4,5,32,11
luongro01,2007,1,VAN,6,8,54,15
thibajo01,2006,1,PIT,1,1,5,3
luongro01,2009,1,VAN,2,3,14,5
howarji01,2011,1,DET,7,2,27,5
niemian02,2009,1,CHI,6,2,32,6
labarja01,2010,1,PHO,1,1,5,2
climima01,2008,1,DAL,1,0,3,2
enrotjh01,2010,1,BUF,3,0,19,5
wardca01,2009,1,CAR,1,3,13,7
burkese01,2005,1,TBL,2,3,11,5
budajpe01,2007,1,COL,1,2,9,4
dubnyde01,2009,1,EDM,2,1,11,3
bironma01,2005,1,BUF,2,3,12,5
holmqjo01,2006,1,TBL,6,1,33,4
huetcr01,2007,1,MTL,2,3,13,5
denisma01,2005,1,CBS,3,1,18,4
millery01,2007,1,BUF,4,7,33,14
bernijo01,2010,1,LAK,0,2,5,3
thomati01,2010,1,BOS,1,5,19,9
huetcr01,2006,1,MTL,2,3,14,8
lalimpa01,2008,1,BUF,0,3,10,4
huetcr01,2007,2,WAS,2,0,5,0
andercr01,2009,1,COL,7,4,51,16
millery01,2006,1,BUF,10,4,46,9
khabini01,2007,1,CHI,2,4,19,7
greisth01,2011,1,SJS,1,1,7,2
backsni01,2011,1,MIN,5,6,32,15
bryzgil01,2009,1,PHO,8,5,62,17
millery01,2010,1,BUF,2,1,8,4
toskave01,2005,1,SJS,0,3,12,5
millery01,2008,1,BUF,8,2,40,9
labarja01,2005,1,LAK,2,0,5,0
shielst01,2005,1,ATL,0,1,2,1
gigueje01,2007,1,AND,6,5,30,10
luongro01,2006,1,VAN,5,3,31,10
mclenja01,2005,1,FLO,0,1,4,2
millery01,2005,1,BUF,3,2,17,5
grahajo01,2006,1,CAR,0,1,3,2
cloutda01,2005,1,VAN,0,1,2,2
labarja01,2007,1,LAK,2,1,10,5
josepcu01,2005,1,PHO,3,2,19,6
hardijo01,2007,1,MIN,2,2,14,6
bouchbr01,2006,1,CHI,0,2,4,4
khabini01,2010,1,EDM,1,3,18,4
conklty01,2006,1,CBS,1,1,5,2
danisya01,2009,1,NJD,0,1,3,3
thibajo01,2005,1,PIT,1,1,12,3
masonch02,2008,1,STL,3,4,18,7
dipieri01,2009,1,NYI,1,0,8,3
rolosdw01,2007,1,EDM,5,4,37,10
irvinle01,2011,1,CAL,0,1,4,2
ersbeer01,2008,1,LAK,1,4,20,8
turcoma01,2008,1,DAL,5,6,43,16
smithmi02,2011,1,PHO,6,8,46,15
auldal01,2008,1,OTT,2,4,25,9
hardijo01,2008,1,MIN,0,1,2,1
peterju01,2010,1,CAR,0,1,2,2
vokouto01,2007,1,FLO,5,6,41,11
hillejo01,2009,1,AND,3,4,27,10
leighmi01,2009,1,CAR,1,0,3,0
vokouto01,2006,1,NAS,2,3,17,7
smithmi02,2010,1,TBL,1,0,4,0
osgooch01,2009,1,DET,1,2,8,4
luongro01,2005,1,FLO,4,4,27,7
budajpe01,2005,1,COL,0,5,14,9
rasktu01,2009,1,BOS,5,4,33,10
schneco01,2008,1,VAN,0,1,3,3
