year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2006,NHL,CAR,21,16,,4,19,18,,4,,,,,5,5,,2,9,5,,1,7,6,,1,5.0,5.0,,2,6.0,6.0,,1,6,5,,1,2,2,,0
1980,NHL,EDM,17,13,10.0,,12,22,6.0,,,,,,2,4,3,,4,8,2,,2,9,1,,8.0,4.0,2.0,,5.0,7.0,2.0,,6,3,5,,2,0,1,
1925,WCHL,VMR,6,8,1.0,,4,10,1.0,,,,,,,,,,1,2,0,,3,4,1,,4.0,4.0,0.0,,2.0,4.0,1.0,,0,4,0,,,,,
2001,NHL,CAR,15,13,11.0,2,20,13,5.0,3,,,,,6,5,0,2,6,6,4,0,8,2,1,3,3.0,6.0,5.0,0,2.0,3.0,1.0,0,7,2,3,0,3,2,2,0
2011,NHL,NYR,27,12,,2,24,12,,5,,,,,4,3,,3,9,2,,0,10,4,,1,8.0,3.0,,1,9.0,3.0,,1,10,6,,1,1,3,,0
1978,WHA,NEW,22,19,0.0,,15,15,9.0,,,,,,5,3,1,,6,4,3,,7,3,2,,4.0,5.0,0.0,,6.0,7.0,2.0,,5,7,1,,4,5,0,
1977,NHL,MTL,32,4,4.0,,27,6,7.0,,,,,,6,2,2,,9,2,1,,10,3,1,,10.0,0.0,2.0,,9.0,1.0,3.0,,12,1,1,,3,1,1,
1946,NHL,MTL,19,6,5.0,,15,10,5.0,,,,,,2,2,1,,7,3,2,,8,2,0,,7.0,4.0,2.0,,6.0,2.0,4.0,,4,3,1,,,,,
1920,NHL,MTL,9,3,0.0,,4,8,0.0,,,,,,,,,,,,,,0,3,0,,6.0,3.0,0.0,,6.0,3.0,0.0,,1,2,0,,,,,
1992,NHL,VAN,27,11,4.0,,19,18,5.0,,,,,,5,4,1,,9,5,1,,9,1,1,,6.0,4.0,5.0,,6.0,5.0,0.0,,5,8,1,,6,2,0,
1915,PCHA,SEA,7,3,0.0,,2,6,0.0,,,,,,,,,,,,,,3,2,0,,1.0,5.0,0.0,,5.0,2.0,0.0,,,,,,,,,
1966,NHL,CHI,24,5,6.0,,17,12,6.0,,,,,,4,0,0,,6,5,2,,7,3,2,,9.0,3.0,2.0,,6.0,2.0,3.0,,8,3,3,,1,1,0,
1942,NHL,MTL,14,4,7.0,,5,15,5.0,,,,,,1,0,0,,2,7,2,,3,5,2,,5.0,3.0,4.0,,6.0,4.0,0.0,,2,0,4,,,,,
1951,NHL,DET,24,7,4.0,,20,7,8.0,,,,,,5,1,1,,7,2,5,,9,3,2,,6.0,5.0,1.0,,9.0,1.0,2.0,,8,2,1,,,,,
1912,NHA,OT1,6,4,0.0,,3,7,0.0,,,,,,,,,,,,,,0,1,0,,4.0,5.0,0.0,,4.0,4.0,0.0,,1,1,0,,,,,
2007,NHL,PIT,26,10,,5,21,17,,3,,,,,6,4,,1,5,7,,1,9,5,,0,8.0,3.0,,2,8.0,3.0,,3,10,4,,1,1,1,,0
1921,PCHA,VA2,6,5,1.0,,5,7,0.0,,,,,,,,,,,,,,3,4,1,,5.0,3.0,0.0,,3.0,5.0,0.0,,,,,,,,,
2002,NHL,MTL,16,16,5.0,4,14,19,3.0,5,,,,,3,3,3,0,7,6,1,1,6,5,1,2,5.0,6.0,2.0,2,3.0,7.0,0.0,2,5,7,1,2,1,1,0,0
2010,NHL,PIT,25,14,,2,24,11,,6,,,,,6,5,,1,10,3,,1,9,3,,1,6.0,4.0,,1,6.0,6.0,,2,8,4,,2,4,0,,0
1909,NHA,MOS,3,2,1.0,,0,6,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,5.0,0.0,,1,1,0,,,,,
1999,NHL,CAL,20,14,6.0,1,11,22,4.0,4,,,,,3,8,2,0,5,6,0,0,8,2,3,1,7.0,6.0,0.0,0,3.0,3.0,2.0,4,4,8,2,0,1,3,1,0
1922,WCHL,EDE,10,4,1.0,,9,6,0.0,,,,,,,,,,,,,,6,0,1,,3.0,7.0,0.0,,6.0,2.0,0.0,,4,1,0,,,,,
1926,NHL,OTS,16,5,1.0,,14,5,3.0,,,,,,,,,,4,0,1,,7,1,1,,7.0,3.0,1.0,,6.0,3.0,1.0,,6,3,0,,,,,
2011,NHL,CAL,23,12,,6,14,17,,10,,,,,4,4,,1,6,8,,0,8,4,,4,5.0,6.0,,1,5.0,2.0,,5,7,5,,5,2,0,,0
1912,NHA,MOC,4,6,0.0,,5,5,0.0,,,,,,,,,,,,,,2,0,0,,5.0,3.0,0.0,,1.0,7.0,0.0,,1,1,0,,,,,
2008,NHL,DAL,20,16,,5,16,19,,6,,,,,4,5,,2,4,6,,2,8,4,,1,7.0,3.0,,2,6.0,7.0,,0,5,8,,3,2,2,,1
1939,NHL,MTL,5,14,5.0,,5,19,0.0,,,,,,,,,,4,2,2,,3,8,0,,1.0,10.0,1.0,,1.0,8.0,1.0,,1,5,1,,,,,
2009,NHL,MIN,25,12,,4,13,24,,4,,,,,5,9,,0,5,3,,3,10,6,,0,7.0,6.0,,1,3.0,3.0,,0,7,7,,2,1,2,,2
1952,NHL,TOR,17,12,6.0,,10,18,7.0,,,,,,4,3,1,,5,8,3,,5,3,4,,6.0,5.0,2.0,,3.0,6.0,2.0,,4,5,1,,,,,
1915,PCHA,VML,5,4,0.0,,4,5,0.0,,,,,,,,,,,,,,1,4,0,,6.0,0.0,0.0,,2.0,5.0,0.0,,,,,,,,,
1991,NHL,PHI,22,11,7.0,,10,26,4.0,,,,,,4,5,1,,4,8,1,,4,4,5,,4.0,7.0,2.0,,7.0,5.0,2.0,,8,6,0,,1,2,0,
2002,NHL,BOS,23,11,5.0,2,13,20,6.0,2,,,,,6,2,2,0,10,1,1,1,5,8,1,0,5.0,8.0,1.0,0,2.0,6.0,3.0,1,7,5,2,2,1,1,1,0
2006,NHL,CHI,17,20,,4,14,22,,5,,,,,4,8,,0,4,4,,2,8,5,,3,2.0,8.0,,2,5.0,6.0,,2,5,9,,0,3,2,,0
2008,NHL,DET,27,9,,5,24,12,,5,,,,,7,2,,2,8,2,,2,9,3,,1,7.0,4.0,,2,10.0,3.0,,1,8,4,,1,2,3,,1
1931,NHL,NYR,13,7,4.0,,10,10,4.0,,,,,,,,,,5,1,1,,6,1,3,,7.0,5.0,1.0,,2.0,5.0,2.0,,3,5,1,,,,,
1976,NHL,NYR,17,18,5.0,,12,19,9.0,,,,,,5,7,1,,5,4,3,,5,4,6,,3.0,6.0,3.0,,5.0,7.0,0.0,,6,7,1,,0,2,0,
1930,NHL,TOR,15,4,3.0,,7,9,6.0,,,,,,,,,,4,1,2,,3,5,1,,8.0,2.0,2.0,,2.0,4.0,3.0,,5,1,1,,,,,
2000,NHL,PHI,26,11,4.0,0,17,14,7.0,3,,,,,3,5,3,0,8,5,1,0,6,4,3,0,9.0,2.0,2.0,1,7.0,3.0,1.0,1,8,5,1,0,2,1,0,1
1916,NHA,QU1,7,3,0.0,,3,7,0.0,,,,,,,,,,,,,,1,1,0,,2.0,7.0,0.0,,7.0,1.0,0.0,,0,1,0,,,,,
1995,NHL,EDM,15,21,5.0,,15,23,3.0,,,,,,4,5,1,,3,7,4,,6,8,1,,5.0,6.0,0.0,,4.0,7.0,1.0,,7,6,1,,1,5,0,
2011,NHL,EDM,18,17,,6,14,23,,4,,,,,7,2,,2,5,8,,1,3,9,,0,4.0,7.0,,2,6.0,6.0,,1,6,6,,3,1,2,,1
1923,NHL,MTL,10,2,0.0,,3,9,0.0,,,,,,,,,,,,,,2,2,0,,3.0,7.0,0.0,,6.0,2.0,0.0,,2,0,0,,,,,
1926,NHL,MTL,15,5,2.0,,13,9,0.0,,,,,,,,,,1,4,0,,7,2,1,,5.0,5.0,0.0,,6.0,2.0,1.0,,9,1,0,,,,,
1927,NHL,NYA,6,13,3.0,,5,14,3.0,,,,,,,,,,2,3,0,,4,6,2,,2.0,6.0,1.0,,3.0,4.0,3.0,,0,8,0,,,,,
1979,NHL,TOR,17,19,4.0,,18,21,1.0,,,,,,4,5,1,,7,5,1,,5,6,2,,5.0,8.0,0.0,,6.0,7.0,0.0,,6,7,1,,2,2,0,
1915,NHA,QU1,7,3,2.0,,3,9,0.0,,,,,,,,,,,,,,2,1,0,,5.0,3.0,1.0,,1.0,5.0,1.0,,2,3,0,,,,,
1978,NHL,CHI,18,12,10.0,,11,24,5.0,,,,,,4,1,3,,4,7,2,,4,8,2,,5.0,7.0,2.0,,6.0,3.0,3.0,,4,8,2,,2,2,1,
2009,NHL,CAR,21,17,,3,14,20,,7,,,,,2,7,,3,3,10,,2,5,6,,2,9.0,5.0,,0,5.0,2.0,,0,9,5,,2,2,2,,1
1941,NHL,MTL,12,10,2.0,,6,17,1.0,,,,,,,,,,1,7,1,,4,7,0,,3.0,7.0,1.0,,6.0,5.0,0.0,,4,1,1,,,,,
1985,NHL,TOR,16,21,3.0,,9,27,4.0,,,,,,1,8,0,,4,7,3,,4,5,2,,4.0,11.0,0.0,,6.0,6.0,1.0,,6,8,0,,0,3,1,
1981,NHL,DET,15,19,6.0,,6,28,6.0,,,,,,4,5,2,,3,8,3,,3,9,1,,4.0,6.0,4.0,,4.0,7.0,2.0,,3,11,0,,0,1,0,
2003,NHL,EDM,22,12,4.0,3,14,17,8.0,2,,,,,4,5,0,0,6,6,3,0,3,6,4,0,7.0,7.0,1.0,1,6.0,3.0,2.0,1,10,1,2,3,0,1,0,0
1984,NHL,MNS,14,19,7.0,,11,24,5.0,,,,,,2,6,1,,6,4,4,,4,9,1,,3.0,6.0,4.0,,3.0,9.0,1.0,,6,8,1,,1,1,0,
1978,WHA,SOV,0,0,0.0,,4,1,1.0,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,
2006,NHL,PIT,26,10,,5,21,14,,6,,,,,6,3,,0,5,5,,4,5,7,,2,8.0,2.0,,2,9.0,3.0,,1,12,3,,2,2,1,,0
1960,NHL,NYR,15,15,5.0,,7,23,5.0,,,,,,4,7,0,,3,6,2,,3,7,3,,4.0,5.0,3.0,,5.0,7.0,1.0,,3,6,1,,,,,
1977,NHL,NYR,18,15,7.0,,12,22,6.0,,,,,,4,5,1,,5,7,1,,3,4,7,,4.0,8.0,0.0,,5.0,6.0,2.0,,8,2,2,,1,5,0,
1932,NHL,MTL,15,5,4.0,,3,20,1.0,,,,,,,,,,2,4,0,,3,6,2,,4.0,6.0,1.0,,5.0,5.0,1.0,,4,4,1,,,,,
2007,NHL,BOS,21,16,,4,20,13,,8,,,,,6,4,,0,7,4,,2,6,8,,2,8.0,3.0,,1,7.0,4.0,,1,6,5,,5,1,1,,1
1940,NHL,CHI,11,10,3.0,,5,15,4.0,,,,,,,,,,3,4,2,,4,5,2,,5.0,4.0,2.0,,4.0,7.0,0.0,,0,5,1,,,,,
1974,NHL,STL,23,13,4.0,,12,18,10.0,,,,,,2,5,3,,5,6,1,,8,4,2,,4.0,7.0,2.0,,4.0,4.0,4.0,,9,4,2,,3,1,0,
1977,NHL,PIT,16,15,9.0,,9,22,9.0,,,,,,3,5,1,,4,6,3,,4,6,4,,5.0,5.0,3.0,,4.0,2.0,5.0,,2,11,2,,3,2,0,
1989,NHL,EDM,23,11,6.0,,15,17,8.0,,,,,,4,5,3,,8,5,2,,9,2,2,,5.0,5.0,3.0,,5.0,6.0,2.0,,6,5,2,,1,0,0,
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5.0,8.0,2.0,,4.0,4.0,4.0,,6,6,0,,8,1,0,
1995,NHL,TOR,19,15,7.0,,15,21,5.0,,,,,,4,5,1,,7,4,3,,8,4,2,,3.0,6.0,3.0,,3.0,9.0,1.0,,6,6,2,,3,2,0,
1995,NHL,DET,36,3,2.0,,26,10,5.0,,,,,,5,4,2,,9,2,0,,13,1,0,,8.0,2.0,2.0,,11.0,2.0,0.0,,12,1,1,,4,1,2,
1930,NHL,CHI,13,8,1.0,,11,9,2.0,,,,,,,,,,5,0,1,,4,5,1,,7.0,3.0,0.0,,3.0,5.0,1.0,,5,4,0,,,,,
1996,NHL,BUF,24,11,6.0,,16,19,6.0,,,,,,5,6,0,,8,5,1,,7,4,2,,7.0,4.0,2.0,,5.0,1.0,5.0,,6,6,1,,2,4,1,
1952,NHL,CHI,14,11,10.0,,13,17,5.0,,,,,,5,2,3,,6,4,3,,3,6,3,,4.0,7.0,3.0,,4.0,6.0,0.0,,5,3,3,,,,,
1974,WHA,MIB,15,21,3.0,,6,32,1.0,,,,,,2,5,0,,3,10,0,,6,7,3,,2.0,9.0,0.0,,2.0,11.0,0.0,,3,9,1,,3,2,0,
1984,NHL,STL,21,12,7.0,,16,19,5.0,,,,,,4,5,0,,7,4,1,,4,6,4,,6.0,4.0,4.0,,9.0,2.0,1.0,,4,9,2,,3,1,0,
1997,NHL,BOS,19,16,6.0,,20,14,7.0,,,,,,7,5,1,,4,6,4,,6,5,2,,6.0,4.0,2.0,,1.0,2.0,3.0,,9,4,1,,6,4,0,
1927,NHL,OTS,13,4,5.0,,7,10,5.0,,,,,,,,,,3,4,0,,4,2,4,,5.0,4.0,1.0,,4.0,1.0,4.0,,4,3,1,,,,,
1998,NHL,CAR,20,12,9.0,,14,18,9.0,,,,,,4,3,3,,7,7,0,,6,4,2,,6.0,4.0,3.0,,4.0,5.0,4.0,,4,5,4,,3,2,2,
1968,NHL,MNS,11,21,6.0,,7,22,9.0,,,,,,2,5,1,,4,6,3,,3,10,2,,2.0,10.0,1.0,,5.0,4.0,3.0,,2,8,5,,,,,
2000,NHL,CHI,14,21,4.0,2,15,19,4.0,3,,,,,3,7,0,1,5,6,2,1,6,6,1,0,7.0,5.0,1.0,0,6.0,5.0,1.0,1,2,8,2,1,0,3,1,1
2008,NHL,NAS,24,13,,4,16,21,,4,,,,,5,4,,1,6,6,,1,6,6,,1,4.0,8.0,,0,10.0,4.0,,1,7,3,,4,2,3,,0
1923,NHL,HAM,7,5,0.0,,2,10,0.0,,,,,,,,,,,,,,1,4,0,,4.0,5.0,0.0,,3.0,5.0,0.0,,1,1,0,,,,,
2009,NHL,FLO,16,16,,9,16,21,,4,,,,,4,7,,1,6,5,,3,6,6,,3,8.0,4.0,,2,0.0,5.0,,1,6,7,,2,2,3,,1
2005,NHL,PHO,19,18,,4,19,21,,1,,,,,5,8,,1,8,4,,1,7,6,,0,6.0,7.0,,1,1.0,3.0,,1,8,6,,0,3,5,,1
1998,NHL,NYR,17,19,5.0,,16,19,6.0,,,,,,3,4,3,,3,5,4,,7,6,0,,6.0,7.0,0.0,,6.0,6.0,0.0,,6,5,3,,2,5,1,
2007,NHL,DET,29,9,,3,25,12,,4,,,,,10,2,,1,7,4,,1,12,2,,1,9.0,2.0,,1,4.0,8.0,,2,10,2,,1,2,1,,0
1938,NHL,BOS,20,2,2.0,,16,8,0.0,,,,,,,,,,5,1,1,,8,4,0,,8.0,2.0,1.0,,9.0,3.0,0.0,,6,0,0,,,,,
1927,NHL,BOS,13,4,5.0,,7,9,6.0,,,,,,,,,,3,1,2,,4,4,2,,4.0,4.0,4.0,,5.0,1.0,1.0,,4,3,2,,,,,
2008,NHL,EDM,18,17,,6,20,18,,3,,,,,4,4,,1,6,7,,1,7,5,,1,8.0,4.0,,0,6.0,6.0,,2,5,6,,4,2,3,,0
1987,NHL,MTL,26,8,6.0,,19,14,7.0,,,,,,7,4,2,,9,3,3,,6,2,4,,6.0,6.0,1.0,,8.0,5.0,0.0,,8,2,2,,1,0,1,
1994,NHL,PHI,16,7,1.0,,12,9,3.0,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,6.0,4.0,1.0,,9,4,2,,10,4,0,
1976,WHA,QUN,29,10,1.0,,18,21,2.0,,,,,,9,2,0,,6,8,0,,7,5,1,,8.0,1.0,0.0,,6.0,8.0,0.0,,9,6,1,,2,1,1,
2006,NHL,DET,29,4,,8,21,15,,5,,,,,6,4,,1,7,2,,3,11,3,,1,8.0,5.0,,1,8.0,2.0,,2,7,3,,4,3,0,,1
1950,NHL,DET,25,3,7.0,,19,10,6.0,,,,,,4,2,1,,6,3,3,,11,2,2,,7.0,4.0,3.0,,6.0,1.0,4.0,,10,1,0,,,,,
1981,NHL,EDM,31,5,4.0,,17,12,11.0,,,,,,9,4,0,,8,2,3,,8,3,3,,8.0,3.0,4.0,,9.0,1.0,1.0,,5,4,4,,1,0,0,
1995,NHL,BUF,19,17,5.0,,14,25,2.0,,,,,,3,7,0,,7,4,2,,6,8,1,,4.0,7.0,0.0,,6.0,3.0,3.0,,2,11,1,,5,2,0,
2007,NHL,AND,28,9,,4,19,18,,4,1,1,,0,3,6,,2,8,4,,2,7,6,,1,8.0,4.0,,1,10.0,2.0,,1,8,4,,1,2,0,,0
2010,NHL,SJS,25,11,,5,23,14,,4,,,,,5,3,,1,6,5,,3,9,5,,1,5.0,6.0,,1,11.0,2.0,,0,9,2,,3,3,2,,0
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4,3,1,,7,4,1,,8,5,2,,9.0,4.0,0.0,,11.0,2.0,1.0,,7,7,0,,2,0,0,
1978,NHL,BOS,25,10,5.0,,18,13,9.0,,,,,,6,1,2,,7,3,3,,11,2,2,,6.0,7.0,1.0,,4.0,4.0,2.0,,8,5,2,,1,1,2,
1977,WHA,HOU,26,13,2.0,,16,21,2.0,,,,,,3,4,0,,5,5,1,,6,6,2,,10.0,5.0,0.0,,6.0,7.0,0.0,,9,4,1,,3,3,0,
1926,NHL,TRS,10,10,2.0,,5,14,3.0,,,,,,,,,,1,2,1,,3,7,0,,3.0,5.0,2.0,,3.0,7.0,2.0,,5,3,0,,,,,
