playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
gerared01,1921,TRS,NHL,D,1,0,0,0,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
denneco01,1921,TRS,NHL,L/C,5,3,2,5,2
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
mackami01,1914,VML,PCHA,L,3,4,2,6,6
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
morenho01,1924,MTL,NHL,C,4,4,1,5,4
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
smithto01,1916,MOC,NHA,C,4,2,0,2,3
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
cookll01,1917,VML,PCHA,D,5,2,0,2,12
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
camerha01,1917,TOA,NHL,D,5,3,1,4,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
marshja02,1913,TBS,NHA,D,3,1,0,1,2
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
duforan01,1914,OT1,NHA,C,2,0,1,1,0
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
noblere01,1917,TOA,NHL,L,5,2,1,3,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
adamsja01,1920,VML,PCHA,C,5,2,1,3,6
andrell01,1921,TRS,NHL,F,5,2,0,2,3
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
rossar01,1914,OT1,NHA,D,3,0,0,0,12
phillme01,1925,MTM,NHL,F,4,1,1,2,0
marksja01,1912,QU1,NHA,R,3,2,0,2,2
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
