name,id,award,year,lgid,note
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Cammi Granato,,Patrick,2006,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Gary Bettman,,Patrick,2000,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
David Poile,,Patrick,2000,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Jim Devellano,,Patrick,2008,NHL,
Bob Naegele,,Patrick,2007,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Gordie Howe,howego01,Patrick,1966,NHL,
Lou Vairo,,Patrick,1999,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Gil Stein,,Patrick,1992,NHL,
Bob Fleming,,Patrick,1994,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Robert Ridder,,Patrick,1993,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Stan Mikita,mikitst01,Patrick,1975,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Bruce McNall,,Patrick,1992,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Stan Fischler,,Patrick,2006,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Jack Parker,,Patrick,2009,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Art Berglund,,Patrick,1991,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Fred Shero,sherofr01,Patrick,1979,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
John Mayasich,,Patrick,1997,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
George Gund,,Patrick,1995,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Mike Richter,richtmi01,Patrick,2008,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Larry Pleau,pleaula01,Patrick,2001,NHL,
Ray Miron,,Patrick,2003,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
John MacInnes,,Patrick,1985,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Bill Cleary,,Patrick,1996,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Mike Emrick,,Patrick,2003,NHL,
Dave Andrews,,Patrick,2009,NHL,
