year,hofid,name,category
1978,bathgan01h,Энди Бгарт,Игрок
1987,clarkbo01h,Бобби Кларк,Игрок
1962,humefr01h,Фред Хумэ,Создатель
2008,larioig01h,Игорь Ларьёнов,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1978,plantja01h,Жак Планте,Игрок
1988,esposto01h,Тони Эспозито,Игрок
1979,howelha01h,Гарри Хауелл,Игрок
1966,brimsfr01h,Франк Бримсик,Игрок
1983,sindeha01h,Гарри Сиден,Создатель
2008,scapira01h,Рэй Скапинелло,Судья/Линейный судья
1949,bainda01h,Дэн Бейн,Игрок
1958,turnell01h,Ллойд Тёрнер,Создатель
2009,leetcbr01h,Брайан Лиэтч,Игрок
2002,gillicl01h,Кларк Кильс,Игрок
1985,cheevge01h,Гэри Чиверс,Игрок
1950,richage01h,Джордж Ричардсон,Игрок
1949,rossar01h,Арт Росс,Игрок
1947,taylocy01h,Тайфун Тейлор,Игрок
1962,maxwest01h,Парогенератор Максвелл,Игрок
2001,gartnmi01h,Майк Гартнер,Игрок
1990,flamafe01h,Ферн Фляман,Игрок
2004,coffepa01h,Пол коффи,Игрок
1993,lapoigu01h,Гийом Лапуа,Игрок
2000,mullejo01h,Джо Муллен,Игрок
2005,costemu01h,Мюррей Костелло,Создатель
2010,develji01h,Джим Девелано,Создатель
1998,conacro01h,Рой Коначер,Игрок
2005,kharlva01h,Валери Харламов,Игрок
2004,fletccl01h,Клифф Флетчер,Создатель
2001,fetisvi01h,Вячеслав FETISOV,Игрок
1963,hewitbo01h,Бобби Хьюзтон,Судья/Линейный судья
1961,stuarbr02h,Брюс Стюарт,Игрок
1982,gilbero01h,Род Гилберт,Игрок
2009,yzermst01h,Стив Йерман,Игрок
1962,westwha01h,Гарри Уэсвик,Игрок
1950,malonjo01h,Джо Малон,Игрок
1947,bowieru01h,Росселл Боуи,Игрок
1965,marshja02h,Джек Маршалл,Игрок
1960,kilpajo01h,Джон Килпатрик,Создатель
1969,hextabr01h,Брайан Хексталл,Игрок
2008,andergl01h,Гленн Андерсон,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1988,parkbr01h,Брад Парк,Игрок
1963,seibeea01h,Элджей Сиберт,Игрок
1981,ashlejo01h,Джонэшли,Судья/Линейный судья
1964,campban01h,Ангус Кэмпбелл,Создатель
1974,coultar01h,Арт Коултер,Игрок
1968,hendyji01h,Джим Хендри,Создатель
1958,smythco01h,Конн Смайт,Создатель
1989,bauerda01h,Дэвид Бауэр,Создатель
1962,smithal03h,Альф Смит,Игрок
1962,roddemi01h,Майк Родден,Судья/Линейный судья
1976,gibsoja02h,Джек Гибсон,Создатель
2006,brookhe01h,Эрб Брукс,Создатель
1965,hornere01h,Красный Хорнер,Игрок
1962,pitredi01h,Дидиер Питр,Игрок
1993,shuttst01h,Стив Шутт,Игрок
1945,vezinge01h,Джордж Везина,Игрок
2007,gregoji01h,Джим Грегори,Создатель
1959,dennecy01h,Ки Денини,Игрок
1993,knoxse01h,Сайрмор Нокс,Создатель
1980,lumleha01h,Гарри Лумли,Игрок
2006,duffdi01h,Дик Дафф,Игрок
1964,stewaja01h,Джек Стюарт,Игрок
1945,gerared01h,Эдди Джерард,Игрок
1945,mcgeefr01h,Франк Макги,Игрок
1965,lockhth01h,Томми Локхарт,Создатель
2011,belfoed01h,Эд Белфор,Игрок
1987,pavelma03h,Мэтт Павелич,Судья/Линейный судья
1972,smithho01h,Хулли Смит,Игрок
1963,goodfeb01h,Эбби Гудфелло,Игрок
1961,loicqpa01h,Паль Лойк,Создатель
1965,benedcl01h,Клинт Беннетт,Игрок
1950,davidal01h,Скотти Дэвидсон,Игрок
1972,geoffbe01h,Бернар Жоффруэн,Игрок
1962,brownwa02h,Уолтер Браун,Создатель
2010,jamesan01h,Анжела Джеймс,Игрок
2006,hotchha01h,Харли Хокинс,Создатель
1985,mariujo01h,Джон Марьючич,Создатель
1972,belivje01h,Жан Беливуа,Игрок
2011,gilmodo01h,Дуглас Джиммор,Игрок
1991,armstne01h,Нил Армстронг,Судья/Линейный судья
1961,appssy01h,Сильные приложения,Игрок
1982,cournyv01h,Иван Корнио,Игрок
1958,fredrfr01h,Франк Фредриксон,Игрок
1984,esposph01h,Фил Эспозито,Игрок
1958,duttore01h,Ред Деттон,Игрок
2007,macinal01h,Ал МакИннис,Игрок
1962,mcgimbi01h,Билли МакГимзие,Игрок
2005,neelyca01h,Кэм Нилли,Игрок
1996,arboual01h,Ал Арбор,Создатель
1960,bouchge01h,Джордж Буше,Игрок
1958,clancki01h,Король Кливленд,Игрок
1962,gardnji01h,Джим Гарднер,Игрок
1966,blaketo01h,Той Блейк,Игрок
1983,mikitst01h,Стан Микита,Игрок
1978,bickejo01h,Джон Бикел,Создатель
1974,tarasan01h,Анатолий Тарасов,Создатель
1958,irvindi01h,Дик Ирвин,Игрок
1950,grantmi01h,Майк Грант,Игрок
1947,sutheja01h,Джеймс Сёрден,Создатель
1958,hayge01h,Джордж Хей,Игрок
1986,hanlebi01h,Билл Холлини,Создатель
1975,pilotpi01h,Пьер Пило́т,Игрок
1984,lemaija01h,Жак Лемарр,Игрок
1994,watsoha02h,Гарри Уотсон,Игрок
1979,juckego01h,Гордон Джуках,Создатель
1950,drinkgr01h,Грэхэм Дрифтвотер,Игрок
1971,jacksbu01h,Бушер Джексон,Игрок
1950,griffsi01h,Сиф Гриффис,Игрок
1962,hoopeto01h,Том Хупер,Игрок
1993,lapraed01h,Эдгар Лапрад,Игрок
1988,oconnbu01h,Буди О'Коннор,Игрок
1995,torrebi01h,Билл Тёрри,Создатель
1975,bucklfr01h,Франк Бакленд,Создатель
1964,diliofr01h,Франсис Дилио,Создатель
1976,wirtzwi01h,Уильям Вирц,Создатель
1970,lebelro01h,Боб ЛеБел,Создатель
1962,greensh01h,Шорти Грин,Игрок
2000,savarde01h,Денис Савард,Игрок
1963,mclaufr01h,Фредерик Макларен,Создатель
1962,norrija03h,Джеймс Норрис,Создатель
1978,pronoma01h,Марсель Проновост,Игрок
1952,boondi01h,Дикки Бун,Игрок
1947,caldefr01h,Франк Калдер,Создатель
1960,selkefr01h,Франк Селке,Создатель
1962,crawfru01h,Русти Кроуфорд,Игрок
1979,orrbo01h,Боби Орр,Игрок
1947,joliaau01h,Аурель Жолиа́т,Игрок
1992,allenke01h,Кейт Аллен,Создатель
1945,allanmo01h,Монтагу Аллен,Создатель
1962,broadpu01h,Пунч Броудбент,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1985,olmstbe01h,Берт Олмстед,Игрок
1945,stuarho01h,Ход Стюарт,Игрок
1961,schmimi01h,Мильт Шмидт,Игрок
1971,wirtzar01h,Артур Вертц,Создатель
1966,kennete01h,Тед Кеннеди,Игрок
1958,raymodo01h,Донат Раймонд,Создатель
1962,watsoha01h,Гарри Уотсон,Игрок
1958,bouchfr01h,Франк Бошер,Игрок
1945,stanlfr01h,Фредерик Стэнли,Создатель
1961,brownge03h,Джордж Браун,Создатель
1965,russeer01h,Эрни Рассел,Игрок
1999,morriia01h,Скоти Моррисон,Создатель
1950,patrifr01h,Франк Патрик,Создатель
