playerid,award,year,lgid,note,pos
brimsfr01,Калдер,1938,NHL,,
litzeed01,Команда всех звёзд второй команды,1956,NHL,,К
hasekdo01,Везина,1994,NHL,,
gretzwa01,Харт,1979,NHL,,
hamilal01,Команда всех звёзд второй команды,1973,WHA,,"I'm sorry, I don't understand your request. Could you please clarify?"
howego01,Первая сборная звезд,1959,NHL,,РР
blakero01,Команда всех звёзд второй команды,1999,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
sakicjo01,Первая сборная звезд,2001,NHL,,К
colvine01,Команда всех звёзд второй команды,1947,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
howego01,Первая сборная звезд,1965,NHL,,РР
leetcbr01,Калдер,1988,NHL,,
delveal01,Леди Бынг,1968,NHL,,
dionnma01,Арт Росс,1979,NHL,,
lidstni01,Норрис,2007,NHL,,
hodgech01,Команда всех звёзд второй команды,1964,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
leetcbr01,Конн Смайт,1993,NHL,,
leetcbr01,Все новичок,1988,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
ovechal01,Первая сборная звезд,2005,NHL,,ЛВ
jagrja01,Арт Росс,2000,NHL,,
drydeke01,Первая сборная звезд,1977,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
kurrija01,Команда всех звёзд второй команды,1983,NHL,,РР
graharo02,MVP плей-офф,1974,WHA,,
leducri01,Команда всех звёзд второй команды,1976,WHA,,К
shanabr01,Первая сборная звезд,1999,NHL,,ЛВ
faulkju01,Все новичок,2011,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
sawchte01,Команда всех звёзд второй команды,1958,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
charazd01,Команда всех звёзд второй команды,2011,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
jagrja01,Пирсон,1999,NHL,,
pilotpi01,Первая сборная звезд,1963,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
leclajo01,Команда всех звёзд второй команды,1998,NHL,,ЛВ
smithal02,Шапка,1977,WHA,Лучший вратарь,
westfed01,Мастертон,1976,NHL,,
coffepa01,Первая сборная звезд,1988,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
bennibr01,Все новичок,1986,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
leetcbr01,Первая сборная звезд,1991,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
sykorpe01,Все новичок,1995,NHL,,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?"
prongch01,Команда всех звёзд второй команды,2006,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
belfoed01,Везина,1990,NHL,,
carbogu01,Селька,1988,NHL,,
gretzwa01,Первая сборная звезд,1981,NHL,,К
mullejo01,Плюс-минус,1988,NHL,,
hortoti01,Первая сборная звезд,1968,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
niedesc01,Первая сборная звезд,2006,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
leclajo01,Команда всех звёзд второй команды,1996,NHL,,ЛВ
johnsch01,Первая сборная звезд,1931,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
sedinhe01,Арт Росс,2009,NHL,,
murphla01,Команда всех звёзд второй команды,1994,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
leetcbr01,Команда всех звёзд второй команды,1993,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
mckendo01,Леди Бынг,1959,NHL,,
jagrja01,Харт,1998,NHL,,
howema01,Плюс-минус,1985,NHL,,
dejorde01,Везина,1966,NHL,"общий, общий",
lindste01,Первая сборная звезд,1956,NHL,,ЛВ
gretzwa01,Плюс-минус,1983,NHL,,
macinal01,Команда всех звёзд второй команды,1986,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
desjaer01,Команда всех звёзд второй команды,1999,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
vanekth01,Плюс-минус,2006,NHL,,
macinal01,Команда всех звёзд второй команды,1993,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
thomati01,Крозье́р,2008,NHL,,
howego01,Команда всех звёзд второй команды,1948,NHL,,РР
richama01,Первая сборная звезд,1946,NHL,,РР
datsypa01,Леди Бынг,2006,NHL,,
weinrer01,Все новичок,1990,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
gretzwa01,Харт,1980,NHL,,
jagrja01,Команда всех звёзд второй команды,1996,NHL,,РР
dionmi01,Шапка,1975,WHA,Лучший вратарь,
richama01,Первая сборная звезд,1948,NHL,,РР
arnotja01,Все новичок,1993,NHL,,К
ovechal01,Все новичок,2005,NHL,,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?"
smithbi01,Джеффрис,1982,NHL,"общий, общий",
peetepe01,Везина,1982,NHL,,
mikitst01,Первая сборная звезд,1962,NHL,,К
burepa01,Команда всех звёзд второй команды,1999,NHL,,РР
kurrija01,Леди Бынг,1984,NHL,,
leyri01,Команда всех звёзд второй команды,1977,WHA,,"I'm sorry, I don't understand your request. Could you please clarify?"
hossama01,Команда всех звёзд второй команды,2008,NHL,,РР
ovechal01,Команда всех звёзд второй команды,2010,NHL,,ЛВ
sakicjo01,Конн Смайт,1995,NHL,,
stamkst01,Ричард,2011,NHL,,
vossca01,Калдер,1932,NHL,,
lemiema01,Команда всех звёзд второй команды,1986,NHL,,К
gillicl01,Первая сборная звезд,1977,NHL,,ЛВ
vachoro01,Команда всех звёзд второй команды,1974,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
brimsfr01,Первая сборная звезд,1938,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
forsbpe01,Первая сборная звезд,1998,NHL,,К
gretzwa01,Леди Бынг,1990,NHL,,
appssy01,Команда всех звёзд второй команды,1940,NHL,,К
fitzpma01,Мастертон,1991,NHL,,
lidstni01,Первая сборная звезд,2010,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
hullbr01,Леди Бынг,1989,NHL,,
pronoma01,Первая сборная звезд,1959,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
howelha01,Первая сборная звезд,1966,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
roypa01,Первая сборная звезд,2001,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
chabolo01,Первая сборная звезд,1934,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
potvide01,Норрис,1975,NHL,,
henryca01,Калдер,1953,NHL,,
stewaga01,Первая сборная звезд,1945,NHL,,ЛВ
neilsji01,Команда всех звёзд второй команды,1967,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
ohlunma01,Все новичок,1997,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
trembjc01,Команда всех звёзд второй команды,1973,WHA,,"I'm sorry, I don't understand your request. Could you please clarify?"
gainebo01,Селька,1980,NHL,,
ratelje01,Мастертон,1970,NHL,,
conacli01,Команда всех звёзд второй команды,1936,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
lidstni01,Команда всех звёзд второй команды,2009,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
granato01,Все новичок,1988,NHL,,РР
koivusa01,Король Кливленд,2006,NHL,,
haywabr01,Джеффрис,1987,NHL,"общий, общий",
vernomi01,Конн Смайт,1996,NHL,,
malakvl01,Все новичок,1992,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
smithmi02,Все новичок,2006,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
cainhe01,Команда всех звёзд второй команды,1943,NHL,,ЛВ
ovechal01,Первая сборная звезд,2009,NHL,,ЛВ
nieuwjo01,Калдер,1987,NHL,,
greenmi03,Первая сборная звезд,2009,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
macinal01,Норрис,1998,NHL,,
geoffbe01,Команда всех звёзд второй команды,1959,NHL,,РР
barbebi01,Команда всех звёзд второй команды,1978,NHL,,ЛВ
howema01,Первая сборная звезд,1986,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
gretzwa01,Леди Бынг,1998,NHL,,
kingkr01,Король Кливленд,1995,NHL,,
gagnesi01,Все новичок,1999,NHL,,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?"
wharrke01,Первая сборная звезд,1963,NHL,,РР
schmimi01,Первая сборная звезд,1946,NHL,,К
potvife01,Все новичок,1992,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
bourqra01,Первая сборная звезд,1993,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
flamafe01,Команда всех звёзд второй команды,1957,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
shoreed01,Первая сборная звезд,1932,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
cainhe01,Арт Росс,1943,NHL,,
drydeda01,Как,1978,WHA,MVP,
lemiema01,Арт Росс,1988,NHL,,
belfoed01,Везина,1992,NHL,,
lachel01,Арт Росс,1947,NHL,,
bellbr01,Все новичок,1984,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
clappdi01,Команда всех звёзд второй команды,1930,NHL,,РР
stanlal01,Команда всех звёзд второй команды,1959,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
gretzwa01,Арт Росс,1989,NHL,,
pilotpi01,Норрис,1963,NHL,,
gretzwa01,Конн Смайт,1984,NHL,,
messima01,Первая сборная звезд,1989,NHL,,К
kellyre01,Первая сборная звезд,1953,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
bathgan01,Команда всех звёзд второй команды,1957,NHL,,РР
clarkbo01,Команда всех звёзд второй команды,1973,NHL,,К
vachoro01,Везина,1967,NHL,"общий, общий",
lecavvi01,Ричард,2006,NHL,,
raynech01,Харт,1949,NHL,,
reisele02,Команда всех звёзд второй команды,1950,NHL,,"I'm sorry, I don't understand your request. Could you please clarify?"
hawerda01,Команда всех звёзд второй команды,1984,NHL,,К
robinea01,Команда всех звёзд второй команды,1938,NHL,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
lachel01,Первая сборная звезд,1951,NHL,,К
lehtije01,Селька,2002,NHL,,
lemiema01,Арт Росс,1992,NHL,,
leachre01,Конн Смайт,1975,NHL,,
appssy01,Команда всех звёзд второй команды,1937,NHL,,К
hextaro01,Везина,1986,NHL,,
huddych01,Плюс-минус,1982,NHL,,
herrode01,Везина,1980,NHL,"общий, общий",
