playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
rileyja01,,,Джек,Райли,,Джон,,71,160,"Hello, how can I help you today?",14122,14186,rileyja01,1932,1935,,,К,1910,12,29,Ирландия,,Беркенла,1994,,,,,
smithbr01,,,Брайан,Смит,,Брайан Стюарт,,72,180,"Hello, how can I help you today?",14354,10560,smithbr01,1957,1960,,,"Hello, how can I help you today?",1937,12,6,Канада,Да,Крэйтон Майн,,,,,,
batyrru01,,,Руслан,Батыршин,,Руслан,,73,185,"Hello, how can I help you today?",14880,18610,batyrru01,1995,1995,,,"I'm sorry, I don't understand your request. Could you please clarify?",1975,2,19,Россия,,Москва,,,,,,
caronja01,,,Жак,Карон,,Жак Иосиф,,74,185,"Hello, how can I help you today?",18460,833,caronja01,1967,1973,1975,1976,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1940,4,21,Канада,Качество,Роуэн-Норанда,,,,,,
kellype02,,,Пэт,Келли,,Питер Кэмерон,красный,71,170,r,13176,14663,kellype01,1934,1941,,,r,1913,5,22,Канада,МБ,Святой Виталь,2004,3,22,,,
devrigr01,,,Грег,де Врис,,Грегori,,74,215,"Hello, how can I help you today?",10208,10719,devrigr01,1995,2008,,,"I'm sorry, I don't understand your request. Could you please clarify?",1973,1,4,Канада,Да,Сундридж,,,,,,
bollada01,,,Дэв,Болланд,,,,72,176,r,21290,71780,bollada01,2006,2011,,,К,1986,6,5,Канада,Да,Торонто,,,,,,
comeare01,,,Рей,Комо,,Рейнальд Хавьер,,68,190,"Hello, how can I help you today?",12302,1061,comeare01,1971,1979,,,К,1948,10,25,Канада,Качество,Монреаль,,,,,,
tardima01,,,Марс,Тардиф,,Марс,,72,195,"Hello, how can I help you today?",14507,5308,tardima01,1969,1982,1973,1978,"Hello, how can I help you today?",1949,6,12,Канада,Качество,Гранби,,,,,,
conacpa01,,,Пэт,Коначер,,Патрик Джон,,68,190,"Hello, how can I help you today?",10281,1069,conacpa01,1979,1995,,,"Hello, how can I help you today?",1959,5,1,Канада,АВ,Эдмонтон,,,,,,
robergo02,,robergo02h,Горд,Робертс,,Гордон Уильям,Документ,71,180,"Hello, how can I help you today?",P197102,,robergo01,,,,,"Hello, how can I help you today?",1891,9,5,Канада,Да,Оттава,1966,9,2,,,
travepa01,,,Патрик,Траверс,,Патрик,,76,207,"Hello, how can I help you today?",11656,6397,travepa01,1995,2005,,,"I'm sorry, I don't understand your request. Could you please clarify?",1974,3,14,Канада,Качество,Монреаль,,,,,,
sangubo01,,,Бобби,Сангенетти,,,,75,190,r,,80230,sangubo01,2009,2011,,,"I'm sorry, I don't understand your request. Could you please clarify?",1988,2,29,США,НГ,Трентон,,,,,,
cleghsp01,cleghsp01c,cleghsp01h,Спруги,Клегхорн,,Спаргус Хорс,Пег,70,190,"Hello, how can I help you today?",P195803,1024,cleghsp01,1918,1927,,,"I'm sorry, I don't understand your request. Could you please clarify?",1890,3,11,Канада,Качество,Монреаль,1956,7,12,Канада,Качество,Монреаль
sheppja01,,,Джеймс,Шеппард,,,,74,210,"Hello, how can I help you today?",21932,80487,sheppja01,2007,2009,,,К,1988,4,25,Канада,Н/Д,Халифакс,,,,,,
zeniued01,,,Эд,Зениюк,,Эдвард Уильям,,71,180,"Hello, how can I help you today?",14748,11400,zeniued01,1954,1954,,,"I'm sorry, I don't understand your request. Could you please clarify?",1933,3,8,Канада,СК,Ландис,1996,4,14,Канада,АВ,Эдмонтон
rockbha01,,,Харви,Рокберн,,Харви,Хард Рок,70,180,"Hello, how can I help you today?",14161,20346,rockbha01,1929,1932,,,"I'm sorry, I don't understand your request. Could you please clarify?",1908,8,20,Канада,Да,Оттава,1977,6,9,,,
,,tuttwi01h,Уильям,Тутт,,Уильям Тэйлор,,,,,B197803,,,,,,,,1912,3,2,США,Калифорния,Коронадо,1989,3,24,,,
scottla01,,,Лори,Скотт,,Лоуренс У.,,66,155,"Hello, how can I help you today?",14259,22575,scottla01,1926,1927,,,"Hello, how can I help you today?",1900,6,19,Канада,Да,Южный ручей,1977,2,15,,,
deulija01,,,Джарретт,Дюлинг,,Джарат Руфус,,72,205,"Hello, how can I help you today?",10360,1348,deulija01,1995,1996,,,"Hello, how can I help you today?",1974,3,4,Канада,BC,Вернон,,,,,,
playfji01,playfji01c,,Джим,Плейфэр,,Джеймс,,76,200,"Hello, how can I help you today?",11302,4317,playfji01,1983,1988,,,"I'm sorry, I don't understand your request. Could you please clarify?",1964,5,22,Канада,BC,Вандерхоф,,,,,,
benzeji01,,,Джим,Бенцлок,,Джеймс Джон,,70,185,r,,8308,benzeji01,,,1972,1975,r,1947,6,21,Канада,МБ,Виндзор,,,,,,
hanseta01,,,Тэвис,Хансен,,Тавис Свенд,,73,205,r,15067,15581,hanseta01,1994,2000,,,r,1975,6,17,Канада,СК,Принс-Альберт,,,,,,
tutenau01,,,Ауд,Тутен,,Аудли Кендрэйд,Ант/Тут,70,180,"Hello, how can I help you today?",14590,14313,tutenau01,1941,1942,,,"I'm sorry, I don't understand your request. Could you please clarify?",1915,1,14,США,АЛ,Предприятие,1994,5,7,,,
,,tretivl01h,Владислав,Третьяк,,Владислав Александрович,,73,202,"Hello, how can I help you today?",P198903,,tretivl01,,,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1952,4,25,Россия,,Дмитров,,,,,,
nielski01,,,Кирк,Нейлсен,,Кирк,,73,205,r,15083,18010,nielski01,1997,1997,,,r,1973,10,19,США,МН,Гранд-Рапидс,,,,,,
schaeno01,,,Нолан,Шафер,,,,74,200,r,19720,49686,schaeno01,2005,2005,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1980,1,15,Канада,СК,Регина,,,,,,
,livined01c,,Эд,Ливингстон,,Эдвард,,,,,,,,,,,,,,,,,,,,,,,,
ojaneja01,,,Яне,Оянен,,Янне Хуани,,74,200,"Hello, how can I help you today?",11227,4066,ojaneja01,1988,1992,,,К,1968,4,9,Финляндия,,Тампере,,,,,,
kaletal01,,,Алекс,Кале́та,,Александр,Убийца,72,175,"Hello, how can I help you today?",13152,12062,kaletal01,1941,1950,,,"Hello, how can I help you today?",1919,11,29,Канада,АВ,Канмор,1987,7,9,,,
harkito01,,,Тодд,Харкинсы,,Тодд Майкл,,75,210,r,10610,2153,harkito01,1991,1993,,,К,1968,10,8,США,ОХ,Кливленд,,,,,,
polisgr01,,,Грег,Полис,,Грегори Линн,Поле-кат,72,195,"Hello, how can I help you today?",14014,4336,polisgr01,1970,1979,,,"Hello, how can I help you today?",1950,8,8,Канада,АВ,Западлок,,,,,,
cloutre02,,,Режан,Клютьер,,Режан,,72,185,"Hello, how can I help you today?",12287,6250,cloutre02,1979,1981,,,"I'm sorry, I don't understand your request. Could you please clarify?",1960,2,15,Канада,Качество,Виндзор,,,,,,
lilesjo01,,,Джон-Майкл,Лилей,,,,70,185,"Hello, how can I help you today?",19713,49597,lilesjo01,2003,2011,,,"I'm sorry, I don't understand your request. Could you please clarify?",1980,11,25,США,В,Индианаполис,,,,,,
buswewa01,,,Уолт,Бусвелл,,Уолтер Джеральд,,71,170,"Hello, how can I help you today?",12167,698,buswewa01,1932,1939,,,"I'm sorry, I don't understand your request. Could you please clarify?",1907,11,6,Канада,Качество,Монреаль,1991,10,16,,,
dineebi01,dineebi01c,,Билл,Динеен,,Уильям Патрик,Фокс,71,180,r,12464,1366,dineebi01,1953,1957,,,r,1932,9,18,Канада,Качество,Арвида,,,,,,
milbumi01,milbumi01c,,Майк,Милбери,,Майкл Джеймс,,73,200,"Hello, how can I help you today?",13732,3714,milbumi01,1975,1986,,,"I'm sorry, I don't understand your request. Could you please clarify?",1952,6,17,США,А,Бриджтон,,,,,,
ouimete01,,,Тед,Уимет,,Эдвард Джон,,69,165,"Hello, how can I help you today?",18647,10269,ouimete01,1968,1968,1974,1974,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1947,7,6,Канада,Качество,Роуэн-Норанда,,,,,,
chouigu01,,,Мальчик,Чоунард,,Гийом Камиль,Дедушка,71,182,r,12266,972,chouigu01,1974,1983,,,К,1956,10,20,Канада,Качество,Квебек-Сити,,,,,,
stephbo01,,,Боб,Степсон,,Роберт,,73,187,r,14446,5172,stephbo01,1979,1979,1977,1978,r,1954,2,1,Канада,СК,Саскатун,,,,,,
,,grantmi01h,Майк,Грант,,Майкл,,,,,P195003,,grantmi01,,,,,"I'm sorry, I don't understand your request. Could you please clarify?",1874,1,,Канада,Качество,Монреаль,9999,,,,,
bouchjo01,,,Джоэл,Бушар,,Джоэл,,73,209,"Hello, how can I help you today?",10141,496,bouchjo01,1994,2005,,,"I'm sorry, I don't understand your request. Could you please clarify?",1974,1,23,Канада,Качество,Монреаль,,,,,,
melinro01,,,Роже,Мелин,,Роджер Алф,,76,195,"Hello, how can I help you today?",13703,7500,melinro01,1980,1981,,,"Hello, how can I help you today?",1956,4,25,Швеция,,Ενкопинг,,,,,,
