resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
1,18,1,1,22,1,1.0,1,1,10.0,58,1:34:50.616,5690616.0,39.0,2.0,1:27.452,218.3,1
2,18,2,2,3,5,2.0,2,2,8.0,58,+5.478,5696094.0,41.0,3.0,1:27.739,217.586,1
3,18,3,3,7,7,3.0,3,3,6.0,58,+8.163,5698779.0,41.0,5.0,1:28.090,216.719,1
4,18,4,4,5,11,4.0,4,4,5.0,58,+17.181,5707797.0,58.0,7.0,1:28.603,215.464,1
5,18,5,1,23,3,5.0,5,5,4.0,58,+18.014,5708630.0,43.0,1.0,1:27.418,218.385,1
6,18,6,3,8,13,6.0,6,6,3.0,57,,,50.0,14.0,1:29.639,212.974,11
7,18,7,5,14,17,7.0,7,7,2.0,55,,,22.0,12.0,1:29.534,213.224,5
8,18,8,6,1,15,8.0,8,8,1.0,53,,,20.0,4.0,1:27.903,217.18,5
9,18,9,2,4,2,,R,9,0.0,47,,,15.0,9.0,1:28.753,215.1,4
10,18,10,7,12,18,,R,10,0.0,43,,,23.0,13.0,1:29.558,213.166,3
11,18,11,8,18,19,,R,11,0.0,32,,,24.0,15.0,1:30.892,210.038,7
12,18,12,4,6,20,,R,12,0.0,30,,,20.0,16.0,1:31.384,208.907,8
13,18,13,6,2,4,,R,13,0.0,29,,,23.0,6.0,1:28.175,216.51,5
14,18,14,9,9,8,,R,14,0.0,25,,,21.0,11.0,1:29.502,213.3,4
15,18,15,7,11,6,,R,15,0.0,19,,,18.0,10.0,1:29.310,213.758,10
16,18,16,10,20,22,,R,16,0.0,8,,,8.0,17.0,1:32.021,207.461,9
17,18,17,9,10,14,,R,17,0.0,0,,,,,,,4
18,18,18,11,16,12,,R,18,0.0,0,,,,,,,4
19,18,19,8,19,21,,R,19,0.0,0,,,,,,,4
20,18,20,5,15,9,,R,20,0.0,0,,,,,,,4
21,18,21,10,21,16,,R,21,0.0,0,,,,,,,4
22,18,22,11,17,10,,D,22,0.0,58,,,44.0,8.0,1:28.736,215.141,2
23,19,8,6,1,2,1.0,1,1,10.0,56,1:31:18.555,5478555.0,37.0,2.0,1:35.405,209.158,1
24,19,9,2,4,4,2.0,2,2,8.0,56,+19.570,5498125.0,39.0,6.0,1:35.921,208.033,1
25,19,5,1,23,8,3.0,3,3,6.0,56,+38.450,5517005.0,19.0,7.0,1:35.922,208.031,1
26,19,15,7,11,3,4.0,4,4,5.0,56,+45.832,5524387.0,53.0,8.0,1:36.068,207.715,1
27,19,1,1,22,9,5.0,5,5,4.0,56,+46.548,5525103.0,53.0,3.0,1:35.462,209.033,1
28,19,2,2,3,5,6.0,6,6,3.0,56,+49.833,5528388.0,55.0,1.0,1:35.366,209.244,1
29,19,17,9,10,6,7.0,7,7,2.0,56,+1:08.130,5546685.0,53.0,12.0,1:36.696,206.366,1
30,19,4,4,5,7,8.0,8,8,1.0,56,+1:10.041,5548596.0,40.0,10.0,1:36.288,207.24,1
31,19,14,9,9,12,9.0,9,9,0.0,56,+1:16.220,5554775.0,55.0,9.0,1:36.206,207.417,1
32,19,18,11,16,11,10.0,10,10,0.0,56,+1:26.214,5564769.0,56.0,4.0,1:35.715,208.481,1
33,19,12,4,6,13,11.0,11,11,0.0,56,+1:32.202,5570757.0,52.0,15.0,1:36.956,205.812,1
34,19,21,10,21,17,12.0,12,12,0.0,55,,,52.0,16.0,1:36.962,205.8,11
35,19,22,11,17,14,13.0,13,13,0.0,55,,,55.0,11.0,1:36.693,206.372,11
36,19,3,3,7,16,14.0,14,14,0.0,55,,,55.0,13.0,1:36.782,206.182,11
37,19,19,8,19,21,15.0,15,15,0.0,55,,,55.0,18.0,1:38.171,203.265,11
38,19,11,8,18,19,16.0,16,16,0.0,54,,,53.0,19.0,1:38.504,202.578,12
39,19,6,3,8,22,17.0,17,17,0.0,54,,,19.0,17.0,1:37.711,204.222,12
40,19,20,5,15,15,,R,18,0.0,39,,,37.0,14.0,1:36.870,205.995,5
41,19,13,6,2,1,,R,19,0.0,30,,,15.0,5.0,1:35.914,208.048,20
42,19,16,10,20,20,,R,20,0.0,5,,,3.0,20.0,1:40.330,198.891,9
43,19,10,7,12,10,,R,21,0.0,1,,,,,,,4
44,19,7,5,14,18,,R,22,0.0,0,,,,,,,20
45,20,13,6,2,2,1.0,1,1,10.0,57,1:31:06.970,5466970.0,38.0,3.0,1:33.600,208.153,1
46,20,8,6,1,4,2.0,2,2,8.0,57,+3.339,5470309.0,35.0,4.0,1:33.709,207.911,1
47,20,9,2,4,1,3.0,3,3,6.0,57,+4.998,5471968.0,55.0,5.0,1:33.775,207.765,1
48,20,2,2,3,6,4.0,4,4,5.0,57,+8.409,5475379.0,48.0,2.0,1:33.565,208.231,1
49,20,5,1,23,5,5.0,5,5,4.0,57,+26.789,5493759.0,49.0,1.0,1:33.193,209.062,1
50,20,15,7,11,7,6.0,6,6,3.0,57,+41.314,5508284.0,45.0,7.0,1:34.204,206.819,1
51,20,17,9,10,11,7.0,7,7,2.0,57,+45.473,5512443.0,51.0,8.0,1:34.305,206.597,1
52,20,3,3,7,8,8.0,8,8,1.0,57,+55.889,5522859.0,57.0,6.0,1:34.072,207.109,1
53,20,10,7,12,13,9.0,9,9,0.0,57,+1:09.500,5536470.0,56.0,9.0,1:34.807,205.503,1
