raceid,driverid,stop,lap,time,duration,milliseconds
841,22,1,13,17:24:29,23.643,23643
926,8,2,40,17:08:30,22.405,22405
880,17,3,38,18:03:34,21.515,21515
948,20,3,35,17:21:50,24.548,24548
868,4,1,15,13:28:03,25.372,25372
949,830,3,46,19:20:38,25.129,25129
933,830,1,26,14:39:12,21.984,21984
968,831,2,36,18:09:42,29.933,29933
967,826,1,9,14:27:36,25.758,25758
943,831,1,12,13:20:51,23.026,23026
842,67,2,20,16:39:30,29.843,29843
932,20,1,7,14:12:45,27.241,27241
849,816,2,28,13:55:39,25.428,25428
885,18,1,26,14:38:54,24.585,24585
902,155,2,35,19:05:19,26.628,26628
847,155,2,53,16:39:22,24.618,24618
899,3,1,22,14:32:39,23.328,23328
874,1,2,31,15:56:51,19.794,19794
970,839,1,2,14:07:57,17.673,17673
958,815,2,40,15:02:11,29.941,29941
944,3,2,33,14:45:33,23.321,23321
952,828,1,9,14:19:07,22.840,22840
869,4,1,18,14:27:43,17.570,17570
897,4,1,16,17:32:49,21.530,21530
957,830,2,18,13:39:11,29.429,29429
912,807,1,19,14:32:44,25.547,25547
884,18,1,11,14:20:44,18.810,18810
893,815,1,14,20:30:57,28.709,28709
966,832,1,12,13:21:43,22.747,22747
906,818,1,15,14:28:22,24.433,24433
967,13,1,9,14:27:33,29.421,29421
977,8,1,44,14:53:59,21.662,21662
948,815,1,16,16:32:37,24.719,24719
964,154,1,10,14:20:36,23.741,23741
937,1,2,30,15:05:42,22.955,22955
895,16,2,27,15:49:23,23.484,23484
882,154,1,7,15:16:21,20.083,20083
952,837,2,48,15:20:28,26.186,26186
929,822,2,33,18:59:33,24.623,24623
855,808,2,39,16:12:09,20.832,20832
976,839,3,20,17:47:51,31.657,31657
937,20,1,14,14:34:26,22.681,22681
857,815,2,34,15:56:37,24.789,24789
842,20,1,13,16:26:17,23.019,23019
852,808,1,12,14:27:22,21.395,21395
957,832,2,17,13:37:56,29.895,29895
841,814,1,14,17:26:03,24.863,24863
873,13,3,33,21:10:02,29.455,29455
884,20,1,10,14:18:51,18.606,18606
905,818,2,37,14:57:54,19.385,19385
846,1,1,22,14:33:00,31.445,31445
881,813,3,32,17:03:12,22.703,22703
846,24,1,32,14:49:02,28.298,28298
940,829,2,32,14:59:51,23.647,23647
904,820,2,31,14:53:03,23.232,23232
928,8,2,34,15:03:09,22.453,22453
911,818,2,29,15:01:07,23.202,23202
952,836,2,33,14:56:46,24.387,24387
871,155,1,1,14:06:35,27.248,27248
847,813,3,35,16:10:29,23.593,23593
