orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10264,FOLKO,6,1996-07-24T00:00:00,1996-08-21T00:00:00,1996-08-23T00:00:00,3,3.67,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
10273,QUICK,3,1996-08-05T00:00:00,1996-09-02T00:00:00,1996-08-12T00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10275,MAGAA,1,1996-08-07T00:00:00,1996-09-04T00:00:00,1996-08-09T00:00:00,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10285,QUICK,1,1996-08-20T00:00:00,1996-09-17T00:00:00,1996-08-26T00:00:00,2,76.83,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10286,QUICK,8,1996-08-21T00:00:00,1996-09-18T00:00:00,1996-08-30T00:00:00,3,229.24,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10304,TORTU,1,1996-09-12T00:00:00,1996-10-10T00:00:00,1996-09-17T00:00:00,2,63.79,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10312,WANDK,2,1996-09-23T00:00:00,1996-10-21T00:00:00,1996-10-03T00:00:00,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10331,BONAP,9,1996-10-16T00:00:00,1996-11-27T00:00:00,1996-10-21T00:00:00,1,10.19,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10339,MEREP,2,1996-10-28T00:00:00,1996-11-25T00:00:00,1996-11-04T00:00:00,2,15.66,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10343,LEHMS,4,1996-10-31T00:00:00,1996-11-28T00:00:00,1996-11-06T00:00:00,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10364,EASTC,1,1996-11-26T00:00:00,1997-01-07T00:00:00,1996-12-04T00:00:00,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK
10367,VAFFE,7,1996-11-28T00:00:00,1996-12-26T00:00:00,1996-12-02T00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10376,MEREP,1,1996-12-09T00:00:00,1997-01-06T00:00:00,1996-12-13T00:00:00,2,20.39,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
