year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1939,NHL,CHI,CHI,,,4,QF,48,23,19,6.0,,52,,,112,120,Chicago Black Hawks,349,,,,,,,
1985,NHL,WAS,WAS,WA,PT,2,DF,80,50,23,7.0,,107,,,315,272,Washington Capitals,1418,12,82,360,6,67,348,13
1996,NHL,FLO,FLO,EC,AT,3,CQF,82,35,28,19.0,,89,,,221,201,Florida Panthers,1628,20,50,352,17,50,346,5
1995,NHL,VAN,VAN,WC,PC,3,CQF,82,32,35,15.0,,79,,,278,278,Vancouver Canucks,1546,18,69,411,13,78,418,18
1991,NHL,BOS,BOS,WA,AD,2,CF,80,36,32,12.0,,84,,,270,275,Boston Bruins,1752,12,77,406,14,72,363,7
2001,NHL,PHO,PHO,WC,PC,2,CQF,82,40,27,9.0,6,95,,,228,210,Phoenix Coyotes,1154,16,53,341,6,60,356,8
1994,NHL,TOR,TOR,WC,CE,4,CQF,48,21,19,8.0,,50,,,135,146,Toronto Maple Leafs,744,12,37,218,5,28,185,5
1937,NHL,BOS,BOS,,AM,1,SF,48,30,11,7.0,,67,,,142,89,Boston Bruins,280,,,,,,,
1968,NHL,TOR,TOR,,ED,4,QF,76,35,26,15.0,,85,,,234,217,Toronto Maple Leafs,950,,45,278,5,46,294,11
2002,NHL,PHI,PHI,EC,AT,2,CSF,82,45,20,13.0,4,107,,,211,166,Philadelphia Flyers,1003,30,47,328,8,50,338,8
2003,NHL,SJS,SJS,WC,PC,1,CF,82,43,21,12.0,6,104,,,219,183,San Jose Sharks,1091,18,56,337,9,47,319,9
1999,NHL,LAK,LAK,WC,PC,2,CQF,82,39,27,12.0,4,94,,,245,228,Los Angeles Kings,1313,4,60,356,12,66,373,4
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16,90,3,9,202,226,Calgary Flames,885,20,46,260,6,42,268,3
1925,WCHL,VIC,VIC,,,3,F,30,15,11,4.0,,34,,,68,53,Victoria Cougars,,,,,,,,
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6,88,9,2,208,220,Colorado Avalanche,902,12,41,223,4,47,277,5
1972,NHL,PHI,PHI,,WD,2,SF,78,37,30,11.0,,85,,,296,256,Philadelphia Flyers,1756,12,74,257,4,68,360,10
1995,NHL,NYR,NYR,EC,AT,2,CSF,82,41,27,14.0,,96,,,272,237,New York Rangers,1849,16,85,429,11,89,495,6
1987,NHL,CHI,CHI,CC,NO,3,DSF,80,30,41,9.0,,69,,,284,328,Chicago Blackhawks,2228,12,98,426,13,96,484,18
2000,NHL,PIT,PIT,EC,AT,3,CF,82,42,28,9.0,3,96,,,281,256,Pittsburgh Penguins,1585,12,76,375,11,78,405,7
1975,NHL,ATF,CAL,CC,PT,3,PRE,80,35,33,12.0,,82,,,262,237,Atlanta Flames,928,14,56,292,5,43,277,7
2006,NHL,CAR,CAR,EC,SE,3,,82,40,34,,8,88,0,5,241,253,Carolina Hurricanes,1021,14,67,447,8,61,395,12
1921,PCHA,VA2,VIC,,,3,,24,11,12,1.0,,23,,,61,71,Victoria Aristocrats,,,,,,,,
1999,NHL,BUF,BUF,EC,NE,3,CQF,82,35,32,11.0,4,85,,,213,204,Buffalo Sabres,1173,10,37,351,10,54,361,8
2002,NHL,STL,STL,WC,CE,2,CQF,82,41,24,11.0,6,99,,,253,222,St. Louis Blues,1618,16,80,391,7,71,389,11
1940,NHL,NYR,NYR,,,4,QF,48,21,19,8.0,,50,,,143,125,New York Rangers,356,,,,,,,
2002,NHL,CBS,CBS,WC,CE,5,,82,29,42,8.0,3,69,,,213,263,Columbus Blue Jackets,1505,28,71,410,9,60,409,12
1931,NHL,NYA,BKN,,CA,4,,48,16,24,8.0,,40,,,95,142,New York Americans,589,,,,,,,
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10,112,6,4,295,244,Detroit Red Wings,824,14,90,353,4,71,327,6
1987,NHL,MTL,MTL,WA,AD,1,DF,80,45,22,13.0,,103,,,298,238,Montreal Canadiens,1830,8,63,397,17,64,395,7
2009,NHL,NYR,NYR,EC,AT,4,,82,38,33,,11,87,3,4,222,218,New York Rangers,1159,22,55,301,7,50,318,5
1988,NHL,EDM,EDM,CC,SM,3,DSF,80,38,34,8.0,,84,,,325,306,Edmonton Oilers,1931,20,83,419,17,78,452,27
1970,NHL,VAN,VAN,,ED,6,,78,24,46,8.0,,56,,,229,296,Vancouver Canucks,1371,14,52,317,12,81,309,6
1974,NHL,LAK,LAK,WA,NO,2,PRE,80,42,17,21.0,,105,,,269,185,Los Angeles Kings,1185,8,52,288,7,48,327,10
1990,NHL,VAN,VAN,CC,SM,4,DSF,80,28,43,9.0,,65,,,243,315,Vancouver Canucks,2063,16,65,391,16,76,339,10
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
1996,NHL,OTT,OTT,EC,NE,3,CQF,82,31,36,15.0,,77,,,226,234,Ottawa Senators,1087,10,56,336,12,48,265,9
1940,NHL,BOS,BOS,,,1,SC,48,27,8,13.0,,67,,,168,102,Boston Bruins,246,,,,,,,
1989,NHL,WAS,WAS,WA,PT,3,CF,80,36,38,6.0,,78,,,284,275,Washington Capitals,2204,12,70,412,15,71,370,9
2008,NHL,NAS,NAS,WC,CE,5,,82,40,34,,8,88,6,5,213,233,Nashville Predators,994,12,50,318,8,59,338,9
1992,NHL,EDM,EDM,CC,SM,5,,84,26,50,8.0,,60,,,242,337,Edmonton Oilers,2027,14,66,416,10,106,464,17
1984,NHL,VAN,VAN,CC,SM,5,,80,25,46,9.0,,59,,,284,401,Vancouver Canucks,1451,12,61,313,14,89,302,8
1954,NHL,DET,DET,,,1,SC,70,42,17,11.0,,95,,,204,134,Detroit Red Wings,827,,,,,,,
2000,NHL,BUF,BUF,EC,NE,2,CSF,82,46,30,5.0,1,98,,,218,184,Buffalo Sabres,1249,8,60,373,5,40,334,6
1996,NHL,PIT,PIT,EC,NE,2,CQF,82,38,36,8.0,,84,,,285,280,Pittsburgh Penguins,1498,12,74,339,12,64,338,11
1972,NHL,NYR,NYR,,ED,3,SF,78,47,23,8.0,,102,,,297,208,New York Rangers,765,8,54,238,5,39,250,5
1919,NHL,OTS,STE,,,1,SC,24,19,5,0.0,,38,,,121,64,Ottawa Senators,305,,,,,,,
1985,NHL,NJD,NJD,WA,PT,6,,80,28,49,3.0,,59,,,300,374,New Jersey Devils,1424,16,70,355,5,103,400,5
1923,PCHA,SEA,SEA,,,1,PF,30,14,16,0.0,,28,,,84,99,Seattle Metropolitans,,,,,,,,
1977,WHA,SOV,SOV,,,9,,8,3,4,1.0,,7,,,27,36,Soviet All Stars,122,2,,,,,,
2011,NHL,FLO,FLO,EC,SE,1,CQF,82,38,26,,18,94,6,11,203,227,Florida Panthers,792,30,53,286,6,49,239,4
1999,NHL,BOS,BOS,EC,NE,5,,82,24,33,19.0,6,73,,,210,248,Boston Bruins,865,6,51,355,4,55,268,0
1990,NHL,DET,DET,CC,NO,3,DSF,80,34,38,8.0,,76,,,273,298,Detroit Red Wings,1940,18,57,347,5,89,399,17
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Brooklyn Americans,427,,,,,,,
2002,NHL,BOS,BOS,EC,NE,3,CQF,82,36,31,11.0,4,87,,,245,237,Boston Bruins,1370,24,59,325,11,65,375,10
2010,NHL,ATL,WPG,EC,SE,4,,82,34,36,,12,80,5,7,223,269,Atlanta Thrashers,930,22,53,289,10,64,285,6
1991,NHL,NYI,NYI,WA,PT,5,,80,34,35,11.0,,79,,,291,299,New York Islanders,1713,2,75,339,8,90,383,11
1936,NHL,DET,DET,,AM,1,SC,48,25,14,9.0,,59,,,128,102,Detroit Red Wings,244,,,,,,,
1920,PCHA,VML,VMR,,,1,F,24,13,11,0.0,,26,,,86,79,Vancouver Millionaires,,,,,,,,
1952,NHL,DET,DET,,,1,SF,70,36,16,18.0,,90,,,222,133,Detroit Red Wings,645,,,,,,,
2002,NHL,ATL,WPG,EC,SE,3,,82,31,39,7.0,5,74,,,226,284,Atlanta Thrashers,1253,26,64,371,14,65,355,8
1969,NHL,STL,STL,,WD,1,F,76,37,27,12.0,,86,,,224,179,St. Louis Blues,876,14,72,287,9,41,265,5
2005,NHL,COL,COL,WC,NW,2,CSF,82,43,30,,9,95,3,6,283,257,Colorado Avalanche,1178,26,89,473,12,69,448,11
