playerid,year,ppa,sha
lawtobr01,1989,1,
quinnda01,1989,15,1
ferrara01,1990,5,
mckegto01,1990,7,
manthmo01,1988,9,
laughcr01,1987,3,
brownje02,1989,24,
hunteda01,1987,1,4
krushmi01,1990,3,
makelmi01,1989,1,
simpscr01,1987,10,1
adamsgr01,1989,1,
konrost01,1988,1,1
dineego01,1987,2,
zezelpe01,1990,5,1
momesse01,1990,1,
duguaro01,1987,2,
tantito01,1989,9,
actonke01,1988,,1
jonssto01,1988,24,
lawlepa01,1987,3,
bradlbr01,1990,10,
paslagr01,1990,3,1
sandsto01,1989,20,
erickbr01,1987,6,
rousebo01,1988,,1
maroima01,1988,3,
linseke01,1989,8,
tuckejo01,1989,6,
grahadi01,1987,7,1
ciccadi01,1988,10,1
cunnera01,1989,4,
thibagi01,1989,2,
frasecu01,1987,2,
gingrga01,1987,9,
halwado01,1988,1,
norwole01,1990,3,
pederma01,1990,7,
ramagro01,1987,19,2
tuckejo01,1990,1,
manthmo01,1987,15,1
macivno01,1988,19,
tantito01,1990,5,
brownro01,1990,10,
broteaa01,1989,3,
brookbo01,1989,1,2
carsoli01,1987,1,1
sheehne01,1987,1,
carsoji01,1989,5,
skrikpe01,1990,5,
allismi01,1987,5,
hrdinji01,1990,4,
proppbr01,1989,9,
nylunga01,1988,1,
bennibr01,1989,5,
mcintjo01,1990,,2
cullejo01,1990,29,
samueul01,1990,,2
bodgedo01,1988,25,1
chrisda01,1989,7,
picarro02,1989,1,1
petitmi01,1987,9,1
donnemi01,1987,2,
malondo01,1988,2,
frycemi01,1988,3,
wellsja01,1989,3,2
courtru01,1988,2,
ruffli01,1988,1,
fentopa01,1990,2,
foligmi01,1990,1,
joycebo01,1989,3,
gartnmi01,1989,14,1
zezelpe01,1988,17,
murphla01,1990,19,
franclo01,1990,1,1
lemiejo01,1989,1,1
hunteda01,1988,,1
sanipev01,1989,2,
smaildo01,1990,1,1
goulemi01,1989,15,1
petitmi01,1990,16,
bullami01,1988,13,
murphla01,1988,22,
archida01,1989,4,
maclebr01,1988,8,
deblolu01,1990,,1
broteaa01,1990,1,
playfla01,1988,,1
pavesji01,1987,1,
courtge01,1987,7,
kurveto01,1990,15,
pederba01,1989,7,1
dahlqch01,1990,,1
poulida02,1989,1,1
loisecl01,1990,1,1
macdepa01,1989,2,
mckegto01,1989,3,
coxecr01,1987,1,
ledyagr01,1988,6,
kaspest01,1988,6,2
lawtobr01,1988,4,
