playerid,year,stint,tmid,s,g,gdg
widemde01,2007,1,BOS,1,0,0
coleer01,2005,1,CAR,3,1,1
nielsfr01,2011,1,NYI,7,11,4
walkesc01,2006,1,CAR,1,0,0
samsose01,2010,1,CAR,2,1,1
dagosma01,2010,1,STL,6,1,0
whitnra01,2005,1,CAR,5,4,0
gerbena01,2010,1,BUF,1,1,0
simjo01,2005,1,PHI,1,0,0
oreilca01,2011,3,PIT,0,1,0
charazd01,2006,1,BOS,2,1,1
doansh01,2005,1,PHO,3,1,0
ashamar01,2005,1,NYI,1,0,0
visnolu01,2010,1,AND,1,0,0
crosbsi01,2008,1,PIT,10,3,2
zubovse01,2007,1,DAL,5,1,1
skinnje01,2011,1,CAR,1,6,0
boyddu01,2009,2,NAS,1,0,0
foligni01,2009,1,OTT,1,0,0
tlustji01,2011,1,CAR,0,1,0
littlbr01,2008,1,ATL,7,1,0
giontbr01,2007,1,NJD,12,3,1
perreya01,2006,2,TOR,2,1,0
sejnape01,2006,1,STL,1,0,0
demitpa01,2009,1,VAN,4,2,2
bertuto01,2009,1,DET,8,4,2
bailejo01,2011,1,NYI,1,1,1
kunitch01,2009,1,PIT,2,1,1
boyleda01,2008,1,SJS,7,2,0
backsni02,2009,1,WAS,9,4,1
kopitan01,2011,1,LAK,1,9,0
cajanpe01,2005,1,STL,6,1,1
pisanfe01,2009,1,EDM,1,0,0
erikslo01,2008,1,DAL,5,1,0
kovalal01,2005,1,MTL,4,1,0
schrero01,2008,1,EDM,1,0,0
drurych01,2005,1,BUF,1,0,0
wolskwo01,2011,2,FLO,3,7,1
stastpa01,2007,1,COL,1,0,0
ruututu01,2010,1,CAR,4,1,0
brunean01,2007,1,COL,1,0,0
gordobo01,2011,1,PHO,0,1,0
sedinhe01,2008,1,VAN,1,0,0
duchema01,2010,1,COL,6,0,0
spezzja01,2009,1,OTT,7,3,1
eavespa01,2005,1,OTT,1,0,0
richami02,2008,1,PHI,10,4,2
lehtije01,2007,1,DAL,2,0,0
demitpa01,2008,1,VAN,7,3,1
iginlja01,2007,1,CAL,5,3,1
poulibe01,2010,1,MTL,4,1,1
robidst01,2009,1,DAL,4,1,1
brierda01,2011,1,PHI,2,7,0
nashri01,2011,1,CBS,4,9,3
gomezsc01,2010,1,MTL,1,0,0
savarma01,2008,1,BOS,3,0,0
fehrer01,2009,1,WAS,2,0,0
letankr01,2010,1,PIT,13,3,1
miettan01,2009,1,MIN,7,2,0
weighdo01,2007,1,STL,1,0,0
modanmi01,2010,1,DET,2,0,0
marlepa01,2006,1,SJS,1,0,0
raymoma01,2008,1,VAN,1,0,0
taffeje01,2006,1,PHO,1,0,0
parkri01,2005,1,VAN,1,0,0
sakicjo01,2007,1,COL,5,3,2
huntetr01,2005,1,NYI,9,5,2
fosteku01,2011,1,AND,0,1,0
hensitj01,2007,1,COL,2,0,0
datsypa01,2006,1,DET,10,5,0
stemple01,2011,1,CAL,0,3,0
vermean01,2006,1,OTT,8,3,1
hodgsco01,2011,2,BUF,0,1,0
demitpa01,2007,1,MIN,4,1,0
thornjo01,2006,1,SJS,1,0,0
rydermi01,2007,1,MTL,1,0,0
hudleji01,2011,1,DET,3,12,2
langro01,2007,1,CHI,2,1,1
repikmi01,2010,1,FLO,1,0,0
rydermi01,2011,1,DAL,1,7,0
moulsma01,2010,1,NYI,2,0,0
smythry01,2011,1,EDM,0,2,0
ennisty01,2010,1,BUF,4,3,2
huselkr01,2007,1,CAL,5,4,2
jokinol01,2009,1,CAL,9,5,1
plekato01,2011,1,MTL,1,5,1
robidst01,2010,1,DAL,1,0,0
mcdonan01,2007,2,STL,3,1,1
kulemni01,2010,1,TOR,4,0,0
huntetr01,2006,1,NYI,5,0,0
verstkr01,2009,1,CHI,5,2,1
holmqmi01,2006,1,CHI,3,0,0
wellmca01,2009,1,MIN,1,0,0
heatlda01,2007,1,OTT,4,0,0
iginlja01,2006,1,CAL,4,3,1
havlama01,2007,1,CHI,4,1,0
demitpa01,2006,1,MIN,14,6,2
sedinda01,2010,1,VAN,5,1,0
lydmato01,2010,1,AND,1,0,0
connoti01,2005,1,BUF,5,2,0
eliaspa01,2011,1,NJD,6,12,2
fishemi01,2010,1,OTT,1,0,0
lilesjo01,2009,1,COL,1,0,0
