playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
gerared01,1919,OTS,NHL,D,5,2,1,3,3
camerha01,1917,TOA,NHL,D,5,3,1,4,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
marshja02,1913,TBS,NHA,D,3,1,0,1,2
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
halljo01,1918,MTL,NHL,D,5,0,0,0,6
harrism01,1920,VML,PCHA,L,5,2,1,3,6
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
denneco01,1921,TRS,NHL,L/C,5,3,2,5,2
morenho01,1924,MTL,NHL,C,4,4,1,5,4
grahale01,1914,OT1,NHA,L,3,1,0,1,0
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
gerared01,1920,OTS,NHL,D,5,0,0,0,44
halljo01,1912,QU1,NHA,D,3,0,0,0,7
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
cookll01,1914,VML,PCHA,D,3,3,0,3,9
camerha01,1913,TBS,NHA,D,2,1,0,1,4
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
stewane01,1925,MTM,NHL,C,4,6,1,7,14
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
morribe01,1916,SEA,PCHA,R,4,14,2,16,0
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
