playerid,year,stint,tmid,w,l,sa,ga
bishobe01,2010,1,STL,1,0,4,2
raycran01,2006,1,TOR,3,6,32,13
brodema01,2007,1,NJD,8,4,43,11
luongro01,2009,1,VAN,2,3,14,5
budajpe01,2007,1,COL,1,2,9,4
hedbejo01,2007,1,ATL,5,3,31,7
sanfocu01,2006,1,STL,0,2,6,5
aebisda01,2006,1,MTL,2,2,18,6
drouije01,2008,1,EDM,1,0,3,0
osgooch01,2007,1,DET,2,3,16,8
fernama01,2008,1,BOS,0,2,9,4
turcoma01,2006,1,DAL,8,4,46,11
bironma01,2006,2,PHI,0,1,3,2
turcoma01,2007,1,DAL,3,3,23,9
norrefr01,2006,1,CBS,3,3,22,8
tellqmi01,2007,1,PHO,0,2,16,4
kiprumi01,2006,1,CAL,3,4,16,7
grahajo01,2005,1,TBL,4,1,16,4
greisth01,2009,1,SJS,1,0,6,0
sanfocu01,2007,1,VAN,0,1,4,2
lalimpa01,2009,1,BUF,0,2,13,5
rasktu01,2010,1,BOS,1,1,5,2
enrotjh01,2010,1,BUF,3,0,19,5
emeryra01,2011,1,CHI,1,3,13,5
josepcu01,2006,1,PHO,2,1,13,2
lehtoka01,2008,1,ATL,4,1,22,5
millery01,2005,1,BUF,3,2,17,5
kiprumi01,2009,1,CAL,2,7,27,15
garonma01,2008,1,EDM,1,0,3,1
leclapa01,2006,1,CBS,1,1,15,4
bouchbr01,2010,1,PHI,2,3,20,8
bryzgil01,2011,1,PHI,3,5,25,13
raycran01,2008,1,COL,2,0,8,1
raycran01,2005,1,BOS,0,1,2,1
rolosdw01,2010,2,TBL,3,3,24,6
labarja01,2008,1,LAK,0,3,7,6
halakja01,2011,1,STL,3,7,32,9
lundqhe01,2009,1,NYR,3,3,22,7
dunhami01,2005,1,ATL,0,2,4,3
labarja01,2008,2,VAN,0,2,9,5
reimeja01,2011,1,TOR,2,1,8,3
niemian02,2009,1,CHI,6,2,32,6
bryzgil01,2007,1,AND,0,1,3,1
turcoma01,2008,1,DAL,5,6,43,16
schneco01,2011,1,VAN,2,1,8,3
dubnyde01,2009,1,EDM,2,1,11,3
greisth01,2011,1,SJS,1,1,7,2
enrotjh01,2011,1,BUF,2,3,22,8
gigueje01,2009,2,TOR,1,2,8,4
theodjo01,2005,1,MTL,1,1,6,1
brustba01,2006,1,LAK,1,1,5,1
garonma01,2006,1,LAK,1,3,18,7
wardca01,2007,1,CAR,1,3,11,6
budajpe01,2010,1,COL,3,0,14,1
luongro01,2008,1,VAN,3,4,29,8
brodema01,2006,1,NJD,10,6,60,20
auldal01,2007,2,BOS,2,3,15,5
sabouda01,2008,1,PIT,3,2,19,5
masonch02,2008,1,STL,3,4,18,7
millery01,2007,1,BUF,4,7,33,14
josepcu01,2008,1,TOR,2,1,11,3
lalimpa01,2005,1,STL,0,2,5,3
valiqst01,2007,1,NYR,2,2,11,3
priceca01,2009,1,MTL,2,3,17,5
koskimi01,2010,1,NYI,1,0,4,0
peterju01,2010,1,CAR,0,1,2,2
rolosdw01,2005,1,MIN,0,1,8,2
neuvimi01,2010,1,WAS,3,3,21,6
sabouda01,2006,1,VAN,0,1,4,2
budajpe01,2008,1,COL,7,4,35,13
bouchbr01,2006,1,CHI,0,2,4,4
bachmri01,2011,1,DAL,0,1,3,1
nabokev01,2007,1,SJS,6,6,40,18
niemian02,2011,1,SJS,8,4,40,9
kiprumi01,2008,1,CAL,3,2,14,3
toskave01,2009,1,TOR,1,1,4,2
grahajo01,2006,1,CAR,0,1,3,2
labarja01,2009,1,PHO,6,1,27,8
sanfocu01,2011,1,CBS,2,3,15,5
thomati01,2010,1,BOS,1,5,19,9
khabini01,2011,1,EDM,0,5,20,12
huetcr01,2005,1,MTL,1,2,9,3
backsni01,2006,1,MIN,3,5,32,15
bironma01,2008,1,PHI,2,3,17,5
luongro01,2007,1,VAN,6,8,54,15
macdojo01,2011,1,DET,1,1,9,3
raycran01,2010,1,DAL,2,0,6,1
andercr01,2011,1,OTT,6,1,25,7
hillejo01,2008,1,AND,5,1,31,5
aubinje01,2005,1,TOR,0,2,5,2
varlasi01,2009,1,WAS,3,4,33,9
backsni01,2010,1,MIN,1,4,17,8
