coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
youngga01c,1975,STL,NHL,1,,29,9,15,5,,,,
blaketo01c,1967,MTL,NHL,1,,74,42,22,10,13,12,1,0
legergi01c,1976,BIR,WHA,1,,24,7,16,1,,,,
patrile01c,1912,VA1,PCHA,1,,15,10,5,0,3,2,1,0
capuaja01c,2010,NYI,NHL,2,,65,26,29,10,,,,
hitchke01c,1998,DAL,NHL,1,,82,51,19,12,23,16,7,0
brookhe01c,1983,NYR,NHL,1,,80,42,29,9,5,2,3,0
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
schoeji01c,1987,NJD,NHL,2,,30,17,12,1,20,11,9,0
schoeji01c,1988,NJD,NHL,1,,80,27,41,12,,,,
vachoro01c,1987,LAK,NHL,2,,1,0,1,0,,,,
berrybo01c,1986,PIT,NHL,1,,80,30,38,12,,,,
stewabi02c,1937,CHI,NHL,1,,48,14,25,9,10,7,3,0
powered01c,1925,TRS,NHL,1,,36,12,21,3,,,,
gerared01c,1932,MTM,NHL,1,,48,22,20,6,2,0,2,0
boilema01c,1974,PIT,NHL,1,,80,37,28,15,9,5,4,0
rossar01c,1943,BOS,NHL,1,,50,19,26,5,,,,
crawfma01c,2006,LAK,NHL,1,,82,27,41,14,,,,
thomppa01c,1938,CHI,NHL,2,,27,4,18,5,,,,
patrifr01c,1913,VML,PCHA,1,,16,7,9,0,,,,
creigfr01c,1974,ATF,NHL,2,,28,12,11,5,,,,
laycoha01c,1970,VAN,NHL,1,,78,24,46,8,,,,
cherrdo01c,1977,BOS,NHL,1,,80,51,18,11,15,10,5,0
gordoja01c,1970,MNS,NHL,1,,78,28,34,16,12,6,6,0
schoeji01c,1989,NJD,NHL,1,,14,6,6,2,,,,
patrifr01c,1911,VML,PCHA,1,,15,7,8,0,,,,
patrile01c,1934,NYR,NHL,1,,48,22,20,6,4,2,1,1
babcomi01c,2007,DET,NHL,1,,82,54,21,7,22,16,6,0
macneal01c,1979,ATF,NHL,1,,80,35,32,13,4,1,3,0
hanlogl01c,2003,WAS,NHL,2,,54,15,30,9,,,,
sutteda01c,2001,SJS,NHL,1,,82,44,30,8,12,7,5,0
moorege01c,1975,IND,WHA,1,,5,1,4,0,,,,
mcleljo01c,1972,TOR,NHL,1,,78,27,41,10,,,,
crozijo01c,1971,BUF,NHL,3,,36,8,19,9,,,,
haydo01c,2000,CAL,NHL,1,,68,23,32,13,,,,
richato01c,2009,MIN,NHL,1,,82,38,36,8,,,,
stevejo01c,2008,PHI,NHL,1,,82,44,27,11,6,2,4,0
sutteda01c,1997,SJS,NHL,1,,82,34,38,10,6,2,4,0
boilema01c,1977,QUN,WHA,1,,59,27,30,2,,,,
evansja01c,1984,HAR,NHL,1,,80,30,41,9,,,,
olczyed01c,2005,PIT,NHL,1,,31,8,17,6,,,,
francem01c,1976,STL,NHL,1,,80,32,39,9,4,0,4,0
mactacr01c,2007,EDM,NHL,1,,82,41,35,6,,,,
wilsojo01c,1978,PIT,NHL,1,,80,36,31,13,7,2,5,0
adamsja01c,1939,DET,NHL,1,,48,16,26,6,5,2,3,0
nolante01c,2007,NYI,NHL,1,,10,6,4,0,,,,
francem01c,1971,NYR,NHL,1,,78,48,17,13,16,10,6,0
wattto01c,1991,TOR,NHL,1,,80,30,43,7,,,,
