year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4,3,1,,7,4,1,,8,5,2,,9,4,0.0,,11,2,1.0,,7,7,0,,2,0,0,
1974,NHL,MTL,27,8,5.0,,20,6,14.0,,,,,,4,3,4,,8,3,3,,8,0,4,,8,3,2.0,,8,1,3.0,,8,4,3,,3,0,0,
1909,NHA,LES,2,4,0.0,,0,6,0.0,,,,,,,,,,,,,,,,,,0,3,0.0,,1,5,0.0,,1,2,0,,,,,
1973,NHL,ATF,17,15,7.0,,13,19,7.0,,,,,,4,3,1,,7,4,3,,4,7,3,,3,9,1.0,,4,6,3.0,,6,4,3,,2,1,0,
1963,NHL,BOS,13,15,7.0,,5,25,5.0,,,,,,1,7,1,,3,4,3,,3,8,3,,5,8,2.0,,3,9,1.0,,3,4,2,,,,,
2003,NHL,NJD,22,13,5.0,1,21,12,7.0,1,,,,,4,3,2,0,8,1,4,0,7,3,2,1,8,6,2.0,0,6,6,1.0,0,9,5,1,1,1,1,0,0
1998,NHL,DET,27,12,2.0,,16,20,5.0,,,,,,6,4,0,,7,4,0,,4,8,2,,7,5,1.0,,7,4,3.0,,7,5,0,,5,2,1,
1995,NHL,LAK,16,16,9.0,,8,24,9.0,,,,,,4,3,4,,7,7,1,,3,5,4,,3,8,2.0,,1,9,4.0,,4,6,2,,2,2,1,
1956,NHL,BOS,20,9,6.0,,14,15,6.0,,,,,,2,3,3,,11,2,1,,6,5,2,,4,6,2.0,,6,5,2.0,,5,3,2,,,,,
1967,NHL,CHI,20,13,4.0,,12,13,12.0,,,,,,1,7,1,,8,1,4,,9,2,4,,4,5,3.0,,7,3,2.0,,3,8,2,,,,,
1932,NHL,TOR,16,4,4.0,,8,14,2.0,,,,,,,,,,4,2,1,,6,4,1,,6,4,2.0,,5,3,1.0,,3,5,1,,,,,
1970,NHL,VAN,17,18,4.0,,7,28,4.0,,,,,,3,6,2,,6,7,1,,5,7,0,,1,10,2.0,,3,7,1.0,,5,8,2,,1,1,0,
2009,NHL,NAS,24,14,,3,23,15,,3,,,,,6,6,,1,9,4,,0,9,4,,2,6,7,,0,3,2,,2,11,5,,1,3,1,,0
1917,NHL,MTL,8,3,0.0,,5,6,0.0,,,,,,,,,,,,,,3,1,0,,6,3,0.0,,4,4,0.0,,0,1,0,,,,,
1928,NHL,TOR,15,5,2.0,,6,13,3.0,,,,,,,,,,3,3,0,,6,4,0,,3,8,2.0,,7,1,1.0,,2,2,2,,,,,
1999,NHL,LAK,21,13,5.0,2,18,14,7.0,2,,,,,8,3,2,0,6,3,2,1,3,6,2,1,5,6,1.0,1,8,4,1.0,0,6,4,3,1,3,1,1,0
1970,NHL,CLF,17,21,1.0,,3,32,4.0,,,,,,1,7,2,,5,8,0,,5,7,0,,4,10,1.0,,2,11,0.0,,3,8,2,,0,2,0,
1982,NHL,MNS,23,6,11.0,,17,18,5.0,,,,,,9,2,1,,5,6,3,,6,3,4,,6,3,4.0,,7,3,2.0,,7,6,2,,0,1,0,
1933,NHL,MTL,16,6,2.0,,6,14,4.0,,,,,,,,,,5,4,0,,3,5,3,,4,4,2.0,,5,5,1.0,,5,2,0,,,,,
1944,NHL,DET,19,5,1.0,,12,9,4.0,,,,,,1,0,0,,6,4,2,,7,2,1,,8,2,1.0,,5,4,0.0,,4,2,1,,,,,
1974,WHA,CHC,18,20,1.0,,12,27,0.0,,,,,,1,5,0,,6,8,0,,6,7,0,,5,8,1.0,,7,7,0.0,,3,11,0,,2,1,0,
1985,NHL,QUE,23,13,4.0,,20,18,2.0,,,,,,8,2,1,,4,8,0,,7,5,1,,9,4,1.0,,6,7,1.0,,8,4,1,,1,1,1,
2010,NHL,NYR,20,17,,4,24,16,,1,,,,,5,4,,1,9,7,,0,8,3,,1,7,6,,1,4,7,,1,8,5,,1,3,1,,0
2008,NHL,COL,18,21,,2,14,24,,3,,,,,5,5,,0,6,7,,0,8,5,,1,4,9,,0,5,8,,0,3,9,,1,1,2,,3
2001,NHL,DET,28,7,5.0,1,23,10,5.0,3,,,,,11,2,0,0,11,1,1,1,6,5,2,1,8,2,3.0,0,7,1,0.0,0,8,3,2,0,0,3,2,2
2001,NHL,PHI,20,13,5.0,3,22,14,5.0,0,,,,,6,3,3,0,4,4,2,1,11,4,0,0,10,3,1.0,1,4,1,0.0,1,5,7,3,0,2,5,1,0
1946,NHL,DET,14,10,6.0,,8,17,5.0,,,,,,1,4,1,,6,6,1,,1,6,4,,4,6,1.0,,4,2,3.0,,6,3,1,,,,,
1952,NHL,MTL,18,12,5.0,,10,11,14.0,,,,,,4,3,2,,4,3,5,,6,4,3,,7,3,5.0,,5,5,2.0,,2,5,2,,,,,
2007,NHL,LAK,17,21,,3,15,22,,4,1,1,,0,5,6,,0,4,6,,1,4,11,,1,7,5,,1,5,6,,1,5,6,,3,1,2,,0
2006,NHL,LAK,16,16,,9,11,25,,5,,,,,4,8,,2,5,6,,2,5,8,,1,3,8,,1,4,2,,4,5,6,,4,1,3,,0
1999,NHL,NYR,15,20,5.0,1,14,18,7.0,2,,,,,4,7,2,0,3,5,1,1,5,3,3,2,10,4,1.0,0,4,7,2.0,0,3,9,2,0,0,3,1,0
1933,NHL,NYA,7,12,5.0,,8,11,5.0,,,,,,,,,,1,3,3,,2,8,1,,6,4,3.0,,4,3,3.0,,2,5,0,,,,,
1951,NHL,CHI,9,19,7.0,,8,25,2.0,,,,,,2,3,2,,5,9,0,,4,8,1,,2,9,2.0,,2,7,2.0,,2,8,2,,,,,
1941,NHL,DET,14,7,3.0,,5,18,1.0,,,,,,,,,,3,7,1,,3,4,1,,5,8,0.0,,4,5,1.0,,4,1,1,,,,,
1933,NHL,TOR,19,2,3.0,,7,11,6.0,,,,,,,,,,5,1,1,,8,2,2,,5,4,4.0,,5,2,2.0,,3,4,0,,,,,
2011,NHL,TBL,25,14,,2,13,22,,6,,,,,5,4,,2,6,7,,0,6,6,,1,5,6,,1,7,5,,2,7,7,,1,2,1,,1
1916,NHA,TOB,3,4,0.0,,4,3,0.0,,,,,,,,,,,,,,2,0,0,,5,4,0.0,,0,3,0.0,,,,,,,,,
1978,WHA,CIN,21,16,4.0,,12,25,2.0,,,,,,5,3,1,,7,5,1,,4,9,2,,4,6,1.0,,4,5,1.0,,6,10,0,,3,3,0,
1994,NHL,QUE,19,1,4.0,,11,12,1.0,,,,,,,,,,,,,,,,,,5,0,0.0,,8,4,2.0,,10,4,1,,6,5,2,
1988,NHL,TOR,15,20,5.0,,13,26,1.0,,,,,,8,4,1,,3,9,0,,3,10,1,,2,8,3.0,,6,6,0.0,,6,7,1,,0,2,0,
1981,NHL,PHI,25,10,5.0,,13,21,6.0,,,,,,8,2,1,,4,8,0,,10,3,0,,6,6,3.0,,4,6,2.0,,5,5,4,,1,1,1,
2011,NHL,COL,22,17,,2,19,18,,4,,,,,7,4,,0,4,9,,1,10,5,,0,5,6,,1,7,3,,2,8,6,,2,0,2,,0
2003,NHL,CAR,13,18,8.0,2,15,16,6.0,4,,,,,2,3,4,0,5,7,3,0,5,5,1,2,5,9,2.0,0,3,3,3.0,2,8,6,0,2,0,1,1,0
1975,WHA,PHR,20,14,6.0,,19,21,0.0,,,,,,5,4,0,,2,7,3,,8,4,0,,8,5,2.0,,8,4,1.0,,8,9,0,,0,2,0,
1953,NHL,NYR,18,12,5.0,,11,19,5.0,,,,,,2,6,1,,5,6,2,,3,8,3,,9,3,1.0,,6,5,1.0,,4,3,2,,,,,
1995,NHL,TBL,22,14,5.0,,16,18,7.0,,,,,,2,4,4,,7,6,1,,7,5,1,,5,5,1.0,,7,5,1.0,,6,4,4,,4,3,0,
2007,NHL,MIN,25,11,,5,19,17,,5,,,,,7,3,,2,7,6,,0,8,6,,0,7,4,,1,7,5,,2,7,4,,4,1,0,,1
1988,NHL,CAL,32,4,4.0,,22,13,5.0,,,,,,6,3,3,,10,1,1,,8,4,2,,10,3,2.0,,10,3,0.0,,9,3,1,,1,0,0,
2007,NHL,ATL,19,19,,3,15,21,,5,,,,,4,8,,0,7,5,,0,8,7,,1,5,5,,3,5,6,,1,4,8,,3,1,1,,0
1979,NHL,EDM,17,14,9.0,,11,25,4.0,,,,,,1,5,4,,4,7,2,,4,7,1,,6,6,3.0,,5,7,2.0,,7,6,0,,1,1,1,
1991,NHL,LAK,20,11,9.0,,15,20,5.0,,,,,,7,3,3,,4,6,3,,3,7,1,,5,4,4.0,,9,4,2.0,,6,6,1,,1,1,0,
1974,NHL,PHI,32,6,2.0,,19,12,9.0,,,,,,6,3,1,,8,3,2,,10,1,2,,7,3,2.0,,5,7,2.0,,13,1,1,,2,0,1,
