playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
belfoed01,2002,1,TOR,NHL,62,3738,37,20,5,4,7,141,1816,7,532,3,4,,0,0,24,282
johnsed01,1977,1,STL,NHL,12,650,5,6,1,0,0,45,,,,,,,,,,
froesbo01,1984,1,PHI,NHL,17,923,13,2,0,0,1,37,427,4,146,0,1,,0,0,11,71
tellqmi01,2008,2,BUF,NHL,6,230,2,1,0,1,0,9,125,,,,,,,,,
wamslri01,1988,1,CAL,NHL,35,1927,17,11,4,1,2,95,796,1,20,0,1,,0,0,2,10
mckenbi01,1974,1,DET,NHL,13,740,1,9,2,1,0,58,,,,,,,,,,
josepcu01,1996,1,EDM,NHL,72,4100,32,29,9,3,6,200,2144,12,767,5,7,,1,2,36,405
micalco01,1982,1,DET,NHL,34,1756,11,13,5,5,2,106,766,,,,,,,,,
grantdo01,1977,1,STL,NHL,9,500,3,3,2,1,0,24,,,,,,,,,,
brownan01,1976,1,IND,WHA,10,430,1,4,1,0,0,26,196,,,,,,,,,
herrode01,1974,1,PIT,NHL,3,108,1,1,0,0,0,11,,,,,,,,,,
frankji01,1942,1,NYR,NHL,23,1380,5,14,4,,0,103,,,,,,,,,,
essenbo01,1993,2,DET,NHL,13,778,4,7,2,3,1,34,337,2,109,0,2,,0,0,9,43
forbeja01,1922,1,HAM,NHL,24,1470,6,18,0,,0,110,,,,,,,,,,
parenri01,1998,1,STL,NHL,10,519,4,3,1,1,1,22,193,,,,,,,,,
howarji01,2005,1,DET,NHL,4,201,1,2,0,0,0,10,104,,,,,,,,,
myreph01,1975,1,ATF,NHL,37,2129,16,16,4,0,1,122,,,,,,,,,,
garrejo01,1981,2,QUE,NHL,12,720,4,5,3,1,0,62,,5,323,3,2,,0,0,21,
sidorpe01,1989,1,HAR,NHL,46,2703,19,19,7,4,1,161,1203,7,429,3,4,,0,0,23,193
fredera01,1954,1,CHI,NHL,5,300,0,4,1,,0,22,,,,,,,,,,
