year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2011,CSF,L,PHO,NHL,NAS,NHL,4,1,0,12,9,
1978,SCF,K,MTL,NHL,NYR,NHL,4,1,0,19,11,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
2006,CQF,F,AND,NHL,MIN,NHL,4,1,0,12,9,
1942,SCF,C,DET,NHL,BOS,NHL,4,0,0,16,5,
1973,ACF,,HOU,WHA,CHC,WHA,4,0,0,22,9,
1987,DSF,F,STL,NHL,CHI,NHL,4,1,0,21,17,
2000,CF,M,NJD,NHL,PIT,NHL,4,1,0,17,7,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
1975,SF,J,PHI,NHL,BOS,NHL,4,1,0,19,12,
1995,CQF,H,STL,NHL,TOR,NHL,4,2,0,21,15,
1999,CQF,H,DET,NHL,LAK,NHL,4,0,0,15,6,
1934,QF,C,NYR,NHL,MTL,NHL,2,0,0,6,5,TG
1990,DF,I,BOS,NHL,MTL,NHL,4,3,0,18,18,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1976,SF,I,MTL,NHL,NYI,NHL,4,2,0,19,13,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
1978,Pre,D,PIT,NHL,BUF,NHL,2,1,0,9,9,
1996,CQF,C,PHI,NHL,PIT,NHL,4,1,0,20,13,
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1994,CSF,K,DET,NHL,SJS,NHL,4,0,0,24,6,
1947,SCF,C,TOR,NHL,DET,NHL,4,0,0,18,7,
1973,SCF,G,PHI,NHL,BOS,NHL,4,2,0,15,13,
1969,SF,E,BOS,NHL,CHI,NHL,4,0,0,20,10,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1989,CF,N,EDM,NHL,CHI,NHL,4,2,0,25,20,
1984,DSF,E,MNS,NHL,STL,NHL,3,0,0,9,5,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
2011,CSF,J,NJD,NHL,PHI,NHL,4,1,0,18,11,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1981,CF,M,NYI,NHL,QUE,NHL,4,0,0,18,9,
1938,QF,C,DET,NHL,MTL,NHL,2,1,0,8,5,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,TG
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
1932,SCF,E,NYR,NHL,TOR,NHL,3,1,0,11,5,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
2007,CSF,I,PHI,NHL,MTL,NHL,4,1,0,20,14,
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
1948,SF,A,DET,NHL,MTL,NHL,4,3,0,17,14,
1969,QF,D,PIT,NHL,OAK,NHL,4,0,0,13,6,
1986,CF,N,EDM,NHL,DET,NHL,4,1,0,16,10,
1989,DF,L,EDM,NHL,LAK,NHL,4,0,0,24,10,
1975,Pre,C,LAK,NHL,ATF,NHL,2,0,0,3,1,
2005,CQF,B,CAR,NHL,MTL,NHL,4,2,0,15,17,
1943,SF,B,CHI,NHL,DET,NHL,4,1,0,17,8,
1980,QF,J,NYR,NHL,STL,NHL,4,2,0,29,22,
1999,CQF,C,TOR,NHL,OTT,NHL,4,2,0,17,10,
1942,SF,B,BOS,NHL,MTL,NHL,4,1,0,18,17,
2009,CF,M,PHI,NHL,MTL,NHL,4,1,0,17,7,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
2009,CQF,E,SJS,NHL,COL,NHL,4,2,0,19,11,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1938,SF,D,TOR,NHL,DET,NHL,2,1,0,10,8,
1982,DF,L,EDM,NHL,CAL,NHL,4,1,0,35,13,
1985,DSF,C,NYR,NHL,PHI,NHL,3,2,0,18,15,
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
1991,DF,K,CHI,NHL,DET,NHL,4,0,0,11,6,
1976,QF,F,PHI,NHL,TOR,NHL,4,2,0,19,18,
2002,CQF,F,ANA,NHL,DET,NHL,4,0,0,10,6,
2007,CSF,L,DAL,NHL,SJS,NHL,4,2,0,15,11,
1978,SF,J,MTL,NHL,BOS,NHL,4,3,0,25,20,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1940,SF,D,DET,NHL,CHI,NHL,2,0,0,5,2,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1995,CQF,G,CHI,NHL,CAL,NHL,4,0,0,16,7,
2005,CQF,C,NJD,NHL,NYR,NHL,4,0,0,17,4,
1961,SCF,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1982,DSF,B,BUF,NHL,MTL,NHL,3,0,0,8,2,
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
1988,CF,M,MTL,NHL,PHI,NHL,4,2,0,17,8,
