playerid,award,year,lgid,note,pos
laperja01,Calder,1963,NHL,,
smithcl01,Lady Byng,1943,NHL,,
lessama01,Second Team All-Star,1980,NHL,,G
primejo01,Second Team All-Star,1933,NHL,,C
meekeho01,Calder,1946,NHL,,
richabr01,All-Rookie,2000,NHL,,F
chelich01,Second Team All-Star,1990,NHL,,D
datsypa01,Lady Byng,2005,NHL,,
delveal01,Second Team All-Star,1958,NHL,,LW
lemiema01,Second Team All-Star,1986,NHL,,C
mooredi01,Art Ross,1957,NHL,,
whitebi01,Second Team All-Star,1971,NHL,,D
ovechal01,Richard,2008,NHL,,
lilesjo01,All-Rookie,2003,NHL,,D
mahovfr01,First Team All-Star,1962,NHL,,LW
smithno01,First Team All-Star,1936,NHL,,G
vanbijo01,Second Team All-Star,1993,NHL,,G
prongch01,Second Team All-Star,2006,NHL,,D
roypa01,Jennings,1988,NHL,shared,
howego01,First Team All-Star,1973,WHA,,RW
robitlu01,Second Team All-Star,1991,NHL,,LW
lidstni01,Second Team All-Star,2008,NHL,,D
lindrer01,Second Team All-Star,1995,NHL,,C
gretzwa01,Second Team All-Star,1987,NHL,,C
zettehe01,Conn Smythe,2007,NHL,,
bentlma01,First Team All-Star,1945,NHL,,C
bossymi01,Second Team All-Star,1984,NHL,,RW
dunlobl01,Masterton,1980,NHL,,
macmibo01,Lady Byng,1978,NHL,,
belivje01,Hart,1955,NHL,,
stevesc01,Second Team All-Star,1996,NHL,,D
vernomi01,Conn Smythe,1996,NHL,,
horvabr01,Second Team All-Star,1959,NHL,,C
gretzwa01,Second Team All-Star,1997,NHL,,C
macinal01,Conn Smythe,1988,NHL,,
nighbfr01,Hart,1923,NHL,,
bourqra01,Second Team All-Star,1980,NHL,,D
blaketo01,First Team All-Star,1938,NHL,,LW
mosiebi01,Second Team All-Star,1944,NHL,,RW
quackbi01,Second Team All-Star,1952,NHL,,D
burepa01,Calder,1991,NHL,,
larocmi01,Vezina,1978,NHL,shared,
drydeke01,Vezina,1977,NHL,shared,
ellisda01,Crozier,2007,NHL,,
alfreda01,King Clancy,2011,NHL,,
barbebi01,Second Team All-Star,1980,NHL,,LW
sykorpe01,All-Rookie,1995,NHL,,F
barbebi01,Second Team All-Star,1978,NHL,,LW
potito01,All-Rookie,1998,NHL,,D
hortoti01,First Team All-Star,1967,NHL,,D
shmyrpa01,First Team All-Star,1972,WHA,,D
vachoro01,Second Team All-Star,1976,NHL,,G
messima01,First Team All-Star,1981,NHL,,LW
lindbpe01,First Team All-Star,1984,NHL,,G
murzyda01,All-Rookie,1985,NHL,,D
nasluma02,First Team All-Star,2001,NHL,,LW
stewaga01,First Team All-Star,1945,NHL,,LW
doansh01,King Clancy,2009,NHL,,
cloutre01,First Team All-Star,1978,WHA,,RW
harvedo01,First Team All-Star,1954,NHL,,D
turekro01,Jennings,1998,NHL,shared,
durnabi01,Vezina,1943,NHL,,
mowerjo01,Vezina,1942,NHL,,
mikitst01,Art Ross,1964,NHL,,
bourqra01,Second Team All-Star,1994,NHL,,D
blackda01,All-Rookie,2001,NHL,,G
schrisw01,First Team All-Star,1935,NHL,,LW
colvine01,Second Team All-Star,1938,NHL,,C
kellyre01,Lady Byng,1960,NHL,,
ullmano01,Second Team All-Star,1966,NHL,,C
niedesc01,Norris,2003,NHL,,
kellyre01,Second Team All-Star,1955,NHL,,D
yorkmi01,All-Rookie,1999,NHL,,F
nashri01,Richard,2003,NHL,shared,
haywabr01,Jennings,1986,NHL,shared,
bentlma01,Lady Byng,1942,NHL,,
lecavvi01,King Clancy,2007,NHL,,
mullejo01,Lady Byng,1986,NHL,,
brimsfr01,Vezina,1938,NHL,,
alfreda01,All-Rookie,1995,NHL,,F
