name,id,award,year,lgid,note
Al Arbour,arboual01,Patrick,1991,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Cammi Granato,,Patrick,2006,NHL,
George Gund,,Patrick,1995,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
David Poile,,Patrick,2000,NHL,
Stan Fischler,,Patrick,2006,NHL,
Fred Cusick,,Patrick,1987,NHL,
Mike Emrick,,Patrick,2003,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Gordie Howe,howego01,Patrick,1966,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Robert Ridder,,Patrick,1993,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
George Leader,,Patrick,1975,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Dave Andrews,,Patrick,2009,NHL,
Lou Vairo,,Patrick,1999,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Bud Poile,poilebu01,Patrick,1988,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Charles M. Schulz,,Patrick,1980,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Bob Fleming,,Patrick,1994,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Bill Cleary,,Patrick,1996,NHL,
Brian Burke,,Patrick,2007,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Bobby Orr,orrbo01,Patrick,1978,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
John Halligan,,Patrick,2006,NHL,
John MacInnes,,Patrick,1985,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Jack Adams,adamsja01,Patrick,1965,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
John Mayasich,,Patrick,1997,NHL,
Len Ceglarski,,Patrick,1989,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Stan Mikita,mikitst01,Patrick,1975,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Gil Stein,,Patrick,1992,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Jim Devellano,,Patrick,2008,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Gary Bettman,,Patrick,2000,NHL,
Donald Clark,,Patrick,1974,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Jack Parker,,Patrick,2009,NHL,
Art Berglund,,Patrick,1991,NHL,
Ray Miron,,Patrick,2003,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Jerry York,,Patrick,2009,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
