year,hofid,name,category
1965,farrear01h,Art Farrell,Player
2003,fuhrgr01h,Grant Fuhr,Player
1966,lindste01h,Ted Lindsay,Player
2002,neilsro01h,Roger Neilson,Builder
1962,norrija03h,James Norris,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1979,orrbo01h,Bobby Orr,Player
1962,simpsjo01h,Joe Simpson,Player
1960,walkeja01h,Jack Walker,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1947,sutheja01h,James Sutherland,Builder
1993,lapoigu01h,Guy Lapointe,Player
1994,watsoha02h,Harry Watson,Player
1969,norribr01h,Bruce Norris,Builder
1976,quackbi01h,Bill Quackenbush,Player
1963,primejo01h,Joe Primeau,Player
2010,seamado01h,Doc Seaman,Builder
2000,bushwa01h,Walter Bush,Builder
2007,stevesc01h,Scott Stevens,Player
1977,ballaha01h,Harold Ballard,Builder
1982,gilbero01h,Rod Gilbert,Player
1997,trottbr01h,Bryan Trottier,Player
2007,gregoji01h,Jim Gregory,Builder
1971,weilaco01h,Cooney Weiland,Player
1950,davidal01h,Scotty Davidson,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1984,lemaija01h,Jacques Lemaire,Player
1971,wirtzar01h,Arthur Wirtz,Builder
1992,gainebo01h,Bob Gainey,Player
1958,keatsdu01h,Duke Keats,Player
1982,cournyv01h,Yvan Cournoyer,Player
1985,ratelje01h,Jean Ratelle,Player
1971,sawchte01h,Terry Sawchuk,Player
1997,sathegl01h,Glen Sather,Builder
1978,bickejo01h,John Bickell,Builder
1962,obrieja01h,Ambrose O'Brien,Builder
1961,schmimi01h,Milt Schmidt,Player
1960,selkefr01h,Frank Selke,Builder
1988,laflegu01h,Guy Lafleur,Player
1947,joliaau01h,Aurel Joliat,Player
1961,waghofr01h,Fred Waghorne,Builder
1962,mcgimbi01h,Billy McGimsie,Player
1995,cookbu01h,Bun Cook,Player
1962,smithal03h,Alf Smith,Player
1945,phillto01h,Tommy Phillips,Player
2002,federbe01h,Bernie Federko,Player
1961,richama01h,Maurice Richard,Player
2002,gillicl01h,Clark Gillies,Player
1947,hewitwi01h,William Hewitt,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
1950,triheha01h,Harry Trihey,Player
1945,stuarho01h,Hod Stuart,Player
1991,bowmasc01h,Scotty Bowman,Builder
1992,allenke01h,Keith Allen,Builder
2001,kurrija01h,Jari Kurri,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1975,baileac01h,Ace Bailey,Player
1947,shoreed01h,Eddie Shore,Player
1987,giacoed01h,Ed Giacomin,Player
1962,ruttaja01h,Jack Ruttan,Player
1998,murraat01h,Athol Murray,Builder
1952,mackami01h,Mickey MacKay,Player
1958,smythco01h,Conn Smythe,Builder
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1983,sindeha01h,Harry Sinden,Builder
2009,lamorlo01h,Lou Lamoriello,Builder
1945,mcgeefr01h,Frank McGee,Player
1962,noblere01h,Reg Noble,Player
1962,smithfr01h,Frank Smith,Builder
1977,hortoti01h,Tim Horton,Player
1974,burchbi01h,Billy Burch,Player
1950,grantmi01h,Mike Grant,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1988,esposto01h,Tony Esposito,Player
1962,westwha01h,Harry Westwick,Player
1962,lavioja01h,Jack Laviolette,Player
1963,gormato01h,Tommy Gorman,Builder
2010,jamesan01h,Angela James,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1973,harvedo01h,Doug Harvey,Player
1976,bowerjo01h,Johnny Bower,Player
1968,dunnji01h,Jimmy Dunn,Builder
2006,hotchha01h,Harley Hotchkiss,Builder
1993,grifffr01h,Frank Griffiths,Builder
1978,tuttwi01h,William Tutt,Builder
2001,gartnmi01h,Mike Gartner,Player
1984,milfoja01h,Jake Milford,Builder
1959,thompti01h,Tiny Thompson,Player
1992,mathefr01h,Frank Mathers,Builder
1996,arboual01h,Al Arbour,Builder
2001,hawerda01h,Dale Hawerchuk,Player
