playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
foxgr01,1978,2,CHI,NHL,D,14.0,0.0,5.0,5.0,16.0,9,0,,0,,0,0,18,4,0,1,1,0,,0,,0,,0,
bodgedo01,1986,1,PIT,NHL,D,76.0,11.0,38.0,49.0,52.0,6,5,,0,,1,0,176,,,,,,,,,,,,
coxda01,1926,1,TRS,NHL,L,14.0,0.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
hayesji01,2011,1,CHI,NHL,R,31.0,5.0,4.0,9.0,16.0,-3,1,1,0,0,0,,41,2,0,0,0,15,-1,0,0,0,0,0,4
hurlepa01,1968,1,BOS,NHL,D,1.0,0.0,1.0,1.0,0.0,1,0,,0,,0,0,5,,,,,,,,,,,,
nystrbo01,1985,1,NYI,NHL,R,14.0,1.0,1.0,2.0,16.0,-4,1,,0,,0,0,17,,,,,,,,,,,,
deaho01,1921,1,EDE,WCHL,L,11.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
bisaise01,2006,1,EDM,NHL,D,2.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,,3,,,,,,,,,,,,
gagnojo01,1934,1,BOS,NHL,R,24.0,1.0,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,
brodema01,2008,1,NJD,NHL,G,31.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,,0,7,0,0,0,4,0,0,0,0,0,0,0
redmodi01,1973,1,CHI,NHL,D,76.0,17.0,42.0,59.0,69.0,26,5,,0,,4,2,246,11,1,7,8,8,,1,,0,,0,
bernist01,2007,2,BUF,NHL,R,17.0,3.0,6.0,9.0,2.0,1,0,0,0,0,0,,35,,,,,,,,,,,,
vezinge01,1922,1,MTL,NHL,G,24.0,0.0,0.0,0.0,0.0,,,,,,,,,2,0,0,0,0,,,,,,,
ribeimi01,2010,1,DAL,NHL,C,82.0,19.0,52.0,71.0,28.0,-4,7,16,0,0,4,,161,,,,,,,,,,,,
sprucan01,1977,1,COR,NHL,L,74.0,19.0,21.0,40.0,43.0,-7,3,,0,,1,1,119,2,0,2,2,0,,0,,0,,0,
lowryda01,1995,1,FLO,NHL,L,63.0,10.0,14.0,24.0,36.0,-2,0,5,0,0,1,0,83,22,10,7,17,39,8,4,2,0,0,2,45
