playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
brackjo01,,,John,Brackenborough,,John,Spider,71,170,L,12083,29871,brackjo01,1925,1925,,,L,1897,2,9,Canada,ON,Parry Sound,1993,7,8,USA,FL,Dunedin
desjace01,,,Cedrick,Desjardins,,,,72,192,,,,desjace01,2010,2010,,,G,1985,9,30,Canada,NB,Edmundston,,,,,,
fuhrgr01,,fuhrgr01h,Grant,Fuhr,,Grant S.,CoCo,70,201,R,P200301,1794,fuhrgr01,1981,1999,,,G,1962,9,28,Canada,AB,Spruce Grove,,,,,,
tabarri01,,,Rick,Tabaracci,,Richard Stephen,,73,190,L,18391,5290,tabarri01,1988,1999,,,G,1969,1,2,Canada,ON,Toronto,,,,,,
tayloti01,,,Tim,Taylor,,Timothy Robertson,The Toolman,73,190,L,11620,765,tayloti01,1993,2006,,,C,1969,2,6,Canada,ON,Stratford,,,,,,
,neilsro01c,neilsro01h,Roger,Neilson,,Roger Paul,,,,,B200201,3936,neilsro99c,,,,,,1934,6,16,Canada,ON,Toronto,2003,6,21,Canada,ON,Peterborough
jarrega01,,,Gary,Jarrett,,Gary Walter,,68,170,L,13084,2510,jarrega01,1960,1971,1972,1975,L,1942,9,3,Canada,ON,Toronto,,,,,,
jarveha01,,,Hannu,Jarvenpaa,,Jannu,,72,194,L,13086,2512,jarveha01,1986,1988,,,R,1963,5,19,Finland,,Ilves,,,,,,
sarjege01,,,Geoff,Sarjeant,,Geoffrey Ian,,69,180,L,18379,4769,sarjege01,1994,1995,,,G,1969,11,30,Canada,ON,Orillia,,,,,,
eatouje01,,,Jeff,Eatough,,Jeffrey,,69,168,R,12529,7990,eatouje01,1981,1981,,,R,1963,6,2,Canada,ON,Toronto,,,,,,
nemisgr01,,,Greg,Nemisz,,,,75,200,,,,nemisgr01,2010,2011,,,C,1990,6,5,Canada,ON,Courtice,,,,,,
johnsjo01,,,Joey,Johnston,,Joseph John,,70,180,L,13125,2573,johnsjo01,1968,1975,,,L,1949,3,3,Canada,ON,Peterborough,,,,,,
