orderid,productid,unitprice,quantity,discount
10503,65,21.05,20,0.0
10429,63,35.1,35,0.0
10978,8,40.0,20,0.0
10395,53,26.2,70,0.0
10703,59,55.0,35,0.0
10609,10,31.0,10,0.0
10967,49,20.0,40,0.0
10605,71,21.5,15,0.0
10995,51,53.0,20,0.0
10829,13,6.0,10,0.0
10831,38,263.5,8,0.0
10896,45,9.5,15,0.0
10999,41,9.65,20,0.0
11077,10,31.0,1,0.0
11055,57,19.5,20,0.0
10324,59,44.0,40,0.0
10368,28,36.4,13,0.0
10922,24,4.5,35,0.0
10929,21,10.0,60,0.0
10309,6,20.0,30,0.0
10956,51,53.0,8,0.0
11012,19,9.2,50,0.0
10648,22,21.0,15,0.0
10425,76,14.4,20,0.0
10360,49,16.0,35,0.0
10386,24,3.6,15,0.0
10893,24,4.5,10,0.0
10267,76,14.4,15,0.0
10899,39,18.0,8,0.0
10394,62,39.4,10,0.0
10676,19,9.2,7,0.0
10460,75,6.2,4,0.0
10905,1,18.0,20,0.0
10451,65,16.8,28,0.0
10987,72,34.8,20,0.0
10303,68,10.0,15,0.0
10754,40,18.4,3,0.0
10962,69,36.0,9,0.0
10538,70,15.0,7,0.0
10866,24,4.5,6,0.0
10338,17,31.2,20,0.0
10414,33,2.0,50,0.0
10972,33,2.5,7,0.0
10848,5,21.35,30,0.0
10680,16,17.45,50,0.0
10458,26,24.9,30,0.0
10832,44,19.45,16,0.0
10974,63,43.9,10,0.0
11066,16,17.45,3,0.0
10739,36,19.0,6,0.0
10857,3,10.0,30,0.0
10587,35,18.0,20,0.0
10288,68,10.0,3,0.0
10836,60,34.0,60,0.0
10963,60,34.0,2,0.0
10634,7,30.0,35,0.0
10626,60,34.0,20,0.0
10740,35,18.0,35,0.0
10529,55,24.0,14,0.0
10287,16,13.9,40,0.0
10806,2,19.0,20,0.0
10318,76,14.4,6,0.0
10937,34,14.0,20,0.0
10353,11,16.8,12,0.0
10514,75,7.75,50,0.0
10464,43,36.8,3,0.0
10350,69,28.8,18,0.0
10614,11,21.0,14,0.0
10248,11,14.0,12,0.0
10279,17,31.2,15,0.0
11045,51,53.0,24,0.0
10728,40,18.4,6,0.0
10764,39,18.0,130,0.0
10593,76,18.0,4,0.0
