orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10248,VINET,5,1996-07-04T00:00:00,1996-08-01T00:00:00,1996-07-16T00:00:00,3,32.38,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France
10267,FRANK,4,1996-07-29T00:00:00,1996-08-26T00:00:00,1996-08-06T00:00:00,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10279,LEHMS,8,1996-08-13T00:00:00,1996-09-10T00:00:00,1996-08-16T00:00:00,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10287,RICAR,8,1996-08-22T00:00:00,1996-09-19T00:00:00,1996-08-28T00:00:00,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10288,REGGC,4,1996-08-23T00:00:00,1996-09-20T00:00:00,1996-09-03T00:00:00,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10303,GODOS,7,1996-09-11T00:00:00,1996-10-09T00:00:00,1996-09-18T00:00:00,2,107.83,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,,41101,Spain
10309,HUNGO,3,1996-09-19T00:00:00,1996-10-17T00:00:00,1996-10-23T00:00:00,1,47.3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10318,ISLAT,8,1996-10-01T00:00:00,1996-10-29T00:00:00,1996-10-04T00:00:00,2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10324,SAVEA,9,1996-10-08T00:00:00,1996-11-05T00:00:00,1996-10-10T00:00:00,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10338,OLDWO,4,1996-10-25T00:00:00,1996-11-22T00:00:00,1996-10-29T00:00:00,3,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10350,LAMAI,6,1996-11-11T00:00:00,1996-12-09T00:00:00,1996-12-03T00:00:00,2,64.19,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10353,PICCO,7,1996-11-13T00:00:00,1996-12-11T00:00:00,1996-11-25T00:00:00,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10360,BLONP,4,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-02T00:00:00,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10368,ERNSH,2,1996-11-29T00:00:00,1996-12-27T00:00:00,1996-12-02T00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10386,FAMIA,9,1996-12-18T00:00:00,1997-01-01T00:00:00,1996-12-25T00:00:00,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10394,HUNGC,1,1996-12-25T00:00:00,1997-01-22T00:00:00,1997-01-03T00:00:00,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,HILAA,6,1996-12-26T00:00:00,1997-01-23T00:00:00,1997-01-03T00:00:00,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
