country,name,percentage
IR,Persian,58.0
TM,Turkmen,72.0
GUAM,English,38.3
SLO,Slovenian,91.0
LB,English,20.0
SLB,English,1.0
MOC,Portuguese,100.0
NEP,Nepali,100.0
NIC,Spanish,100.0
SPMI,French,100.0
CO,Spanish,100.0
C,Spanish,100.0
,English,15.9
FGU,French,100.0
ARM,Russian,2.0
FPOL,French,61.1
MK,Serbian,3.0
NAM,Afrikaans,60.0
NAM,English,7.0
PK,Pashtu,8.0
RMM,Bambara,80.0
CL,Sinhala,74.0
HONX,Chinese,95.6
YE,Arabic,100.0
KAZ,Kazak,40.0
HONX,English,3.2
AZ,Armenian,2.0
P,Portuguese,100.0
NAM,German,32.0
R,Russian,100.0
IR,Turkic,26.0
CL,Tamil,18.0
PK,Brahui,1.0
B,French,32.0
AXA,English,100.0
,Creole,1.6
CH,German,65.0
CAYM,Spanish,3.2
MNG,Khalkha Mongol,90.0
CH,French,18.0
B,German,1.0
TM,Russian,12.0
PK,Balochi,3.0
NMIS,Phillipine Languages,24.4
RG,French,100.0
AMSA,Samoan,90.6
MACX,Portuguese,4.0
GUAD,French,99.0
WAFU,Wallisian,58.9
B,Dutch,56.0
MK,Albanian,21.0
BVIR,English,100.0
MNE,Albanian,5.3
RSM,Italian,100.0
IR,Kurdish,9.0
RCH,Spanish,100.0
CAYM,English,95.0
IR,Luri,2.0
D,German,100.0
A,German,100.0
NMIS,Chamorro,22.4
IR,Turkish,1.0
NMIS,Other Pacific Island Languages,9.5
WAFU,French,10.8
NMIS,English,10.8
PK,Punjabi,48.0
MNTS,English,100.0
AFG,Afghan Persian,50.0
BG,Bulgarian,100.0
FALK,English,100.0
TM,Uzbek,9.0
PK,Urdu,8.0
GCA,Spanish,60.0
E,Catalan,17.0
PA,English,14.0
UZB,Uzbek,74.3
NMIS,Chinese Languages,23.4
SF,Swedish,6.3
AFG,Turkic,11.0
SRB,Serbian,88.3
IND,Hindi,30.0
MK,Macedonian,70.0
GE,Azeri,6.0
PK,Hindko,2.0
MNE,Serbian,63.6
,Dutch,7.3
HELX,English,100.0
BIH,Serbo-Croatian,99.0
SLO,Croatian,7.0
PITC,Pitkern,100.0
,Papiamento,65.4
IR,Balochi,1.0
MNE,Montenegrin,22.0
DOM,Spanish,100.0
NL,Dutch,100.0
FPOL,Polynesian,31.4
,Spanish,6.1
IR,Arabic,1.0
E,Basque,2.0
PK,Sindhi,12.0
GUAM,Chamorro,22.2
AMSA,English,2.9
F,French,100.0
S,Swedish,100.0
CH,Romansch,1.0
SRB,Bosnian,1.8
PK,Siraiki,10.0
J,Japanese,100.0
KN,English,100.0
GE,Armenian,7.0
AFG,Pashtu,35.0
MK,Turkish,3.0
TUCA,English,100.0
AZ,Azeri,89.0
AUS,English,100.0
GE,Russian,9.0
STP,Portuguese,100.0
UZB,Tajik,4.4
PL,Polish,100.0
AG,English,100.0
NOK,Korean,100.0
WAFU,Futunian,30.1
MYA,Burmese,100.0
IS,Icelandic,100.0
GE,Georgian,71.0
RH,French,10.0
AMSA,Tongan,2.4
CH,Italian,12.0
