name,mountains,height,type,longitude,latitude
Jostedalsbre,,2083.0,,5.5,61.4
Jabal Lubnan,Lebanon,3088.0,,36.1,34.3
Pico Bolivar,Andes,4981.0,,-71.0,8.6
Soufriere Hills,,1050.0,volcano,-62.2,16.7
Musala,Balkan,2925.0,,23.6,42.2
Feldberg,Schwarzwald,1493.0,,7.5,47.5
Tambora,,2850.0,volcano,118.0,-8.2
Tamgak,Azbine,1800.0,volcanic,9.0,19.0
Kenia,East African Rift,5199.0,volcanic,37.3,0.15
Pinatubo,,1486.0,volcano,120.3,15.1
Tajumulco,Sierra Madre,4220.0,volcanic,-91.9,15.0
Jabal Katrina,Sinai,2637.0,,33.95,28.5
Harney Peak,Rocky Mountains,2207.0,,-103.4,44.0
Mt Adams,Cascade Range,3743.0,volcano,-121.5,46.2
Matterhorn,Alps,4478.0,,7.56,46.0
Sulitjelma,,1914.0,,16.2,67.1
Tarrekaise,,1850.0,,17.3,67.0
Mt Elbert,Rocky Mountains,4401.0,,-106.4,39.1
Nevado del Huila,Andes,5750.0,volcano,-76.0,2.9
Crap_Sogn_Gion,Alps,2228.0,,9.2,46.85
Broad Peak,Karakorum,8051.0,,76.6,35.8
Iztaccihuatl,Cordillera Volcanica,5286.0,volcanic,-98.6,19.2
Roque de los Muchachos,Canary Islands,2426.0,volcano,-17.9,28.75
Emi Kussi,Tibesti,3415.0,volcano,18.5,20.0
Thabana Ntlenyana,Drakensberge,3482.0,,29.3,-29.5
Pico de Almanzor,Cordillera Central,2648.0,,-5.3,40.25
Pik Kommunizma,Pamir,7494.0,,72.0,39.0
Mount Everest,Himalaya,8848.0,,86.9,28.0
Rantekombola,,3455.0,volcanic,120.0,-3.6
Mt. Bogong,Snowy Mountains,1986.0,,147.5,-37.0
Etna,,3323.0,volcano,15.0,37.7
Puy De Dome,Cevennes,1465.0,volcanic,3.0,45.8
Pik Pobeda,Tien Shan,7439.0,,80.1,42.0
Tahan,,2190.0,,108.0,4.0
Pulog,,2928.0,volcanic,121.0,17.0
Borah Peak,Rocky Mountains,3859.0,,-113.8,44.1
Nanga Parbat,Karakorum,8125.0,,74.6,35.2
Zhima,,1276.0,,107.4,53.15
GerlachovskyStit,Beskides,2655.0,,20.1,49.2
Mauna Kea,Hawaii,4214.0,volcano,-155.45,19.6
Aconcagua,Andes,6962.0,,-70.0,-32.65
Grand Ballon,Vosges,1424.0,,7.1,47.9
Gran Sasso,Apennin,2912.0,,13.55,42.5
Nevado del Ruiz,Andes,5389.0,volcano,-75.3,4.9
Pikes Peak,Rocky Mountains,4302.0,,-105.0,38.8
Alpamayo,Cordillera Blanca,5947.0,,-77.7,-8.9
Concepcion,,1700.0,volcano,-85.6,11.5
Kings Peak,Rocky Mountains,4123.0,,-110.4,40.5
Mont Blanc,Alps,4808.0,,6.8,45.8
Mt Hood,Cascade Range,3424.0,volcano,-121.5,45.2
Queen Marys Peak,,2060.0,volcano,-12.3,-37.1
Olymp,,2917.0,,22.35,40.1
Vesuv,,1281.0,volcano,14.4,40.8
Ras Daschan Terara,Amhara,4533.0,volcanic,38.4,13.2
Cayambe,Andes,5796.0,volcano,-78.0,0.1
Snoehetta,,2286.0,,9.0,62.1
Mt Mitchell,Appalachen,2037.0,,-82.1,35.4
Mt. Wilhelm,,4509.0,,145.0,-5.8
Kilimanjaro,East African Rift,5895.0,volcano,37.35,-3.05
Irazu,Cordillera de Talamanca,3432.0,volcano,-83.9,10.0
Cathkin Peak,Drakensberge,3181.0,,29.35,-29.1
Puy de Sancy,Cevennes,1885.0,volcanic,2.8,45.5
Llullaillaco,Andes,6739.0,volcano,-68.5,-24.7
Pico Cristobal Colon,Sierra Nevada de Santa Marta,5775.0,,-73.7,10.85
Gannett Peak,Rocky Mountains,4207.0,,-110.0,43.2
Asahi-Dake,,2290.0,volcanic,142.85,43.65
Mt Fairweather,Elias Range,4663.0,,-137.5,58.9
Oraefajokull,,2110.0,volcano,64.0,16.39
Pico Ruivo,Madeira,1861.0,volcanic,-16.0,31.0
Monte Pissis,Andes,6795.0,volcanic,-68.85,-27.8
Puncak Jaya,Sudirman Range,4884.0,,137.11,-4.1
Brocken,Harz,1141.0,,10.6,51.8
Granite Peak,Rocky Mountains,3901.0,,-109.5,45.0
Pico de Sao Tome,,2024.0,volcanic,6.6,0.2
Mount Apo,,2954.0,volcanic,125.45,7.0
Huascaran,Cordillera Blanca,6768.0,,-77.3,-9.0
Nevado de Toluca,Cordillera Volcanica,4558.0,volcano,-99.0,19.0
Joekul,,1876.0,,7.2,60.3
Moncayo,Cordillera Iberica,2313.0,,1.85,41.8
Grosser Arber,Bayrischer Wald,1456.0,,13.0,49.1
Ben Nevis,Grampians,1344.0,,-5.0,56.8
Guadalupe Peak,Rocky Mountains,2667.0,,-105.0,32.0
Narodnaja,Ural,1895.0,,60.1,65.0
Kangchendzonga,Himalaya,8586.0,,88.1,27.7
Blue Mountain Peak,,2256.0,,-76.4,18.1
Cerro de Punta,,1338.0,,-66.6,18.2
Mt Logan,Elias Range,5959.0,,-140.4,60.6
Cotopaxi,Andes,5897.0,volcano,-78.4,-0.7
Mt Robson,Rocky Mountains,3954.0,,-119.1,52.3
Mt Whitney,Sierra Nevada California,4418.0,,-118.2,36.6
Monte Falterona,Apennin,1654.0,,11.7,43.9
Pik Karl-Marx,Pamir,6726.0,,71.3,38.0
Tsaratanana,,2876.0,volcanic,48.5,-14.0
Ojos del Salado,Andes,6893.0,volcano,-68.5,-27.1
Humphreys Peak,Rocky Mountains,3850.0,volcanic,-111.65,35.3
Kanlaon,,2435.0,volcano,123.1,10.4
Boundary Peak,Sierra Nevada California,4006.0,,-118.3,37.9
Ruwenzori,East African Rift,5109.0,,29.9,0.4
Popocatepetl,Cordillera Volcanica,5450.0,volcano,-98.0,19.0
Pico de Agulhas Negras,Brazilian Highlands,2791.0,,-44.65,-22.4
Mt. Odin,Penny Highlands,2147.0,,-65.6,66.55
Djebel Aures,Rif,2456.0,,-6.5,35.5
Sabalan,Kurdistan,4811.0,volcanic,47.8,38.3
Mt Rainier,Cascade Range,4392.0,volcano,-121.75,46.5
Hochgolling,Alps,2862.0,,13.75,47.3
Schneekoppe,Sudety Mountains,1602.0,,15.7,50.7
Portefjaellen,,2021.0,,17.4,67.1
Monte Cinto,Corse,2706.0,,8.9,42.4
Ruapehu,,2797.0,volcano,175.6,-39.3
Fogo,Cape Verdes,2829.0,volcano,-24.4,14.95
Pik Revoluzija,Pamir,6974.0,,72.2,38.3
Haltiatunturi,,1328.0,,21.4,67.0
Mt Marcy,Adirondacks,1629.0,,-73.9,44.1
Licancabur,Andes,5920.0,volcano,-67.9,-22.8
Pik Lenina,Pamir,7134.0,,72.55,39.2
Mt St.Elias,Elias Range,5489.0,,-140.9,60.3
Wheeler Peak,Rocky Mountains,4011.0,,-105.4,36.55
Pidurutalagala,,2524.0,,80.8,7.0
Finsteraarhorn,Alps,4274.0,,8.1,46.5
Dhaulagiri,Himalaya,8167.0,,83.5,28.7
Dodabetta,West Ghats,2636.0,,76.7,11.4
Mt Redoubt,Aleutian Range,3108.0,volcano,-152.75,60.5
K2,Karakorum,8611.0,,76.5,35.9
Lhotse,Himalaya,8516.0,,86.9,28.0
Barbeau Peak,British Empire Range,2616.0,,-75.0,81.9
Tahat,Ahaggar,3003.0,volcanic,5.5,23.3
Damavand,Elburs,5610.0,volcano,52.1,35.95
Merapi,,2914.0,volcano,110.4,-7.5
Glittertind,,2452.0,,8.1,61.4
