river,country,province
March,SK,Slovakia
Tigris,IRQ,Al Anbar
Jangtse,TJ,Shanghai (munic.)
Paraguay,PY,Paraguay
Fulda,D,Hessen
Mackenzie River,CDN,Northwest Territories
Chire,MOC,Zambezia
Weichsel,PL,Gdanskie
Adda,I,Lombardia
Uruguay,RA,Entre Rios
Nile,ET,El Buhayra
Rio Mamore,BOL,Bolivia
Douro,P,Aveiro
Raab,H,Gyor Sopron
Luapula,ZRE,Shaba/Katanga
Arno,I,Toscana
Thames,GB,Kent
March,A,Lower Austria
Enns,A,Lower Austria
Chatanga,R,Krasnoyarskiy kray
Arkansas,USA,Arkansas
Tiber,I,Lazio
Sobat,SUD,Aali an Nil
Joekulsa a Fjoellum,IS,Iceland
Maas,NL,Zuid Holland
Murray River,AUS,South Australia
Inn,D,Bayern
Luapula,Z,Luapula
Guadiana,P,Porto
Black Drin,AL,Albania
Thames,GB,Essex
Dnjestr,UA,Odeska
Lena,R,Rep. of Sakha
Amudarja,UZB,Qaraqalpoghiston
Benue,WAN,Nigeria
Karun,IR,Khuzestan
Ganges,IND,West Bengal
Hudson River,USA,New York
Kura,AZ,Azerbaijan
Kymijoki,SF,Uusimaa
Cuango,ZRE,Bandundu
Akagera,EAT,Mwanza
Mur,H,Zala
Klaraelv,S,Varmland
Busira,ZRE,Equateur
Don,R,Rostovskaya oblast
Asahan,RI,Indonesia
Manicouagan,CDN,Quebec
Rio Lerma,MEX,"Mexico, Estado de"
Amazonas,BR,Para
Kolyma,R,Rep. of Sakha
Thjorsa,IS,Iceland
Rio Magdalena,CO,Atlantico
Guadalquivir,E,Andalusia
Paatsjoki,N,Finnmark
Swir,R,Leningradskaya oblast
Rio Sao Francisco,BR,Alagoas
Uruguay,ROU,Uruguay
Niger,WAN,Nigeria
Karasu,TR,Erzincan
Bomu,RCA,Central African Republic
Jubba,SP,Somalia
Dnepr,UA,Khersonska
Morava,SRB,Serbia
Zambezi,MOC,Manica
Lagen,N,Akershus
Enns,A,Salzburg
Kwa,ZRE,Bandundu
Douro,P,Porto
Bahr el-Djebel/Albert-Nil,SUD,Aali an Nil
Merrimack River,USA,Massachusetts
Connecticut River,USA,Connecticut
White Drin,AL,Albania
Hwangho,TJ,Shandong
Po,I,Emilia Romagna
Tocantins,BR,Para
Riviere Richelieu,CDN,Quebec
Rhone,F,Provence Cote dAzur
Aller,D,Niedersachsen
Amazonas,BR,Amapa
Irtysch,R,Tyumenskaya oblast
Irawaddy,MYA,Yangon
Seine,F,Haute Normandie
Marne,F,Ile de France
Naryn,TAD,Khujand
Colorado,MEX,Sonora
Gambia,WAG,Gambia
Wurm,D,Bayern
Goetaaelv,S,Goteborg och Bohus
Garonne,F,Aquitaine
Schatt al Arab,IRQ,Al Anbar
Oranje,RSA,Northern Cape
Bomu,ZRE,Equateur
Pruth,MD,Moldova
Jenissej,R,Krasnoyarskiy kray
Paraguay,RA,Chaco
Saar,D,Rheinland Pfalz
Darling River,AUS,New South Wales
Nile,ET,Sharqiya
Rio San Juan,CR,Alajuela
Western Morava,SRB,Serbia
Ohio River,USA,Kentucky
Brahmaputra,BD,Bangladesh
Lech,D,Bayern
Tennessee,USA,Kentucky
Weser,D,Bremen
Nile,ET,Kafr el Sheikh
Schilka,R,Chitinskaya oblast
Narva,R,Pskovskaya oblast
Ohio River,USA,Illinois
Oder,D,Mecklenburg Vorpommern
Weser,D,Niedersachsen
Nile,ET,El Daqahliya
Indus,PK,Pakistan
Euphrat,IRQ,Al Anbar
Theiss,SRB,Serbia
Ammer,D,Bayern
Pjandsh,AFG,Afghanistan
Po,I,Veneto
Guadiana,P,Aveiro
Saluen,MYA,Mon
Columbia River,USA,Oregon
Guadiana,E,Andalusia
Zaire,ZRE,Bas Zaire
Parana,RA,Buenos Aires
Isere,F,Rhone Alpes
Sanaga,CAM,Cote/Littoral
Saint Lawrence River,CDN,Quebec
Tshuapa,ZRE,Equateur
Lulua,ZRE,Kasai Occidental
Limpopo,MOC,Gaza
Southern Morava,SRB,Serbia
Amur,R,Khabarovskiy kray
Drin,AL,Albania
Lomami,ZRE,Haut Zaire
Jangtse,TJ,Jiangsu
Atbara,SUD,ash Shamaliyah
Allegheny River,USA,Pennsylvania
Aare,CH,AG
Ubangi,ZRE,Equateur
Argun,R,Chitinskaya oblast
Petschora,R,Arkhangelskaya oblast
Newa,R,Leningradskaya oblast
Schari,TCH,Chad
Lukenie,ZRE,Bandundu
Save,SRB,Serbia
Syrdarja,UZB,Toshkent
Iller,D,Baden Wurttemberg
Ob,R,Tyumenskaya oblast
Ruzizi,ZRE,Kivu
Argun,TJ,Heilongjiang
Dalaelv,S,Uppsala
Detroit River,CDN,Ontario
Saone,F,Rhone Alpes
Luvua,ZRE,Shaba/Katanga
Nile,ET,Dumyat
Lukuga,ZRE,Shaba/Katanga
Rio Sao Francisco,BR,Sergipe
Oranje,NAM,Namibia
Rio Grande,MEX,Tamaulipas
Rio Grande,USA,Texas
Pjandsh,TAD,Khatlon
Senegal,RIM,Mauritania
Ischim,R,Tyumenskaya oblast
Suchona,R,Vologodskaya oblast
Donau,UA,Odeska
Nelson River,CDN,Manitoba
Elbe,D,Niedersachsen
