country,name,percentage
WD,Carib Indians,100.0
TM,Russian,9.8
MD,Ukrainian,13.8
AND,Spanish,61.0
UZB,Kazak,4.1
CAM,African,13.0
CR,Chinese,1.0
ARM,Azeri,3.0
BZ,Maya,11.0
AMSA,Tongan,4.0
R,Tatar,3.8
GUY,European Chinese,2.0
KGZ,Kirghiz,52.4
KOS,Albanian,88.0
HELX,African descent,50.0
MD,Moldavian/Romanian,64.5
ES,Indian,5.0
JA,Afro-European,15.1
LV,Byelorussian,4.5
GNB,European,1.0
RCA,Banda,27.0
K,Vietnamese,5.0
SGP,Indian,6.4
SLB,Chinese,0.3
CAM,Cameroon Highlanders,31.0
BRN,Arab,10.0
PR,Asian,0.4
SME,Hindustani,37.0
GAZA,Palestinian Arab,99.4
LAO,Lao Theung,22.0
BG,Bulgarian,85.3
BRU,Malay,64.0
BVIR,Black,83.4
WL,African,90.3
HONX,Filipino,1.6
KGZ,Uzbek,12.9
R,Byelorussian,0.8
UA,Ukrainian,73.0
NCA,European,34.1
EAK,Luhya,14.0
DZ,Arab-Berber,99.0
MS,Creole,27.0
BRN,Bahraini,63.0
TT,Chinese,1.0
THA,Chinese,14.0
MOC,Euro-African,0.2
IRQ,Kurdish,15.0
GB,Scottish,9.6
SK,Ukrainian,0.3
RWA,Twa,1.0
JOR,Circassian,1.0
ET,Eastern Hamitic,99.0
XMAS,Malay,10.0
IR,Turkmen,2.0
E,Mediterranean Nordic,100.0
FL,Alemannic,95.0
RO,Romanian,89.1
STP,Europeans,100.0
BR,African,44.0
AFG,Tajik,25.0
JA,Afro-Chinese,1.2
TN,Jewish,1.0
BHT,Nepalese,35.0
K,Khmer,90.0
WEST,Jewish,17.0
EAU,Arab,1.0
BDS,European,4.0
AUS,Caucasian,95.0
BOL,Quechua,30.0
R,Moldavian,0.7
PITC,Bounty,100.0
AL,Albanian,95.0
A,Slovene,0.2
SRB,Serb,82.9
B,Fleming,55.0
AZ,Armenian,2.3
H,Serb,2.0
NZ,Maori,8.9
SN,Fulani,17.0
CV,European,1.0
ZRE,Mangbetu-Azande,45.0
MK,Turkish,4.0
KAZ,Kazak,41.9
LT,Lithuanian,80.1
SRB,Hungarian,3.9
CAM,Northwestern Bantu,8.0
ETH,Oromo,40.0
LAO,Lao Soung Hmong Yao,9.0
CL,Tamil,18.0
AFG,Pashtun,38.0
Q,Indian,18.0
EW,Estonian,61.5
RIM,Maur,30.0
MK,Macedonian,65.0
NL,Dutch,96.0
SYR,Arab,90.3
BG,Roma,2.6
GH,African,99.8
KWT,Kuwaiti,45.0
PL,Ukrainian,0.6
RH,European,5.0
TT,East Indian,40.0
EAU,Bagisu,5.0
RCH,Indian,3.0
NZ,Pacific Islander,2.9
FALK,None,31.5
MYA,Burman,68.0
EAU,Acholi,4.0
H,Hungarian,89.9
CI,Senoufou,15.0
BY,Russian,13.2
PL,Polish,97.6
LT,Byelorussian,1.5
H,Slovak,0.8
SLO,Croat,3.0
JOR,Armenian,1.0
SN,European Lebanese,1.0
CAM,Eastern Nigritic,7.0
BERM,White,34.1
MNE,Albanian,5.0
ANG,Bakongo,13.0
PA,Indian,6.0
SGP,Malay,14.9
H,German,2.6
BOL,Aymara,25.0
SLB,European,0.8
PY,Amerindians,5.0
SN,Serer,17.0
MEX,Amerindian,30.0
MYA,Indian,2.0
RC,Chinese,14.0
EAU,Karamojong,12.0
IL,Jewish,82.0
WAFU,Polynesian,100.0
CI,Baoule,23.0
GB,Irish,2.4
EAK,Kamba,11.0
MA,Jewish,0.2
KAZ,Tatar,2.0
BVIR,Mixed,5.4
BD,Bengali,98.0
CDN,Asian,11.5
CAM,Equatorial Bantu,19.0
HR,Slovene,0.5
RMM,Peuhl,17.0
RN,Gourmantche,1.2
MD,Jewish,1.5
RO,Roma,1.6
SVAX,Norwegian,55.4
NIC,Indian,5.0
WS,Europeans,0.4
Q,Iranian,10.0
SRB,Croat,1.1
CAYM,Mixed,40.0
AMSA,Caucasian,2.0
HELX,Chinese,25.0
HONX,Chinese,95.0
WG,African,100.0
PL,German,1.3
ANG,European,1.0
RB,Kgalagadi,4.0
ETH,Gurage,2.0
SK,Roma,1.5
SME,Creole,31.0
FSM,Polynesian,100.0
SN,Diola,9.0
RMM,Voltaic,12.0
PA,West Indian,14.0
BIH,Serb,40.0
EAU,Baganda,17.0
NAU,Pacific Islander,26.0
CL,Vedda,1.0
GB,Welsh,1.9
VN,Chinese,3.0
KAZ,German,4.7
UZB,Karakalpak,2.1
NAU,Chinese,8.0
D,Polish,0.4
UA,Russian,22.0
D,Greek,0.4
IRQ,Assyrian,5.0
GE,Armenian,8.1
BIH,Croat,22.0
BEN,African,99.0
TN,European,1.0
RB,Batswana,95.0
RCA,Mboum,4.0
GCA,Mestizo - Amerindian-Spanish,56.0
HCA,Indian,7.0
CZ,Hungarian,0.2
MYA,Shan,9.0
RCH,European European-Indian,95.0
RP,Chinese,1.5
IR,Lur,2.0
RN,Tuareg,8.0
EAU,Basogo,8.0
GBG,Norman-French,100.0
LT,Polish,7.7
CI,Bete,18.0
