name,islands,area,height,type,longitude,latitude
Доминика,Малые Антильские острова,746.0,1447.0,вулканическое,-61.35,15.4
Бахрейн,,620.0,135.0,,50.5,26.0
Сент-Винсент,Малые Антильские острова,346.0,1300.0,вулканическое,-61.3,13.25
Тасмания,,67800.0,1617.0,,145.0,-42.0
Льюис и Харрис,Внешние гебриды,2170.0,,,-6.8,57.9
Остров Санта-Роза,Калифорнийские Нормандские острова,215.0,484.0,,-120.1,34.0
Новая Гвинея,,786000.0,4884.0,,142.0,-5.0
Бишоп Рок,Шилли-Айлендс,,,,-6.3,50.0
Фуэртевентура,Канареи,1660.0,807.0,вулканическое,-14.0,28.4
Ибица,Балайры,572.0,476.0,,1.5,38.5
Ломбок,Острова Сунда,4725.0,3726.0,вулканическое,116.5,-8.4
Вестрей,Оркнейские острова,47.0,,,-3.0,59.4
Гернси,Нормандские острова,194.0,,,-2.6,49.6
Ниихау,Гавайские острова,178.0,381.0,,-160.1,21.9
Тенерифа,Канареи,2034.0,3718.0,вулканическое,-16.6,28.3
Мохилья,Коморы,290.0,,,43.75,-12.25
Грязный червь,Nordfrisische Inseln,37.4,2.0,,8.6,54.5
Гвадалканал,Соломоновы Острова,5358.0,2335.0,,160.2,-9.6
Большой Кайман,Каймановы острова,197.0,,,-81.23,19.18
Минданао,Филиппины,95581.0,2954.0,,124.9,7.55
Остров Сан-Мигель,Калифорнийские Нормандские острова,37.0,259.0,,-120.4,33.0
Фор,Nordfrisische Inseln,82.0,13.0,,8.5,54.7
Лангеланд,,284.0,,,10.5,55.0
Сент-Пьер,,26.0,,,-56.0,47.0
Себу,Филиппины,5088.0,1000.0,,123.8,10.4
Южный Андаман,Андаманские острова,1210.0,366.0,,92.5,11.4
Майотта,Коморы,374.0,660.0,вулканическое,45.13,-12.46
Крета,,8331.0,2456.0,,25.0,37.0
Чили,Большие Антильские острова,10991.0,2256.0,,-77.3,18.1
Силит,Nordfrisische Inseln,99.0,52.5,,8.3,54.9
Филикуди,Острова Липари,9.5,774.0,вулканическое,14.55,38.6
Терсейра,Азоры,400.0,1022.0,вулканическое,-27.2,38.7
Айла да Ометепе,,270.0,1700.0,,-85.6,11.5
Борнхольм,,588.0,162.0,,14.9,55.1
Великобритании,Британские острова,229850.0,1344.0,,-1.5,53.0
Тиниан,Марианские острова,101.0,171.0,,145.6,15.0
Сан-Хорхе,Азоры,233.5,1053.0,вулканическое,-28.0,38.6
Лангёг,&quot; Ostfrisische Inseln &quot;,20.0,5.0,,7.5,53.65
Кипр,,9251.0,1952.0,,33.2,35.4
Арран,Внутренние гебриды,430.0,874.0,,-5.5,55.3
Ньюфаундленд,,108860.0,814.0,,-55.8,48.6
Мадейра,Мадейра,794.0,1861.0,вулканическое,-16.0,31.0
Остров Мелвиль,,5800.0,,,131.0,-12.0
Бангка,Острова Сунда,11942.0,700.0,,106.0,2.25
Бенбекула,Внешние гебриды,82.0,,,-7.3,57.45
Восточный Фолкленд,Фолклендские острова,6605.0,705.0,,-58.8,-51.8
Чеджу,,1845.0,1950.0,вулканическое,126.5,33.4
Батам,Острова Сунда,415.0,,,104.05,1.1
