country,name,percentage
Р,Молдавский,0.7
ЭВ,Русский,30.3
SLB,Китайцы,0.3
SK,Рома,1.5
КАМ,Экваториальный банту,19.0
AXA,Черный,90.1
IR,Туркмен,2.0
KAZ,узбекский,2.1
MD,Украинский,13.8
Кейм,Белый,20.0
ЕАС,Лугбара,4.0
БВИР,Смешанные,5.4
WD,Индейцы-карибы,100.0
ВАЛ,Азиатский,1.0
УРБ,Африка,80.0
Бен,Африка,99.0
ТДж,Хан Китайский,91.9
Z,Африка,98.7
PL,Немецкий,1.3
Парень,Индейцы,4.0
КН,Британские острова,40.0
ЛВ,Польский,2.3
КИР,Микронезийский,100.0
РП,Малай,95.5
KAZ,Украинский,5.2
SLO,Сербский,2.0
Р,Русский,81.5
NAU,Китайцы,8.0
НЬЮ,Полинезийский,100.0
CV,Европейская,1.0
CZ,Венгерский,0.2
ПЭ,Индейцы,45.0
ЕС,Испанский,10.0
ОПП,Сербский,82.9
ЕАС,Басого,8.0
CZ,Немецкий,0.5
CI,Бете,18.0
МНП,Боснийцыk,8.0
AL,Албанец,95.0
КР,Тайваньцы,84.0
КР,Африка,44.0
CZ,Польский,0.6
НИК,Индейцы,5.0
CV,Африка,28.0
NAU,Тихоокеанские острова,26.0
TN,Еврейский,1.0
ГРОКС,Гренландец,86.0
РН,Гурманш,1.2
LAO,Вьетнам/Китай,1.0
TN,Европейская,1.0
Юзеф,Русский,8.3
ЗРЕ,Мангбету-Азанде,45.0
AXA,Мулатто,4.6
BZ,Майя,11.0
BF,Мосси,24.0
ЭТО,Оромо,40.0
Газа,Еврейский,0.6
МАКХ,Китайцы,95.0
,Чёрный смешанный,85.0
СУД,Беджа,6.0
МАКХ,Португальский,3.0
ПДТ,Европейцы,100.0
КН,Азиатский,11.5
PL,Украинский,0.6
BZ,Гарифуна,7.0
ЭВ,Украинский,3.2
РММ,Манде,50.0
ЛТ,Русский,8.6
К,Китайцы,1.0
ДЖА,Африка,76.3
РСС,MBaka,4.0
РТ,Европейская сирийско-ливанская,1.0
AZ,Русский,2.5
ОПП,Черногория,0.9
