country,name,percentage
СУД,Кристиан,5.0
РВА,Протестанты,9.0
СИН,Сикх,2.0
BZ,Протестанты,30.0
БУ,Адвентист седьмого дня,6.2
RG,Мусульмане,85.0
КР,Таоист,93.0
США,Еврейский,2.0
СУД,Мусульмане,70.0
RSA,Мусульмане,2.0
БОЛ,Римская католическая,95.0
F,Римская католическая,90.0
Нл,Римская католическая,34.0
НОРФ,Адвентист седьмого дня,4.4
SLB,РБ: ВР:,11.0
Клянусь!,Христианская православная,60.0
Нл,Протестанты,25.0
ФПОЛ,Римская католическая,30.0
ДК,Римская католическая,2.0
ЭТО,Христианская православная,35.0
КБК,Мусульмане,2.0
СИН,Мусульмане,14.0
MS,Индуистский,52.0
ПК,Мусульмане,97.0
RO,Протестанты,6.0
Нл,Мусульмане,3.0
HR,Мусульмане,1.2
DZ,Мусульмане,99.0
СПМИ,Римская католическая,99.0
RO,Христианская православная,70.0
SLB,Римская католическая,19.0
РП,Мусульмане,5.0
HR,Римская католическая,76.5
МАКХ,Римская католическая,7.0
РШМ,Римская католическая,100.0
МЬЯ,Буддисты,89.0
ТА,Буддисты,95.0
GH,Мусульмане,30.0
SLB,Англиканский,34.0
ПНГ,Протестанты,26.0
КИР,Римская католическая,52.6
РВА,Римская католическая,65.0
AZ,Христианская православная,4.8
ВАН,Кристиан,40.0
JOR,Кристиан,8.0
SLO,Римская католическая,96.0
ARM,Христианская православная,94.0
AFG,Мусульмане,99.0
МАРТ,Римская католическая,95.0
WL,Протестанты,7.0
АНГ,Протестанты,15.0
Кейм,Объединенная церковь,11.8
Кейм,Церковь Божья,26.0
WD,Римская католическая,77.0
BS,Протестанты,12.0
HR,Протестанты,0.4
ЛАР,Мусульмане,97.0
ТУКА,Методист,16.0
ВАЛ,Мусульмане,60.0
ЛБ,Мусульмане,20.0
BS,Методист,6.0
МАРТ,Индуистский,5.0
XMAS,Кристиан,18.0
MD,Христианская православная,98.5
АНГ,Римская католическая,38.0
BF,Кристиан,10.0
F,Еврейский,1.0
PY,Римская католическая,90.0
ЗРЕ,Кимбангуист,10.0
Кл,Буддисты,69.0
МЭТ,Мусульмане,98.7
ВИРГ,Епископальный,17.0
CI,Кристиан,12.0
AL,Мусульмане,70.0
SN,Мусульмане,92.0
Кейм,Римская католическая,11.0
ДН,Протестанты,50.0
Парень,Кристиан,57.0
РЭ,Протестанты,2.0
МАКХ,Протестанты,1.0
IR,Мусульмане,99.0
ZW,Кристиан,25.0
ТУКА,Церковь Божья,12.0
МЬЯ,Кристиан,4.0
D,Протестанты,45.0
БЕРМ,Адвентист седьмого дня,5.0
МВт,Мусульмане,20.0
ЕАС,Мусульмане,16.0
AXA,Римская католическая,5.7
США,Протестанты,56.0
ГБЦ,Протестанты,11.0
ФСО,Кристиан,52.0
Юзеф,Христианская православная,9.0
AL,Римская католическая,10.0
РММ,Кристиан,1.0
ФГУ,Римская католическая,100.0
РБ,Кристиан,50.0
I,Римская католическая,98.0
TCH,Кристиан,25.0
AXA,Методист,23.9
ДОМ,Римская католическая,95.0
ГЭ,Армянский апостол,8.0
АМСА,Христианский конгрегационалист,50.0
TN,Кристиан,1.0
ФСО,Мусульмане,8.0
ЗРЕ,Протестанты,20.0
WL,Римская католическая,90.0
БД,Мусульмане,83.0
РЭ,Римская католическая,90.0
МСП,Индуистский,27.4
МЭТ,Еврейский,0.2
Новой Зеландии,Баптист,2.0
ЕАС,Протестанты,33.0
ОПП,Мусульмане,3.2
Парень,Мусульмане,9.0
НОРФ,Англиканский,39.0
МВ,Мусульмане,100.0
БИ,Кристиан,67.0
МСП,Протестанты,25.2
И ДОЛЖНОСТНЫЕ ЛИЦА,Римская католическая,100.0
SK,Христианская православная,4.1
AZ,Мусульмане,93.4
ГРАД,Римская католическая,95.0
ВАГ,Кристиан,9.0
СИН,Кристиан,2.4
WL,Англиканский,3.0
ЭАК,Римская католическая,28.0
Ил,Друз,2.0
ДСО,Кристиан,6.0
РИ,Римская католическая,3.0
ХОНКС,Кристиан,10.0
Бен,Кристиан,15.0
Q,Мусульмане,95.0
ОК,Кристиан,48.6
ДК,Протестанты,91.0
YV,Протестанты,2.0
БЕРМ,Африканский методистский епископ,11.0
МПГ,Мусульмане,4.0
ВАН,Мусульмане,50.0
К,Буддисты,95.0
МЕКС,Протестанты,6.0
DZ,Кристиан,0.5
МСП,Римская католическая,22.8
КАМ,Кристиан,33.0
TN,Мусульмане,98.0
БЕРМ,Протестанты,18.0
БРУ,Кристиан,8.0
СИН,Джейнс,0.5
БиГ,Мусульмане,40.0
SF,Христианская православная,1.0
Бен,Мусульмане,15.0
SLB,Протестанты,5.0
ВАГ,Мусульмане,90.0
AXA,Англиканский,29.0
Ру,Еврейский,2.0
ПНГ,Англиканский,5.0
Кл,Кристиан,8.0
LAO,Буддисты,60.0
Р,Римская католическая,97.0
ВИРГ,Римская католическая,34.0
KWT,Мусульмане,85.0
АМСА,Протестанты,30.0
SK,Протестанты,8.4
КАМ,Мусульмане,16.0
Газа,Мусульмане,98.7
SY,Римская католическая,90.0
ОПП,Протестанты,1.1
БВИР,Римская католическая,10.0
НКА,Протестанты,30.0
С.А.,Мусульмане,100.0
TCH,Мусульмане,50.0
NAU,Кристиан,100.0
Кл,Мусульмане,8.0
СИН,Индуистский,80.0
ГУАМ,Римская католическая,95.0
МЬЯ,Мусульмане,4.0
РСС,Римская католическая,25.0
F,Мусульмане,1.0
ТВЧ,Адвентист седьмого дня,1.4
ТА,Мусульмане,3.8
РЧ,Римская католическая,80.0
КН,Римская католическая,45.0
SLB,Баптист,17.0
БУ,Церковь Христос,3.8
МГ,Кристиан,100.0
РИ,Протестанты,6.0
JOR,Мусульмане,92.0
AUS,Англиканский,26.1
CH,Протестанты,44.3
УРБ,Протестанты,67.0
ОМТС,Адвентист седьмого дня,100.0
BS,Римская католическая,19.0
ГНБ,Мусульмане,30.0
CH,Римская католическая,47.6
ДЖА,Римская католическая,5.0
НЬЮ,Мормон,10.0
ПНГ,Адвентист седьмого дня,1.0
WD,Протестанты,15.0
E,Римская католическая,99.0
GH,Кристиан,24.0
ЭТО,Мусульмане,45.0
ОПП,Римская католическая,5.5
NEP,Мусульмане,3.0
TAD,Мусульмане,85.0
АМСА,Римская католическая,20.0
КН,Объединенная церковь,12.0
МВт,Протестанты,55.0
НИК,Протестанты,5.0
РИМ,Мусульмане,100.0
ИРК,Кристиан,3.0
МНП,Римская католическая,3.5
KAZ,Мусульмане,47.0
ТМ,Мусульмане,87.0
ФЛ,Протестанты,8.3
БУ,Римская католическая,15.0
ПР,Римская католическая,85.0
Ру,Протестанты,2.0
ТТ,Мусульмане,6.0
ZW,Мусульмане,1.0
A,Протестанты,6.0
SLB,Адвентист седьмого дня,10.0
MK,Христианская православная,67.0
CZ,Христианская православная,3.0
ОПП,Христианская православная,85.0
НЬЮ,Экалесия Ниуэ,61.0
ДЖА,Протестанты,55.9
V,Римская католическая,100.0
CO,Римская католическая,95.0
МПК,Мусульмане,20.0
МК,Римская католическая,95.0
ИУ,Протестанты,96.0
MS,Кристиан,28.3
ТВЧ,Бахаи,1.0
Новой Зеландии,Протестанты,3.0
BS,Баптист,32.0
ТДж,Кристиан,1.0
Ил,Кристиан,2.0
БРУ,Буддисты,14.0
ФШМ,Протестанты,47.0
CZ,Протестанты,4.6
ГРАД,Протестанты,1.0
ФПОЛ,Протестанты,54.0
Ил,Мусульмане,14.0
RL,Кристиан,30.0
ГБЦ,Римская католическая,74.0
BS,Англиканский,20.0
РП,Протестанты,9.0
COM,Римская католическая,14.0
МЭТ,Кристиан,1.1
Новой Зеландии,Методист,5.0
SK,Римская католическая,60.3
ВАЛ,Кристиан,10.0
ПНГ,Пресвитерианец,8.0
СП,Мусульмане,100.0
ES,Римская католическая,75.0
AXA,Протестанты,30.2
СИР,Кристиан,10.0
ГБЦ,Еврейский,2.0
TN,Еврейский,1.0
КИР,Мормон,6.0
MK,Мусульмане,30.0
БГ,Мусульмане,13.0
HR,Христианская православная,11.1
БУ,Пресвитерианец,36.7
МАКХ,Буддисты,45.0
B,Римская католическая,75.0
DZ,Еврейский,0.5
Z,Кристиан,60.0
МВт,Римская католическая,20.0
КН,Англиканский,8.0
ФСО,Индуистский,38.0
J,Буддисты,84.0
ГНБ,Кристиан,5.0
RG,Кристиан,8.0
AUS,Кристиан,24.3
XMAS,Буддисты,36.0
