country,name,percentage
E,Галициан,7.0
Нл,Датч,100.0
ARM,Русский,2.0
АМСА,Английский,2.9
ДН,Африкаанс,60.0
МНП,Черногория,22.0
RG,Французский,100.0
РЧ,Французский,10.0
ГРАД,Французский,99.0
НМИС,Китайские языки,23.4
,Датч,7.3
ЛБ,Английский,20.0
A,Немецкий,100.0
БВИР,Английский,100.0
NEP,Непали,100.0
CO,Испанский,100.0
НИК,Испанский,100.0
SLO,Словения,91.0
PL,Польский,100.0
ПК,Урду,8.0
ПК,Синдхи,12.0
AFG,Пушту,35.0
МНП,Боснийцы,5.5
СПМИ,Французский,100.0
ГУАМ,Языки Филиппина,22.2
ОПП,Боснийцы,1.8
SF,Финский,93.5
MK,Албанец,21.0
ФПОЛ,Полинезийский,31.4
ПК,Пенджаби,48.0
ТУКА,Английский,100.0
MK,Турецкий,3.0
ГЭ,Русский,9.0
AZ,Русский,3.0
МНП,Сербский,63.6
ОПП,Сербский,88.3
ФАЛК,Английский,100.0
F,Французский,100.0
B,Французский,32.0
ДН,Английский,7.0
Юзеф,Русский,14.2
KAZ,Казак,40.0
SLO,Хорватский,7.0
SLB,Английский,1.0
CH,Итальянский,12.0
УРБ,Английский,100.0
РШМ,Итальянский,100.0
,Папиаменто,65.4
С.А.,Арабский,100.0
AFG,Афганский персид,50.0
Н,Норвежский,100.0
MK,Сербский,3.0
D,Немецкий,100.0
MK,Македонский,70.0
ПДТ,Португальский,100.0
RCH,Испанский,100.0
СУА,Индейцы,40.0
ПК,Брахуи,1.0
HELX,Английский,100.0
AFG,Турки,11.0
МЬЯ,Бирманский язык,100.0
ПНГ,Английский,1.0
АМСА,Тонга,2.4
C,Испанский,100.0
Р,Русский,100.0
НМИС,Другие языки тихоокеанских островов,9.5
МПК,Португальский,100.0
ХОНКС,Китайцы,95.6
AXA,Английский,100.0
ГУАМ,Чаморро,22.2
МПГ,Кхалька Монголь,90.0
,Английский,15.9
Кейм,Английский,95.0
AZ,Армянский,2.0
РММ,Бамбара,80.0
ТМ,Русский,12.0
БГ,Болгарский,100.0
AZ,Азербайджан,89.0
E,Баскский,2.0
KN,Английский,100.0
БиГ,Сербо-хорватский,99.0
E,Каталонский,17.0
IR,Арабский,1.0
ХОНКС,Английский,3.2
Р,Португальский,100.0
B,Датч,56.0
ОПП,Венгерский,3.8
B,Немецкий,1.0
ПК,Сираики,10.0
J,Японский,100.0
ФПОЛ,Французский,61.1
ОПП,Рома,1.1
АГ,Английский,100.0
ДОМ,Испанский,100.0
ФГУ,Французский,100.0
IR,Курдский,9.0
ТМ,Туркмен,72.0
CH,римляне,1.0
ГЭ,Азербайджан,6.0
ВАФА,Футунийцы,30.1
,Испанский,6.1
ВАФА,Французский,10.8
ДН,Немецкий,32.0
ОМТС,Питкерн,100.0
IR,Турки,26.0
МАКХ,Португальский,4.0
ГЭ,грузины,71.0
ИУ,Исландский,100.0
Кл,Синхала,74.0
SF,Шведский,6.3
МНП,Албанец,5.3
МНТ,Английский,100.0
ГЭ,Армянский,7.0
ГУАМ,Английский,38.3
Юзеф,узбекский,74.3
АМСА,Самоа,90.6
HR,Сербо-хорватский,96.0
ВАФА,Уоллисский,58.9
Н,Венгерский,98.2
ПК,Балочи,3.0
Юзеф,Таджик,4.4
Норк,Корейский,100.0
IR,Балочи,1.0
Кейм,Испанский,3.2
CH,Французский,18.0
И,Шведский,100.0
ПА,Английский,14.0
CH,Немецкий,65.0
Кл,Тамильский,18.0
IR,Лури,2.0
ДА,Арабский,100.0
,Креольский,1.6
ТМ,узбекский,9.0
IR,Турецкий,1.0
СИН,хинди,30.0
AUS,Английский,100.0
НМИС,Английский,10.8
НМИС,Чаморро,22.4
