name,country,province,population,longitude,latitude
Бейкерсфилд,США,Калифорния,176264.0,-119.05,35.4167
Meerut,СИН,Уттар-Прадеш,753778.0,,
Стокгольм,И,Стокгольм,711119.0,18.0667,59.35
Ла-Пас,МЕКС,Нижняя Калифорния,137641.0,-100.5,24.1
Руда Сляска,PL,Катовики,170000.0,,
Хельсингборг,И,Мальмохус,114339.0,,
Страуд,ГБ,Глостершир,105400.0,,
Печенье,Н,Пекс (муниципалитет),171000.0,,
Ташкент,Юзеф,Тоскент,2106000.0,69.3,41.3333
Мосул,ИРК,Найнава,664221.0,43.15,36.3167
Грудзиадц,PL,Торунский,101000.0,,
Горно-Альтайск,Р,Репозиция Альтая,,,
Ново Игуаку,КР,Рио-де-Жанейро,801036.0,,
Пачука,МЕКС,Идальго,174013.0,,
Петаре,YV,Миранда,338417.0,,
Санта Роза,США,Калифорния,113261.0,-122.817,38.5167
Бухоро,Юзеф,Бухоро,236000.0,,
Кирсейр,ТR,Кирсейр,,,
Куернавака,МЕКС,Морелос,279187.0,-99.2,19.0
Чонгцжин,Норк,Северная Корея,520000.0,,
Пематанг Сянтар,РИ,Индонезия,219328.0,,
Nam Dinh,VN,Вьетнам,219615.0,,
Манагуа,НИК,Никарагуа,1195000.0,-86.25,12.1667
Баракалдо,E,Страна Басков,103594.0,,
Носса Сенхора ду Сокорро,КР,Серджип,103496.0,,
Энн Арбор,США,Мичиган,109608.0,,
Батна,DZ,Алжир,181601.0,,
Минна,ВАН,Нигерия,120000.0,,
Донецк,UA,Донецка,1117000.0,,
Кунсан,ОК,Южная Корея,266517.0,,
Кумаси,GH,Гана,376249.0,,
Вила Нова-де-Гайя,Р,Порто,62468.0,,
Кливленд,США,Огайо,505616.0,,
Ботукату,КР,Сан-Паулу,100826.0,,
Львов,UA,Львовская,798000.0,,
Полтава,UA,Полтавска,317000.0,,
Сэлфорд,ГБ,Большой Манчестер,230700.0,,
Сан-Хосе дос Кампос,КР,Сан-Паулу,485780.0,,
Лукапа,АНГ,Лунда Норте,,,
Сан-Мигель де Тукуман,РЭ,Тукуман,622324.0,-65.2,-26.5
Фрайбург и Брейсгау,D,Баден Вуртемберг,198496.0,,
Лубек,D,Шлезвиг Гольштейн,216854.0,,
Константин,DZ,Алжир,440842.0,,
Кайзерслаутерн,D,Rheinland Pfalz,101910.0,,
Американаa,КР,Сан-Паулу,167901.0,,
Энгели,Р,Саратовская область,186000.0,,
Луди,ТДж,Хунан,128418.0,,
Паданг,РИ,Индонезия,631543.0,,
Клюй Напока,RO,Клюй,318000.0,,
Мейхеку,ТДж,Джилин,209038.0,,
Каскавель,КР,Парана,219623.0,,
Манама,БРИН,Бахрейн,145000.0,50.5,26.0
Талара,ПЭ,Пиура,82228.0,,
Шимкент,KAZ,Онгтустик Казакстан,397600.0,,
Питерборо,ГБ,Кембриджшир,156400.0,,
Панама,ПА,Панама,594800.0,-79.55,8.96667
Мито,J,Ибараки,,,
Грозный,Р,"""Чеченская репа"".",364000.0,,
Адияман,ТR,Адияман,128000.0,,
Горган,IR,Мазандаран,162468.0,,
Жерес де ла Фронтера,E,Андалусия,190390.0,,
Наогаон,БД,Бангладеш,110000.0,,
Улан-Батор,МПГ,Монголия,479500.0,107.0,48.0
Лойкау,МЬЯ,Кая,,,
Гэри,США,Индианаa,116646.0,,
Сьюдад Виктория,МЕКС,Тамаулипас,194996.0,-99.1,23.4
Барселона,E,Каталония,1630867.0,2.15,41.4
Язд,IR,Язд,306268.0,,
Ричмонд,США,Вирджиния,202798.0,-77.3333,37.5
Чонджу,ОК,Южная Корея,531195.0,,
Кардифф,ГБ,Кардифф,300000.0,-3.16667,51.4667
Палмас,КР,Токантины,,,
Утсономия,J,Точиги,,,
Аликанте,E,Валенсия,274964.0,,
Ставангер,Н,Рогаланд,95089.0,5.5,59.0
&lt; &lt; Альбацете &gt; &gt;,E,Кастиль Ла Манча,141179.0,,
Цзяонан,ТДж,Шаньдун,121397.0,,
Монровия,ЛБ,Либерия,,-10.8,6.3
Джанг,ПК,Пакистан,195558.0,,
Город Гватемала,СУА,Гватемала,823301.0,-90.5167,14.6167
Нукуалофа,К,Тонга,28899.0,-175.2,-21.1
Монтеррей,МЕКС,Нуэво Леон,1068996.0,-100.3,25.6667
Рудни,KAZ,Кустанай,125700.0,,
Убераба,КР,Минас-Жерайс,232134.0,,
Ухта,Р,Репозиция Коми,106000.0,,
Тебесса,DZ,Алжир,107559.0,,
Захедан,IR,Систан и Белучестан,419886.0,,
Абуджа,ВАН,Нигерия,182418.0,7.5,9.05
Солт-Лейк-Сити,США,Юта,159928.0,-112.0,40.4
Канпур,СИН,Уттар-Прадеш,1879420.0,,
Piatra Neamt,RO,Нимт,,,
Хуайен,ТДж,Цзянсу,239675.0,,
Пингингшан,ТДж,Хэнан,410775.0,,
Нюнитон,ГБ,Уорвикшир,118500.0,,
Монпелье,США,Вермонт,8241.0,-72.4,44.2
Нуэва Сан-Сальвадор,ES,Сальвадор,116575.0,,
Тяньцзин,ТДж,Тяньцзин (муниципалитет),5770000.0,117.2,39.1
Тиргу Цзю,RO,Горж,,,
Барбашена,КР,Минас-Жерайс,107843.0,,
Уичита Фоллс,США,Техас,96259.0,-98.4833,33.9667
Ростов нет Дону,Р,Ростовская область,,,
Хингтай,ТДж,Хебэй,302789.0,,
Гуликтон,Юзеф,Сирдар,,,
Фукуока,J,Фукуока,1273000.0,130.45,33.5833
Либревиль,G,Габон,,9.3,0.3
Юнан,ТДж,Фуцзянец,111762.0,,
Риверсайд,США,Калифорния,226546.0,,
Маристад,И,Skaraborg,24255.0,13.5,58.4
Киквит,ЗРЕ,Бандунду,182142.0,,
Сирян,IR,Керман,107887.0,,
Уфа,Р,Республика Башкортостан,1094000.0,,
Бенгкулу,РИ,Индонезия,170327.0,,
Калмар,И,Калмар,54554.0,16.3,56.4
Напервиль,США,Иллинойс,85806.0,,
Мойобамба,ПЭ,Сан-Мартин,,,
Витория Гастеиз,E,Страна Басков,214148.0,,
Йоэнсуу,SF,Похджольс-Карджала,44000.0,29.5,62.4
Перпигнан,F,Лангедокс Русиллон,105983.0,,
Охлаждение,ТДж,Хейлонгцзян,657297.0,,
Раджамундри,СИН,Андхра Прадеш,324881.0,,
Аренда,Н,Ав Агдер,12174.0,8.4,58.3
Лафайетт,США,Луизиана,101852.0,-92.0,30.2
Малага,E,Андалусия,531443.0,,
Ипо,ТЗА,Перак,382633.0,,
Блюменау,КР,Санта-Катарина,230988.0,,
Нумеа,НКА,Новая Каледония,,166.27,-22.16
Толедо,E,Кастиль Ла Манча,,,
Новочеркаск,Р,Ростовская область,190000.0,,
Сичанг,ТДж,Сычуань,134419.0,,
Бенкси,ТДж,Ляонирование,768778.0,,
Конкорд,США,Калифорния,111308.0,-121.983,37.9667
Кросно,PL,Кроснийский,,,
Бхавнагар,СИН,Гуджарат,402338.0,,
Одинтово,Р,Московская область,129000.0,,
Темиртау,KAZ,Карагандия,206100.0,,
Нджамена,TCH,Чад,,15.0,12.0
Норвич,ГБ,Норфолк,128100.0,,
Калгари,КН,Альберта,710677.0,-114.017,51.1
Кананга,ЗРЕ,Касаи,393030.0,,
&lt; &lt; Алькала де Хенарес &gt; &gt;,E,Мадрид,166250.0,,
Джакарта,РИ,Индонезия,8259266.0,106.5,-6.1
Лас Таблас,ПА,Лос Сантос,21100.0,,
Равалпинди,ПК,Пакистан,1290000.0,,
Гейдельберг,D,Баден Вуртемберг,138964.0,,
Инверсия,ГБ,Нагорья,,,
Масеру,ЛС,Лесото,75000.0,27.5,-29.3
Гавль,И,Гавлеборг,87431.0,17.0,60.4
Арапирака,КР,Серджип,173351.0,,
Мехиканос,ES,Сальвадор,145000.0,,
Цзянжин,ТДж,Цзянсу,213659.0,,
Прокопевский,Р,Кемеровская область,253000.0,,
Джалотао Дос Гуарарапе,КР,Пернамбуко,528973.0,,
Пачука де Сото,МЕКС,Идальго,83892.0,-98.4,20.1
Анкара,ТR,Анкара,2782200.0,32.8833,39.95
Ярен,NAU,Науру,,167.0,-1.0
Киаминь,ТДж,Фуцзянец,368786.0,,
Монгу,Z,Западный,,,
Теофило Отони,КР,Минас-Жерайс,127214.0,,
Маэбаши,J,Гумма,,,
Лекче,I,Пульья,102344.0,,
Зуг,CH,ZG,,,
Кабинда,АНГ,Кабинда,,,
Висенте Лопес,РЭ,Буэнос-Айрес,289142.0,,
Кембридж,ГБ,Кембриджшир,113800.0,,
Порто,Р,Порто,327368.0,,
Остролека,PL,Остролеки,,,
Брегенц,A,Ворарльберг,,9.45,47.3
Виктория,КН,Британская Колумбия,263180.0,-123.317,48.4167
Вальедупар,CO,Цезарь,265505.0,,
Шитяне,ТДж,Хабэй,273786.0,,
Тумако,CO,Нарино,114802.0,,
Лагос,ВАН,Нигерия,5686000.0,3.4,6.45
Баруэри,КР,Сан-Паулу,176740.0,,
Чунли,КР,Тайвань,295825.0,,
Куала-Лумпур,ТЗА,Федералы Куала-Лумпура,1145075.0,101.7,3.11667
Кабо-де-Санто-Агостиньо,КР,Пернамбуко,137295.0,,
Сент-Катарины,КН,Онтарио,129300.0,,
s Гертогенбос,Нл,Норд Брабант,199127.0,,
Рено,США,Невада,133850.0,-119.783,39.5
Катанзаро,I,Калабрия,103802.0,16.35,38.55
Обнинский,Р,Калужская область,108000.0,,
Бирмингем,США,Алабама,265347.0,-86.75,33.5667
Антакия,ТR,Хатай,137200.0,,
Сояпанго,ES,Сальвадор,251811.0,,
Сянтан,ТДж,Хунан,441968.0,,
Ангрен,Юзеф,Тоскент,132000.0,,
Хуазейро-ду-Норте,КР,Сеара,186490.0,,
Хайдерабад,СИН,Андхра Прадеш,3145939.0,78.2,17.1
Ноусли,ГБ,Мерсисайд,155300.0,,
Tlaquepaque,МЕКС,Халиско,328031.0,,
Ленинский,KAZ,Ленинск (муниципалитет),,,
Истли,ГБ,Гэмпшир,109600.0,,
Tirgu Mures,RO,Мозги,165000.0,,
Санта-Фе,РЭ,Санта-Фе,406388.0,-60.5,-31.5
Громовая бухта,КН,Онтарио,113746.0,-89.3167,48.3667
&lt; &lt; Эль-Прогресо &gt; &gt;,HCA,Йоро,70000.0,,
Тяньшуй,ТДж,Гансу,244974.0,,
Бандар Сери Бегаван,БРУ,Бруней,56300.0,115.0,5.0
Уганч,Юзеф,Хоразм,135000.0,,
Тангаил,БД,Бангладеш,114000.0,,
Бандунду,ЗРЕ,Бандунду,,17.4,3.3
Бандар Лампунг,РИ,Индонезия,636706.0,,
Амстердам,Нл,Норд Холланд,1101407.0,4.91667,52.3833
Сан-Педро Гарса Гарсия,МЕКС,Нуэво Леон,113017.0,,
Бур Саид,ЕТ,Бур Саид (музыка),382000.0,,
Порт-Луис,MS,Маврикий,,57.3,-20.3
Сиди Бел Эббс,DZ,Алжир,152778.0,,
Форт Уэйн,США,Индианаa,191839.0,-85.2,41.0
Сефтон,ГБ,Мерсисайд,292400.0,,
Эйндховен,Нл,Норд Брабант,395612.0,,
Санта-Лузия,КР,Парайба,152682.0,,
Сингапур,SGP,Сингапур,2558000.0,103.833,1.3
Ренн,F,Бретагн,197536.0,-1.4,48.1
Гранада,НИК,Никарагуа,79418.0,-86.0,11.9
Мемфис,США,Теннесси,618652.0,-90.0,35.05
Огбомосо,ВАН,Нигерия,644000.0,,
Гомес Паласио,МЕКС,Дюранго,164092.0,,
Сан-Леопольдо,КР,Рио-Гранди-ду-Сул,180741.0,,
Нампула,МПК,Нампула,250473.0,,
Ньютаун Сент-Боуэллс,ГБ,Границы,,,
Барнауль,Р,Альтайский крей,596000.0,,
Цюрих,CH,ZH,343106.0,,
Райбинск,Р,Ярославская область,248000.0,,
Тайбэй,КР,Тайвань,2626138.0,121.517,25.0333
Деба Хейб,ВАН,Нигерия,122000.0,,
Очистить воду,США,Флорида,98669.0,,
Мванза,ЕАТ,Мванза,223013.0,,
Торренс,США,Калифорния,133107.0,,
Тэгу,ОК,Южная Корея,2449139.0,,
Сан-Хосе-ду-Рио-Прето,КР,Сан-Паулу,323418.0,,
Мерида,E,Эстремадура,,,
&lt; &lt; Проболингго &gt; &gt;,РИ,Индонезия,177120.0,,
Ндола,Z,Медный ремень,376311.0,,
Винтертур,CH,ZH,86340.0,,
Гарланд,США,Техас,180635.0,,
Кричума,КР,Санта-Катарина,159033.0,,
Уагадугу,BF,Буркина-Фасо,,-2.0,12.0
Гранада,E,Андалусия,271180.0,,
Лелистад,Нл,Флеволенд,,,
Новости о Ньюпорте,США,Вирджиния,171439.0,,
Араука,CO,Араука,,,
Анда,ТДж,Хейлонгцзян,136446.0,,
Колатина,КР,Духовный дух Санто,103621.0,,
Пингсианг,ТДж,Цзянси,425579.0,,
Бинджай,РИ,Индонезия,181904.0,,
Кармартен,ГБ,Кармартеншир,,,
Дядя,ТДж,Чжэцзян,211526.0,,
Понта Дельгада,Р,Азоры,46102.0,-27.1,38.35
Джамшедпур,СИН,Бихар,478950.0,,
Анцирабе,РМ,Антананариву,100000.0,,
Хамм,D,Нордрхейн Вестфален,184020.0,,
Модолы,E,Мадрид,199141.0,,
Дакка,БД,Бангладеш,3839000.0,90.5,24.0
Загорск,Р,Московская область,114000.0,,
Шуанчэн,ТДж,Хейлонгцзян,142659.0,,
Вихрь,ГБ,Херефорд и Ворстер,,,
Малтан,ПК,Пакистан,1257000.0,,
Валенсия,E,Валенсия,764293.0,-0.383333,39.4667
Брюгге,B,Западный Фландрии,117799.0,3.2,51.1
Памплона,E,Наварр,182465.0,,
Ньюпорт,ГБ,Ньюпорт,137000.0,,
Лима,ПЭ,Лима,6321173.0,-77.05,-12.0833
Линц,A,Верхняя Австрия,203000.0,14.18,48.18
Чаке Каке,ЕАТ,Кусини Пемба,,,
Потсдам,D,Бранденбург,138268.0,13.1,52.4
Рошдейл,ГБ,Большой Манчестер,207100.0,,
Порто-Ново,Бен,Бенин,,2.4,6.3
Каменск Уральский,Р,Свердловская область,197000.0,,
