river,country,province
Убанги,РСС,Центральноафриканская Республика
Река Детройт,КН,Онтарио
Рио Сан-Франциско,КР,Минас-Жерайс
Река Колумбия,КН,Британская Колумбия
Изир,F,Рон-Алпес
Нельсон Ривер,КН,Манитоба
Пьэндш,AFG,Афганистан
Река Коннектикут,США,Нью-Гэмпшир
Тичино,CH,TI
Ривьер Ришелье,КН,Квебек
Атбара,ЭТО,Эфиопия
Амударья,AFG,Афганистан
Миссури,США,Монтана
Мюррей Ривер,AUS,Виктория
Брег,D,Баден Вуртемберг
Нарва,Р,Псковская область
Темба,ГБ,Уилтшир
Интенсивность,CH,ГР
Река Святого Лоуренса,КН,Квебек
Бенуэ,КАМ,Северный
Белый Нил,СУД,Aali a Nil
Бому,ЗРЕ,Верхний Заир
Рио Магдалена,CO,Уила
Оулуйоки,SF,Оулу
Евфрат,ТR,Малатья
Урал,Р,Республика Башкортостан
Тобол,Р,Оренбургская область
Парана,КР,Минас-Жерайс
Рио-Лерма,МЕКС,Наярит
Уэлл,ЗРЕ,Верхний Заир
Арувими,ЗРЕ,Верхний Заир
Арканзас,США,Колорадо
Гломма,Н,Тронделаг
Лейн,D,Нидераксен
Остердалаэльв,И,Даларна
Po,I,Пьемонт
Лукуга,ЗРЕ,Шаба/Катанга
Салуэн,ТДж,Тибет
Амударья,TAD,Хатлон
Луар,F,Рон-Алпес
Река Муррумбиджи,AUS,Новый Южный Уэльс
Индус,ТДж,Тибет
март,CZ,Североморавский
Южная Морава,MK,Чешская Республика
Саскачеванская река,КН,Альберта
Бому,РСС,Центральноафриканская Республика
Умеэльв,И,Вастерботтен
Синий Нил,ЭТО,Эфиопия
Aare,CH,БУДЬ
Шилка,Р,Читинская область
Ориноко,YV,Амазонки
Эльба,CZ,Виходосекский
Катун,Р,Репозиция Альтая
Западная Двина,Р,Смоленская область
Лаген,Н,Оппленд
Лимпопо,RSA,Гаутенг
Днепр,Р,Смоленская область
Люкни,ЗРЕ,Восточная Касаи
Верра,D,Тюринген
Одер,CZ,Североморавский
Луапула,Z,Луапула
Нил,СУД,Аль-Хартум
Теннесси,США,Северная Каролина
Хорошо.,Р,Орхольская область
Сохранить,SLO,Словения
Миссисипи,США,Миннесота
Вестердалаэльв,И,Даларна
Руки,ЗРЕ,Уравнение
Мозель,F,Лоррейн
Парагвай,КР,Мато Гроссо
Чир,МВт,Малави
Рио Сан-Хуан,НИК,Никарагуа
Фульда,D,Гессен
Иордания,RL,Ливан
Асахан,РИ,Индонезия
Река Аллегени,США,Пенсильвания
Гудзон Ривер,США,Нью-Йорк
Тейсс,UA,Черновецкая
Семлики,ЗРЕ,Киву
Мурат,ТR,Агри
Волга,Р,Тверская область
Некар,D,Баден Вуртемберг
Уэсер,D,Нидераксен
&lt; &lt; Рио Гранде &gt; &gt;,США,Колорадо
Маас,F,Шампанское Арден
Касаи,АНГ,Моксико
Сомнения,F,Фрэнше Комте
Дон,Р,Тульская область
Доуро,E,Кастиль и Леон
Кимижоки,SF,Хеме
Колорадо,США,Колорадо
Гуадиана,E,Кастиль Ла Манча
Черный кусок,MK,Чешская Республика
Сенегал,RG,Гвинея
Вольта,BF,Буркина-Фасо
Оранье,ЛС,Лесото
Рааб,A,Штирия
Уругвай,КР,Рио-Гранди-ду-Сул
Тибер,I,Умбриа
Карасу,ТR,Эрзурум
