river,country,province
Вааль,RSA,Мпумаланга
Северная Двина,Р,Вологодская область
Синий Нил,СУД,Нил аль-Асрак
Кокемаенейоки,SF,Турку-Пори
Мурат,ТR,Бинголь
Гуадиана,Р,Алгарв
Морава,ОПП,Сербия
Вейксель,PL,Седлекки
Маникуаган,КН,Квебек
Драу,Н,Зала
Рио Магдалена,CO,Кальдас
Янгце,ТДж,Цзянсу
Амазонки,CO,Амазонки
Рейн,CH,АГ
Нил,СУД,Аль-Хартум
Амазонки,ПЭ,Куско
Днепр,UA,Запориска
Мюррей Ривер,AUS,Новый Южный Уэльс
Днестр,UA,Львовская
Саскачеванская река,КН,Манитоба
Дорогая Ривер,AUS,Новый Южный Уэльс
Рио Сан-Хуан,НИК,Никарагуа
Драу,SLO,Словения
Нарын,Юзеф,Тоскент
Шари,РСС,Центральноафриканская Республика
Донау,RO,&lt; &lt; Карас Северин &gt; &gt;
Рузизи,БИ,Бурунди
Сена,F,Бургонский
Волга,Р,Саратовская область
Прайт,RO,Васлуй
Иравадди,ТДж,Юннан
Река Маккензи,КН,Северо-западные территории
Куило,АНГ,Моксико
Арно,I,Тоскана
Брахмапутра,БД,Бангладеш
Маас,B,Лимбург
Сенегал,SN,Тамбакунда
Река Ниагара,КН,Онтарио
Парана,КР,Мато Гроссо-ду-Сул
Река Грузовик,США,Калифорния
Уэлл,ЗРЕ,Верхний Заир
Евфрат,ИРК,Бабиль
Доуро,Р,Vila Real
Пьэндш,TAD,Бадахшони Куни
Мозель,F,Лоррейн
Etsch,I,Трентино Альто Адиге
Унасджоки,SF,Лаппия
Лех,A,Ворарльберг
Евфрат,ИРК,Ди-Кар
Вуокси,SF,Кими
Маас,B,Намур
Ишим,KAZ,Карагандия
март,CZ,Джигоморавский
Волга,Р,Волгоградская область
Собачья,СУД,Aali a Nil
Ломами,ЗРЕ,Киву
Эннс,A,Зальцбург
Тигр,ИРК,Дахук
Иравадди,МЬЯ,Соревнование
Донау,RO,Дольдж
Бригач,D,Баден Вуртемберг
Прайт,UA,Ивано Франкивска
Заир,ЗРЕ,Бас Заир
Белый Нил,СУД,Aali a Nil
Таджо,Р,Лиссабон
Ориноко,YV,Амазонки
Тейсс,Н,Борсод Абаудж Земплен
Тигр,ТR,Мардин
Рио-Негро,КР,Рорайма
Иордания,ЗАХОД,Западный берег
Амударья,Юзеф,Самарканд
Сенегал,RG,Гвинея
Тичино,CH,TI
Вейксель,PL,Тарнобжеское
Гломма,Н,Акершус
Парагвай,РЭ,Чако
Изир,F,Рон-Алпес
Волга,Р,Тверская область
Молдау,CZ,Праха
Мёр,A,Зальцбург
Po,I,Пьемонт
Парагвай,PY,Парагвай
Семлики,ЗРЕ,Киву
Эбро,E,Каталония
Уругвай,Ру,Уругвай
Урал,Р,Республика Башкортостан
Ольт,RO,Харгита
март,A,Нижняя Австрия
Амударья,Юзеф,Каракальпогистон
Уругвай,РЭ,Миссионес
Тобол,Р,Тюменская область
Джениссдж,Р,Репозиция Тивы
Джокулса Фьоэллум,ИУ,Италия
Луалаба,ЗРЕ,Верхний Заир
Синий Нил,СУД,Аль-Хартум
О,Р,Томская область
Маас,Нл,Гелдерленд
Заир,ЗРЕ,Верхний Заир
Иравадди,ТДж,Тибет
Рио Магдалена,CO,Магдалена
Миссури,США,Айова
Сон,F,Рон-Алпес
Вейксель,PL,Гданьское
Черный кусок,MK,Чешская Республика
Мёр,Н,Зала
Гломма,Н,Тронделаг
Парана,РЭ,Санта-Фе
Гаронн,F,Лангедокс Русиллон
Иллер,A,Ворарльберг
Янгце,ТДж,Цинхай
Днепр,UA,Киевска
Саар,D,Rheinland Pfalz
Санага,КАМ,Эст
Река Детройт,КН,Онтарио
Пибор,СУД,Aali a Nil
Вуокси,SF,Куопио
Гуадиана,Р,Беджа
Ньюа,Р,Ленинградская область
Санага,КАМ,Центр
Луар,F,Платежи за обучение в Луаре
Тибер,I,Тоскана
Днестр,UA,Черновецкая
Некар,D,Баден Вуртемберг
Сена,F,Иль де Франция
Далаэльв,И,Уппсала
Ангара,Р,Красноярский крей
Хванхо,ТДж,Цинхай
Люкни,ЗРЕ,Восточная Касаи
Мурат,ТR,Элазиг
Люкни,ЗРЕ,Касаи
Вейксель,PL,Торунский
Доуро,E,Кастиль и Леон
Бенуэ,ВАН,Нигерия
Миссури,США,Канзас
Сон,F,Бургонский
Парана,РЭ,Федеральный департамент
Гётаэльв,И,Готеборг ох Бохус
Янгце,ТДж,Хабэй
Лаген,Н,Оппленд
Сальзах,A,Зальцбург
Одер,PL,Шчинский
Габариты,СИН,Западный Бенгал
Тичино,I,Пьемонт
Донау,RO,Иаломита
Евфрат,ИРК,Аль-Кадисия
Темба,ГБ,Кент
Мюррей Ривер,AUS,Южная Австралия
Токантины,КР,Токантины
Ольт,RO,Ольт
Хорошо.,Р,Тульская область
Рейн,CH,SG
Индус,ПК,Пакистан
Гуадиана,E,Кастиль Ла Манча
Нил,ЕТ,Эль-Калубия
Волга,Р,Самарская область
Тобол,KAZ,Кустанай
Мёр,SLO,Словения
Темба,ГБ,Большой Лондон
Лена,Р,Республика Саха
Урал,KAZ,Атырау
Брахмапутра,СИН,Аруначал-Прадеш
Черный кусок,AL,Австралия
Петшора,Р,Архангельская область
Куило,АНГ,Би
Санага,КАМ,Кот/литератор
Одер,PL,Горцовски
Миссисипи,США,Миннесота
Ишим,KAZ,Солтустик Казакстан
Нил,ЕТ,Эль-Кахира
Санга,КАМ,Эст
Волга,Р,Астраханская область
Вестердалаэльв,И,Даларна
Рио Магдалена,CO,Уила
Миссури,США,Небраска
Волга,Р,Ивановская область
Река Аллегени,США,Нью-Йорк
Тибер,I,Лацио
Рио Сан-Хуан,ЧР,Эредия
Парагвай,БОЛ,Боливия
Северная Двина,Р,Архангельская область
Тшуапа,ЗРЕ,Уравнение
Урал,Р,Челябинская область
Шабель,СП,Сомали
Ориноко,YV,Анзоатеги
Меконг,ТДж,Юннан
Ривер Огайо,США,Западная Вирджиния
Тигр,ИРК,Майсан
Волга,Р,Республика Татарстан
Иравадди,МЬЯ,Мандалай
Токантины,КР,Маранхао
Атбара,СУД,Эш Шамалия
Чатанга,Р,Красноярский крей
&lt; &lt; Рио Гранде &gt; &gt;,МЕКС,Чиуауа
Aare,CH,БУДЬ
Гвадалкивир,E,Андалусия
Лейн,D,Нидераксен
Донау,D,Байерн
Шилка,Р,Читинская область
Тигр,ИРК,Валит
Куанго,АНГ,Лунда Норте
Таджо,Р,Сантарем
Донау,RO,Константаa
Евфрат,ИРК,Аль Басра
Евфрат,ИРК,Аль-Анбар
Донау,БГ,Австралия
Лех,A,Тирол
Доуро,Р,Авейро
Карун,IR,Бойер Ахмад и Кохкилуйе
Умеэльв,И,Вастерботтен
Далаэльв,И,Даларна
Луар,F,Овернь
Одер,D,Саксен
Саар,D,Саарленд
Западная Двина,Клянусь!,Беларусь
Иордания,Ил,Север
Касаи,ЗРЕ,Касаи
Касаи,АНГ,Лунда Сул
Парана,РЭ,Энтр-Риос
Роун,CH,VD
Тейсс,Н,Хадду Бихар
Темба,ГБ,Беркшир
Сирдарья,Юзеф,Наманган
