name,country,population,area,capital,capprov
Кайин,МЬЯ,1055400,30383.0,Привет.,Кайин
Бурса,ТR,1603137,11043.0,Бурса,Бурса
Джурджиу,RO,325000,3810.0,Джурджиу,Джурджиу
Род-Айленд,США,987429,3139.0,Провидение,Род-Айленд
Грациалы,HCA,39000,16630.0,Пуэрто-Лемпира,Грациалы
Филиппины,РП,74480848,,Манила,Филиппины
Пензенская область,Р,1562300,43200.0,Пенза,Пензенская область
Краковски,PL,1238100,3254.0,Краков,Краковски
Санкт Питербург,Р,4801500,0.0,Санкт Питербург,Санкт Питербург
Навэй,Юзеф,715000,110800.0,Навэй,Навэй
Мадрид,E,5034548,8028.0,Мадрид,Мадрид
Киото,J,2629592,4613.0,Киото,Киото
Фаргона,Юзеф,2338000,7100.0,Фаргона,Фаргона
Уила,АНГ,869000,75002.0,Лубанго,Уила
Джигоморавский,CZ,2059000,15028.0,Брно,Джигоморавский
BL,CH,252331,517.0,Лжебный,BL
Магдалена,CO,890934,23188.0,Санта Марта,Магдалена
Калининградская область,Р,932200,15100.0,Калининград,Калининградская область
Сирия,СИР,15608648,,Дамаск,Сирия
Бур Саид (музыка),ЕТ,461000,72.0,Бур Саид,Бур Саид (музыка)
Константаa,RO,737000,7055.0,Константаa,Константаa
Западный Бенгал,СИН,68077965,88752.0,Калькутта,Западный Бенгал
Гелдерленд,Нл,1864732,4995.0,Арнем,Гелдерленд
Восточная Фландрия,B,1340056,2982.0,Гент,Восточная Фландрия
Похджольс-Карджала,SF,177000,,Йоэнсуу,Похджольс-Карджала
Айти,J,6868336,5138.0,Нагоя,Айти
Балеарские острова,E,736865,4992.0,Пальма-де-Мальорка,Балеарские острова
&lt; &lt; Норд Пас де Кале &gt; &gt;,F,3965000,12413.0,Лилль,&lt; &lt; Норд Пас де Кале &gt; &gt;
Эль-Бухайра,ЕТ,3602000,10130.0,Даманхур,Эль-Бухайра
Эль-Искандария,ЕТ,3170000,2679.0,Александрия,Эль-Искандария
Иньямбане,МПК,1157000,68615.0,Иньямбане,Иньямбане
Джунин,ПЭ,1132448,44409.0,Уанкайо,Джунин
Точиги,J,1984390,6414.0,Утсономия,Точиги
Палау,ПАЛ,16952,,Мелекок,Палау
Амурская область,Р,1037800,363700.0,Благовешенск,Амурская область
Кабардино Балкар Реп.,Р,789900,12500.0,Налкик,Кабардино Балкар Реп.
Aali a Nil,СУД,1599605,238792.0,Малакал,Aali a Nil
Гуанакаст,ЧР,254530,10141.0,Либерия,Гуанакаст
Moere og Romsdal,Н,237290,,Молде,Moere og Romsdal
Salah ad Din,ИРК,723500,26175.0,Самарра,Salah ad Din
Тарнобжеское,PL,604300,6283.0,Тарнобжег,Тарнобжеское
Миссисипи,США,2730501,123514.0,Джексон,Миссисипи
Пекс (муниципалитет),Н,171600,113.0,Печенье,Пекс (муниципалитет)
НО,CH,36466,276.0,Стэнс,НО
Ламбайеке,ПЭ,1009655,14231.0,Чиклайо,Ламбайеке
Санлиурфа,ТR,1001455,18584.0,Урфа,Санлиурфа
Люксембург,B,234664,4441.0,Арлон,Люксембург
Сакарья,ТR,683061,4817.0,Сакарья,Сакарья
Аквитан,F,2796000,41309.0,Бордо,Аквитан
Висконсин,США,5169677,145436.0,Мэдисон,Висконсин
Веспрем,Н,378300,4689.0,Веспрем,Веспрем
Мурманская область,Р,1048000,144900.0,Мурманск,Мурманская область
Сомоги,Н,340000,6035.0,Капостар,Сомоги
Джонкопинг,И,309738,9944.0,Джонкопинг,Джонкопинг
Северный Йоркшир,ГБ,720900,8309.0,Норталлертон,Северный Йоркшир
Саба,ТЗА,1736902,73620.0,Кота Кинабалу,Саба
Бени Сюф,ЕТ,1586000,1322.0,Бени Сюф,Бени Сюф
Острова Кука,КОК,11870,,Аваруа,Острова Кука
Тете,МПК,734600,100724.0,Тете,Тете
Эль-Дакалия,ЕТ,3828000,3471.0,Эль-Мансура,Эль-Дакалия
Эль-Гарбия,ЕТ,3113000,1942.0,Танта,Эль-Гарбия
Индианаa,США,5864108,93719.0,Индианаполис,Индианаa
Байбурт,ТR,107330,3652.0,Байбурт,Байбурт
Воссоединение,ВРЕМЯ,679198,,Сент-Денис,Воссоединение
