season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2013,143,1266,71,1274,61,Н,0
1998,138,1163,78,1231,68,Н,0
1989,145,1276,102,1438,65,Н,0
2006,137,1322,64,1234,63,Н,0
1992,136,1272,80,1337,70,Н,0
2011,134,1421,81,1114,77,Н,1
2006,144,1206,63,1455,55,Н,0
1999,139,1181,97,1409,56,Н,0
1995,146,1116,68,1438,61,Н,0
2000,136,1328,74,1457,50,Н,0
1988,139,1435,80,1338,74,Н,1
1995,138,1448,64,1387,59,Н,0
1998,138,1428,75,1116,69,Н,0
2008,137,1400,74,1122,54,Н,0
1985,137,1181,75,1337,62,Н,0
1992,138,1326,78,1163,55,Н,0
2003,137,1196,85,1358,55,Н,0
2014,137,1390,58,1307,53,Н,0
2001,146,1277,69,1396,62,Н,0
1994,139,1231,67,1396,58,Н,0
2014,136,1196,67,1107,55,Н,0
1995,138,1268,82,1400,68,Н,0
1985,138,1120,66,1242,64,Н,0
1986,144,1242,96,1277,86,Н,1
1986,137,1268,69,1337,64,Н,0
1988,137,1268,92,1364,82,Н,0
2008,146,1272,85,1400,67,Н,0
1995,154,1417,89,1116,78,Н,0
2005,137,1257,68,1418,62,Н,0
2004,136,1400,66,1343,49,Н,0
1997,139,1390,72,1448,66,Н,0
1992,143,1246,87,1269,77,Н,0
1992,144,1272,83,1210,79,Н,1
1999,144,1396,77,1345,55,Н,0
2001,137,1196,69,1443,56,Н,0
2004,137,1153,80,1190,77,Н,0
2007,144,1196,65,1139,57,Н,0
1995,144,1116,96,1272,91,Н,1
1991,145,1424,77,1371,65,Н,0
1988,136,1328,94,1151,66,Н,0
1988,144,1243,73,1345,70,Н,0
