id,lgid,teamid,franchid,name,park
98,AL,SEA,SEA,Seattle Mariners,Safeco Field
28,AA,PT1,PIT,Pittsburg Alleghenys,Recreation Park
312,UA,SPU,STP,St. Paul White Caps,
306,UA,CHU,CPI,Chicago/Pittsburgh (Union League),
291,NL,WAS,WSN,Washington Nationals,Nationals Park
11,AA,CL5,CBK,Columbus Buckeyes,Recreation Park I
205,NL,CN1,CNR,Cincinnati Reds,Avenue Grounds
116,AL,WS2,TEX,Washington Senators,R.F.K. Stadium
133,,BS1,BNA,Boston Red Stockings,South End Grounds I
103,AL,TEX,TEX,Texas Rangers,Ameriquest Field
289,NL,TRN,TRT,Troy Trojans,Troy Ball Club Grounds
148,,SL1,SLR,St. Louis Red Stockings,Red Stocking Baseball Park
149,,SL2,SNA,St. Louis Brown Stockings,Grand Avenue Park
86,AL,NYA,NYY,New York Yankees,Yankee Stadium III
46,AL,BOS,BOS,Boston Red Sox,Huntington Avenue Grounds
144,,PH1,PNA,Philadelphia Athletics,Jefferson Street Grounds
84,AL,NYA,NYY,New York Yankees,Yankee Stadium I
245,NL,NYN,NYM,New York Mets,Polo Grounds IV
250,NL,PHI,PHI,Philadelphia Phillies,Citizens Bank Park
220,NL,IN1,IBL,Indianapolis Blues,South Street Park
145,,PH2,PWS,Philadelphia Whites,Jefferson Street Grounds
38,AL,ANA,ANA,Anaheim Angels,Angels Stadium of Anaheim
293,NL,WOR,WOR,Worcester Ruby Legs,Worcester Driving Park Grounds
203,NL,CL4,CLV,Cleveland Spiders,League Park I
190,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I/Lake Front Park II
41,AL,BAL,BAL,Baltimore Orioles,Oriole Park at Camden Yards
150,,TRO,TRO,Troy Haymakers,Haymakers' Grounds
212,NL,FLO,FLA,Florida Marlins,Pro Player Stadium
175,NL,BSN,ATL,Boston Bees,Braves Field
255,NL,PHI,PHI,Philadelphia Quakers,Philadelphia Baseball Grounds
9,AA,BS2,BRS,Boston Reds,Congress Street Grounds
247,NL,PHI,PHI,Philadelphia Blue Jays,Shibe Park
187,NL,CHN,CHC,Chicago Orphans,West Side Park II
227,NL,LS3,LOU,Louisville Colonels,Eclipse Park I
52,AL,CHA,CHW,Chicago White Sox,South Side Park II/Comiskey Park
280,NL,SLN,STL,St. Louis Cardinals,Busch Stadium III
60,AL,CLE,CLE,Cleveland Indians,Progressive Field
159,NL,BFN,BUF,Buffalo Bisons,Olympic Park I
272,NL,SFN,SFG,San Francisco Giants,PacBell Park
72,AL,LAA,ANA,Los Angeles Angels,Dodger Stadium
303,UA,ALT,ALT,Altoona Mountain City,
31,AA,SL4,STL,St. Louis Brown Stockings,Sportsman's Park I
188,NL,CHN,CHC,Chicago White Stockings,23rd Street Grounds
181,NL,BSN,ATL,Boston Rustlers,South End Grounds III
297,PL,BSP,BRS,Boston Reds,
260,NL,PIT,PIT,Pittsburgh Pirates,Exposition Park/Forbes Field
58,AL,CLE,CLE,Cleveland Indians,League Park II
279,NL,SLN,STL,St. Louis Cardinals,Busch Stadium II
56,AL,CLE,CLE,Cleveland Indians,Cleveland Stadium
77,AL,MIN,MIN,Minnesota Twins,Metropolitan Stadium
249,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl/Shibe Park
69,AL,KCA,KCR,Kansas City Royals,Kauffman Stadium
4,AA,BL3,BLO,Baltimore Orioles,Union Park
281,NL,SLN,STL,St. Louis Cardinals,Robison Field
24,AA,PH4,PHA,Philadelphia Athletics,Jefferson Street Grounds
174,NL,BSN,ATL,Boston Beaneaters,South End Grounds III
54,AL,CLE,CLE,Cleveland Blues,League Park I
241,NL,NY1,SFG,New York Giants,Polo Grounds IV
228,NL,LS3,LOU,Louisville Colonels,Eclipse Park II
163,NL,BRO,LAD,Brooklyn Bridegrooms,Washington Park II
189,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I
255,NL,PHI,PHI,Philadelphia Quakers,Philadelphia Baseball Grounds
238,NL,NY1,SFG,New York Giants,Polo Grounds II
272,NL,SFN,SFG,San Francisco Giants,PacBell Park
244,NL,NYN,NYM,New York Mets,Citi Field
65,AL,DET,DET,Detroit Tigers,Comerica Park
70,AL,KCA,KCR,Kansas City Royals,Municipal Stadium II
52,AL,CHA,CHW,Chicago White Sox,South Side Park II/Comiskey Park
33,AA,SR2,SYS,Syracuse Stars,Star Park II
289,NL,TRN,TRT,Troy Trojans,Troy Ball Club Grounds
228,NL,LS3,LOU,Louisville Colonels,Eclipse Park II
191,NL,CHN,CHC,Chicago White Stockings,Lake Front Park II
75,AL,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
211,NL,FLO,FLA,Florida Marlins,Joe Robbie Stadium
