hofid,yearid,votedby,ballots,needed,votes,inducted,category
schanwa01h,1958,BBWAA,266.0,200.0,8.0,N,Player
bailobo01h,1991,BBWAA,443.0,333.0,0.0,N,Player
pennohe01h,1947,BBWAA,161.0,121.0,86.0,N,Player
kaatji01h,1993,BBWAA,423.0,318.0,125.0,N,Player
russeje01h,2002,BBWAA,472.0,354.0,0.0,N,Player
bresnro01h,1939,BBWAA,274.0,206.0,67.0,N,Player
mayle01h,1988,BBWAA,427.0,321.0,3.0,N,Player
kellejo01h,1939,BBWAA,274.0,206.0,1.0,N,Player
hackst01h,1958,BBWAA,266.0,200.0,6.0,N,Player
cronijo01h,1947,BBWAA,161.0,121.0,6.0,N,Player
altroni01h,1956,BBWAA,193.0,145.0,1.0,N,Player
cepedor01h,1980,BBWAA,385.0,289.0,48.0,N,Player
burdele01h,1979,BBWAA,432.0,324.0,53.0,N,Player
planked01h,1945,BBWAA,247.0,186.0,33.0,N,Player
faberre01h,1951,BBWAA,226.0,170.0,8.0,N,Player
wanerll01h,1962,BBWAA,160.0,120.0,5.0,N,Player
kellech01h,1960,BBWAA,269.0,202.0,7.0,N,Player
jackstr01h,1955,BBWAA,251.0,189.0,5.0,N,Player
marquru01h,1949,BBWAA,153.0,115.0,4.0,N,Player
lombaer01h,1950,BBWAA,168.0,126.0,3.0,N,Player
schalra01h,1955,BBWAA,251.0,189.0,113.0,N,Player
pascuca02h,1977,BBWAA,383.0,288.0,3.0,N,Player
santoro01h,1994,BBWAA,456.0,342.0,150.0,N,Player
chancfr01h,1939,BBWAA,274.0,206.0,158.0,N,Player
torrejo01h,1991,BBWAA,443.0,333.0,41.0,N,Player
mcmilro01h,1973,BBWAA,380.0,285.0,5.0,N,Player
barnero01h,1936,Veterans,78.0,59.0,3.0,N,Player
johnsde01h,1982,BBWAA,415.0,312.0,0.0,N,Player
torremi01h,1990,BBWAA,444.0,333.0,1.0,N,Player
kellech01h,1970,BBWAA,300.0,225.0,7.0,N,Player
selkige01h,1953,BBWAA,264.0,198.0,1.0,N,Player
pennohe01h,1948,BBWAA,121.0,91.0,94.0,Y,Player
deandi01h,1951,BBWAA,226.0,170.0,145.0,N,Player
johnsba99h,1937,Centennial,,,,Y,Pioneer/Executive
johnto01h,1997,BBWAA,473.0,353.0,97.0,N,Player
clarkjo01h,1936,Veterans,78.0,59.0,5.0,N,Player
sainjo01h,1971,BBWAA,360.0,270.0,11.0,N,Player
vanceda01h,1938,BBWAA,262.0,197.0,10.0,N,Player
suttodo01h,1995,BBWAA,460.0,345.0,264.0,N,Player
hodgegi01h,1973,BBWAA,380.0,285.0,218.0,N,Player
suttebr01h,2000,BBWAA,499.0,375.0,192.0,N,Player
thomsbo01h,1969,BBWAA,340.0,255.0,6.0,N,Player
grimmch01h,1952,BBWAA,234.0,176.0,6.0,N,Player
