charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1338166,5235,482,4,1999-07-22T10:46:33,1087.0,5235,
1396075,3504,470,5,1999-08-08T10:51:02,4016.0,3504,
89589,9852,413,5,1999-09-09T10:50:32,3169.0,19852,
1447108,9582,491,2,1999-09-08T10:47:15,4866.0,19582,
1885750,9009,302,4,1999-07-22T10:50:14,3057.0,9009,
1306999,8643,469,6,1999-09-13T10:44:08,4323.0,28643,
656948,8020,487,6,1999-09-02T10:48:00,2384.0,18020,
1418023,6926,461,4,1999-09-15T10:44:58,4082.0,26926,
1078266,9984,500,5,1999-09-13T10:49:39,2332.0,29984,
565557,5468,485,10,1999-09-16T10:48:39,4381.0,25468,
1415211,7854,158,6,1999-08-21T10:44:45,4270.0,17854,
995184,9994,368,7,1999-06-18T10:50:58,3136.0,9994,
929789,9718,429,7,1999-06-21T10:45:54,2998.0,9718,
1256148,8228,474,3,1999-07-09T10:47:56,2701.0,8228,
94184,7053,483,10,1999-06-27T10:50:53,2045.0,7053,
1955550,9648,485,9,1999-09-08T10:47:53,2231.0,19648,
1134890,9035,485,7,1999-07-11T10:46:18,1826.0,9035,
841752,9820,493,10,1999-09-28T10:46:50,3093.0,29820,
856867,7890,454,8,1999-07-18T10:47:59,1481.0,7890,
1525845,4878,492,7,1999-07-04T10:45:36,4776.0,4878,
513160,9778,470,7,1999-09-22T10:44:36,2966.0,29778,
1321266,4763,500,8,1999-08-13T10:45:13,2793.0,14763,
559948,8362,371,6,1999-08-23T10:48:12,4984.0,18362,
600557,9919,485,6,1999-08-23T10:43:40,3615.0,19919,
707346,8273,378,4,1999-09-10T10:44:10,719.0,18273,
1170637,6950,427,4,1999-08-29T10:49:03,4667.0,16950,
1486529,7841,401,3,1999-06-27T10:50:17,3726.0,7841,
1464272,5893,159,4,1999-09-15T10:48:33,1689.0,25893,
1492828,8911,495,4,1999-09-05T10:50:47,1649.0,18911,
1954628,9373,282,10,1999-08-05T10:47:49,3060.0,9373,
1456925,5779,422,4,1999-10-12T10:48:00,584.0,25779,
1600903,8652,198,10,1999-07-05T10:43:42,4078.0,8652,
1094425,9904,464,2,1999-06-17T10:50:54,4844.0,9904,
1185625,2825,343,3,1999-07-18T10:50:13,4834.0,2825,
695559,9198,488,9,1999-09-07T10:50:59,4999.0,19198,
506454,4940,482,10,1999-09-03T10:44:06,3910.0,14940,
735409,6740,446,7,1999-06-30T10:46:20,1404.0,6740,
1951930,8890,488,2,1999-08-16T10:47:37,3678.0,18890,
1559846,8120,453,6,1999-08-04T10:48:12,1729.0,8120,
1738228,9464,490,10,1999-08-28T10:46:34,828.0,19464,
1604997,6459,421,2,1999-09-19T10:44:00,1164.0,26459,
1263761,6343,488,2,1999-09-17T10:48:30,3251.0,26343,
1220859,3650,500,6,1999-06-19T10:45:11,3940.0,3650,
1457307,6228,316,8,1999-09-21T10:48:01,2273.0,26228,
804294,5598,478,7,1999-07-21T10:43:57,4304.0,5598,
29400,6452,497,2,1999-07-14T10:45:52,2955.0,6452,
708964,5116,480,3,1999-08-24T10:44:17,910.0,15116,
1553507,9900,427,2,1999-08-17T10:47:44,3140.0,19900,
532428,8401,485,5,1999-07-13T10:46:07,2576.0,8401,
797343,6974,500,4,1999-09-05T10:51:08,283.0,16974,
