orderid,productid,unitprice,quantity,discount
10703,73,15.0,35,0.0
10486,74,8.0,16,0.0
10524,30,25.89,10,0.0
10847,1,18.0,80,0.0
10527,4,22.0,50,0.0
10333,71,17.2,40,0.0
10359,60,27.2,80,0.0
10338,17,31.2,20,0.0
11067,41,9.65,9,0.0
10706,16,17.45,20,0.0
10263,30,20.7,60,0.0
10307,62,39.4,10,0.0
10455,61,22.8,25,0.0
10674,23,9.0,5,0.0
10847,37,26.0,60,0.0
10491,44,15.5,15,0.0
10808,76,18.0,50,0.0
10987,72,34.8,20,0.0
10956,47,9.5,14,0.0
10545,11,21.0,10,0.0
10661,39,18.0,3,0.0
10761,25,14.0,35,0.0
11023,7,30.0,4,0.0
10806,2,19.0,20,0.0
10382,18,50.0,9,0.0
10916,16,17.45,6,0.0
10424,35,14.4,60,0.0
10546,7,30.0,10,0.0
10314,62,39.4,25,0.0
10820,56,38.0,30,0.0
10458,56,30.4,15,0.0
10544,67,14.0,7,0.0
10609,1,18.0,3,0.0
10611,2,19.0,10,0.0
10790,56,38.0,20,0.0
10755,69,36.0,25,0.0
10714,58,13.25,12,0.0
11025,13,6.0,20,0.0
10567,31,12.5,60,0.0
10537,72,34.8,21,0.0
10433,56,30.4,28,0.0
10811,40,18.4,30,0.0
10802,62,49.3,5,0.0
10769,62,49.3,15,0.0
10361,39,14.4,54,0.0
10555,56,38.0,40,0.0
10404,49,16.0,30,0.0
10544,28,45.6,7,0.0
10312,28,36.4,4,0.0
10727,59,55.0,10,0.0
10294,43,36.8,15,0.0
10989,41,9.65,4,0.0
10977,47,9.5,30,0.0
10457,59,44.0,36,0.0
11046,32,32.0,15,0.0
10764,39,18.0,130,0.0
10362,54,5.9,24,0.0
10518,38,263.5,15,0.0
10584,31,12.5,50,0.0
10646,1,18.0,15,0.0
10635,22,21.0,40,0.0
10551,16,17.45,40,0.0
11021,51,53.0,44,0.0
11032,36,19.0,35,0.0
10406,1,14.4,10,0.0
10764,3,10.0,20,0.0
10679,59,55.0,12,0.0
10809,52,7.0,20,0.0
10322,52,5.6,20,0.0
10800,11,21.0,50,0.0
10512,24,4.5,10,0.0
10614,39,18.0,5,0.0
10959,75,7.75,20,0.0
10734,6,25.0,30,0.0
10539,21,10.0,15,0.0
10657,41,9.65,24,0.0
10546,35,18.0,30,0.0
10293,24,3.6,10,0.0
11031,71,21.5,16,0.0
10646,77,13.0,35,0.0
10556,72,34.8,24,0.0
10875,19,9.2,25,0.0
10300,68,10.0,20,0.0
10708,36,19.0,5,0.0
10765,65,21.05,80,0.0
10649,28,45.6,20,0.0
10504,61,28.5,25,0.0
10703,59,55.0,35,0.0
10888,2,19.0,20,0.0
11032,38,263.5,25,0.0
10733,28,45.6,20,0.0
10763,24,4.5,20,0.0
10345,8,32.0,70,0.0
10995,51,53.0,20,0.0
10684,47,9.5,40,0.0
10836,64,33.25,30,0.0
11034,61,28.5,6,0.0
10843,51,53.0,4,0.0
10902,55,24.0,30,0.0
10389,62,39.4,20,0.0
10672,71,21.5,12,0.0
10295,56,30.4,4,0.0
10799,13,6.0,20,0.0
10253,31,10.0,20,0.0
10307,68,10.0,3,0.0
10826,57,19.5,15,0.0
