orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10253,HANAR,3,1996-07-10T00:00:00,1996-07-24T00:00:00,1996-07-16T00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil
10263,ERNSH,9,1996-07-23T00:00:00,1996-08-20T00:00:00,1996-07-31T00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10293,TORTU,1,1996-08-29T00:00:00,1996-09-26T00:00:00,1996-09-11T00:00:00,3,21.18,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10294,RATTC,4,1996-08-30T00:00:00,1996-09-27T00:00:00,1996-09-05T00:00:00,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10295,VINET,2,1996-09-02T00:00:00,1996-09-30T00:00:00,1996-09-10T00:00:00,2,1.15,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,,51100,France
10300,MAGAA,2,1996-09-09T00:00:00,1996-10-07T00:00:00,1996-09-18T00:00:00,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10307,LONEP,2,1996-09-17T00:00:00,1996-10-15T00:00:00,1996-09-25T00:00:00,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10312,WANDK,2,1996-09-23T00:00:00,1996-10-21T00:00:00,1996-10-03T00:00:00,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10314,RATTC,1,1996-09-25T00:00:00,1996-10-23T00:00:00,1996-10-04T00:00:00,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10322,PERIC,7,1996-10-04T00:00:00,1996-11-01T00:00:00,1996-10-23T00:00:00,3,0.4,Pericles Comidas clsicas,Calle Dr. Jorge Cash 321,Mxico D.F.,,5033,Mexico
10333,WARTH,5,1996-10-18T00:00:00,1996-11-15T00:00:00,1996-10-25T00:00:00,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10338,OLDWO,4,1996-10-25T00:00:00,1996-11-22T00:00:00,1996-10-29T00:00:00,3,84.21,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10345,QUICK,2,1996-11-04T00:00:00,1996-12-02T00:00:00,1996-11-11T00:00:00,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10359,SEVES,5,1996-11-21T00:00:00,1996-12-19T00:00:00,1996-11-26T00:00:00,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10361,QUICK,1,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-03T00:00:00,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10362,BONAP,3,1996-11-25T00:00:00,1996-12-23T00:00:00,1996-11-28T00:00:00,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10382,ERNSH,4,1996-12-13T00:00:00,1997-01-10T00:00:00,1996-12-16T00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10389,BOTTM,4,1996-12-20T00:00:00,1997-01-17T00:00:00,1996-12-24T00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
