name,code,capital,province,area,population
Германия,Да,Берлин,Берлин,356910.0,83536115
Сваилиленд,СД,Мбабане,Сваилиленд,17360.0,998730
Чехла́вская Респу́блика,ЧЗ,Прага,Прага,78703.0,10321120
Румыния,"Okay, I will only provide translations from now on. Please provide me with the text you would like me to translate.",Бухарест,Бухарест,237500.0,21657162
Мозамбик,МOC,Мапуту,Мапуто (город),801590.0,17877927
Непал,Неп,Катманду,Непал,140800.0,22094033
Сент-Элену,ХЕЛКС,Джеймстаун,Сент-Элену,413.0,7637
Китай,ТЖ,Пекин,Пекин (город),9596960.0,1210004956
Италия,я,Рим,Лazio,301230.0,57460274
Руанда,АВ,Кигали,Руанда,26340.0,6853359
Литва,Да,Вильнюс,Литва,65200.0,3646041
Туркмения,TM,Ашгабат,Ахол,488100.0,4149283
Судан,"Это что-то вроде ""sud"" по-русски?",Хартум,Ал Хартум,2505810.0,31547543
Украина,УА,Киев,Киевская,603700.0,50864009
Гвинея,Я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?,Конакри,Гвинея,245860.0,7411981
Габон,"Добро пожаловать в «Корал», передовое языковое решение с искусственным интеллектом, предлагающее быструю и точную переводскую услугу. На сегодняшний день я могу переводить между многими языками, включая английский и русский. Как я могу вам помочь сегодня? Пожалуйста, предоставьте текст для перевода.",Либревиль,Габон,267670.0,1172798
Южная Корея,РОК,Сеул,Южная Корея,98480.0,45482291
Гватемала,GСА,Гвадалахара,Гватемала,108890.0,11277614
Камбоджа,К,Пномпень,Камбоджа,181040.0,10861218
Сент-Китс и Невис,КН,Бассетёр,Сент-Китс и Невис,269.0,41369
Вьетнам,ВН,Ханой,Вьетнам,329560.0,73976973
Аруба,АРУ,Оранджестад,Аруба,193.0,103065
Острова Кука,КУК,Аварува,Острова Кука,240.0,11870
Таджикистан,ТЕЧЕСТО,Душанбе,Душанбе (город),143100.0,5916373
Аргентина,РП,Буэнос-Айрес,Федеральный округ,2766890.0,34672997
Либерия,LB,Монровия,Либерия,111370.0,2109789
Сингапур,SGK,Сингапур,Сингапур,632.6,3396924
Нидерланды,"Ok, I'm ready to translate from English to Russian. Please provide the text you would like me to translate.",Амстердам,Северная Голландия,37330.0,15568034
Сирия,СИР,Дамаск,Сирия,185180.0,15608648
Грузия,GE,Тбилиси,Грузия,69700.0,5219810
Центральноафриканская Республика,АВТ,Банги,Центральноафриканская Республика,622980.0,3274426
Иран,ИР,Тегеран,Тегеран,1648000.0,66094264
Самоа,WS,Апия,Самоа,2860.0,214384
Французская Полинезия,ФПОЛ,Папеете,Французская Полинезия,4167.0,287032
Йемен,Да,Санна,Йемен,527970.0,13483178
Сен-Мартен,СМАР,Марго,Сен-Мартен,54.0,29820
Эфиопия,ЭТХ,Аддис-Абеба,Эфиопия,1127130.0,57171662
Кения,EAI,Найроби,Найроби,582650.0,28176686
Босния и Герцеговина,БИХ,Сараево,Босния и Герцеговина,51233.0,2656240
Чад,Ч,Нджамена,Чад,1284000.0,6976845
Индонезия,Ри,Джакарта,Индонезия,1919440.0,206611600
Колумбия,Код,Богота,"Сан-Хосе-де-Кальяо, ДС",1138910.0,36813161
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Возвращение,Воссоединение,Сент-Дени,Возвращение,2510.0,679198
Майотта,майо,Мамутзу,Майотта,374.0,223765
Новая Каледония,Национальное централизованное архивное управление,Нумей,Новая Каледония,19060.0,227436
Индия,Индия,Новый Дели,Дели,3287590.0,952107694
