country,name,percentage
РАМ,Азербайджан,3.0
Кайм,Чёрный,20.0
Запад,Еврейский,17.0
РТ,Африканский,99.0
Яр,армянский,1.0
МНГ,Монгол,90.0
ХР,Словенский,0.5
Остановка на опасной,Европейцы,100.0
Казахстан,"Я не могу перевести это предложение на немецкий язык, потому что в нем используется нетипичное для немецкого языка слово ""фрэнт"":
""Фрэнт сказал, что он пойдет в бар"".",4.7
МД,Гагауз,3.5
Казахстан,Украинский,5.2
Да,Литовский,80.1
ВЭА,Руанда,6.0
з,Европейский,1.1
МЯ,Бурман,68.0
БХТ,Бхоте,50.0
ПЛ,Украинский,0.6
"Извините, я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",Серб,2.0
WL,Восточно-Индийский,3.2
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Рим,4.0
КГЗ,киргизский,52.4
МД,Украинский,13.8
БРУ,Китайский,20.0
БИХ,Мусульманин,38.0
"""R"" переводится с английского как ""R"".",Украинский,3.0
GСА,Американский американский,44.0
"""R"" переводится с английского как ""R"".","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",81.5
КУК,Палеонове́нский,93.5
ЧЗ,Уж,0.2
АЗ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2.5
Фолк,Кристиан,67.2
ЛВ,Белорусский,4.5
АЗ,армянский,2.3
ЛВ,Украинский,3.4
БХТ,непали,35.0
ПЛ,"Я не могу перевести это предложение на немецкий язык, потому что в нем используется нетипичное для немецкого языка слово ""фрэнт"":
""Фрэнт сказал, что он пойдет в бар"".",1.3
EAI,Меру,6.0
"""R"" переводится с английского как ""R"".",Татар,3.8
МНЕ,Боснийский,8.0
ХЕЛКС,Белый,25.0
СК,Словацко,85.7
АВТ,Мбака,4.0
ХР,Хорват,78.0
Яр,Арабский,98.0
ТЕЧЕСТО,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3.5
Австралия,Кавказский,95.0
НАУ,Европейский,8.0
ЭТХ,сомали,6.0
Н/Д,Тукулёр,9.0
Н/Д,Фулани,17.0
РТ,Европейско-сирийско-ливанский,1.0
Казахстан,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",37.0
МЯ,Китайский,3.0
Б,валлонский,33.0
СК,Уж,10.7
РИМ,Чёрный Маври,40.0
"Okay, I will only provide translations from now on. Please provide me with the text you would like me to translate.",Рим,1.6
Ри,Мадура,7.5
МЭЛ,Китайский,32.0
ВЭА,Баганда,17.0
"""R"" переводится с английского как ""R"".",Молдавский,0.7
НАУ,Науру,58.0
РЧ,Европейско-Индийский,95.0
СД,Африканский,97.0
МАРТ,Китайский,5.0
КАМ,Северно-западная банту,8.0
"Это что-то вроде ""sud"" по-русски?",Бе́жа,6.0
АЗ,Азербайджан,90.0
"Я не совсем понимаю ваш запрос. Вы хотите перевести ""RN"" с английского на русский язык? Если да, то ""RN"" переводится как ""RN"".",туарег,8.0
БЫ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",13.2
СК,Украинский,0.3
Да,Грек,0.4
ИР,Арабский,3.0
Лаос,Лао Сунг Хоанг Яо,9.0
ЕР,Тигр Кунама,40.0
РСА,Индийский,2.6
ВЭА,Басого,8.0
КИ,Малинка,11.0
Кайм,Белый,20.0
ФЛ,Алеманнский,95.0
КАМ,Фулани,10.0
Кайм,Смешанный,40.0
ЛВ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",33.8
