name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Мурат,,Озеро Кебан,,720.0,44.1,39.55,Курдистан,1950.0,38.75,38.8
Убангия,Заир,,,1120.0,22.5,4.0,,,17.7,-0.8
Ривьер-Ришелье,Река Святого Лаврентия,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
Шатт аль-Араб,,,Персидский залив,193.0,47.44,31.0,,20.0,48.6,29.9
Арувими,Заир,,,1287.0,14.7,-11.3,,,29.5,2.5
Днестр,,,Чёрное море,1352.0,23.0,49.0,Карпаты,1000.0,30.23,46.35
Южная Моравия,Моравия,,,295.0,21.4,42.1,,,21.4,43.7
Санага,,Барраж де Мбакау,Атлантический океан,918.0,,,,,9.65,3.55
Тоболь,"Обратитесь к мне с просьбой перевести текст, и я с радостью помогу вам!",,,1591.0,60.8,51.2,Ураль,,68.25,58.2
Алло,Везер,,,211.0,11.23,52.1,,130.0,9.18,52.94
Куйло,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Люва,Луалаба,,,350.0,28.7,-9.0,Восточноафриканское расслоение,931.0,27.0,-7.0
Лулуа,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Иравадди,,,Андаманское море,2170.0,98.0,29.0,,4300.0,96.0,17.0
Чуаппа,Бусира,,,1300.0,24.5,-3.0,,,20.8,-0.2
Вуокса,,Оzero Ладога,,162.0,28.75,61.2,,,31.54,60.81
Дро,Дунай,,,749.0,12.26,46.73,Алпы,1450.0,18.93,45.54
Ишив,Иртыш,,,2450.0,71.5,52.0,,,71.5,58.0
Сенегал,,,Атлантический океан,1430.0,-12.0,11.5,,,-16.5,15.96
Сырдаржа,,Оzero Араль,,2129.0,71.7,41.0,,,60.5,46.0
По,,,Средиземное море,652.0,7.09,44.7,Алпы,2022.0,12.43,44.95
Парагвай,Паранá,,,2549.0,-56.5,-14.5,,,-58.4,-27.3
Заир,,,Атлантический океан,4374.0,25.2,0.5,,,12.0,-6.0
Амур,,,Оखотское море,2824.0,121.48,53.33,,305.0,140.73,53.1
Теннесси,Охайский реку,Чикамога (озеро),,1049.0,-83.0,35.2,Аппалачи,,-88.63,37.07
Сань,Рон,,,480.0,6.2,48.1,Вогезы,451.0,4.8,45.7
Семлики,,Озеро Сесе-Секо/Альбертзее,,230.0,29.6,-0.35,Восточноафриканское расслоение,920.0,30.9,1.7
Атбара,Нил,,,1120.0,37.3,12.8,Эфиопское плато,,33.97,17.68
Бahr эль-Гасал,Белый Нил,,,716.0,,,,,30.43,9.5
Мичо,По,,,75.0,10.7,45.4,Алпы,65.0,10.95,45.1
Хадсон-ривер,,,Атлантический океан,493.0,-73.95,44.1,Адирондакские горы,1309.0,-74.0,40.7
Ганг,,,Бангла-Бхарат,2511.0,79.5,30.5,,,90.0,22.0
Днестр,,,Чёрное море,2201.0,34.0,55.5,Хольмы Вальдаи,220.0,32.252,46.5257
Виктория Нил,,Озеро Сесе-Секо/Альбертзее,,,33.0,-1.0,Восточноафриканское расслоение,1134.0,30.9,1.7
Эшч,,,Средиземное море,415.0,10.5,46.7,Алпы,1525.0,7.09,44.8
Урм,Аммер,Озеро Старберг,,35.0,11.35,48.0,,596.0,11.5,48.3
Еуфрат,Шатт аль-Араб,,,2736.0,38.75,38.8,,,47.44,31.0
Альлегени,Охайский реку,,,523.0,-77.9,41.9,Аппалачи,759.0,-80.0,40.42
Чатанга,,,Сибирское море,1636.0,95.0,68.0,,,115.0,73.0
Висла,,,Балтийское море,1047.0,19.01,49.61,Бескиды,1100.0,18.95,54.36
Джуба,,,Индийский океан,1658.0,,,,,42.7,-0.5
Салцах,Инн,,,225.0,12.11,47.3,Алпы,2300.0,12.92,48.21
