year,hofid,name,category
1960,adamsch01h,Charles Adams,Builder
1963,primejo01h,Joe Primeau,Player
1993,shuttst01h,Steve Shutt,Player
1974,haych01h,Charles Hay,Builder
1947,shoreed01h,Eddie Shore,Player
1989,tretivl01h,Vladislav Tretiak,Player
1959,adamsja01h,Jack Adams,Player
1958,gardihe01h,Herb Gardiner,Player
1996,salmibo01h,Borje Salming,Player
1952,stewane01h,Nels Stewart,Player
1945,stanlfr01h,Frederick Stanley,Builder
1961,appssy01h,Syl Apps,Player
2004,coffepa01h,Paul Coffey,Player
1965,hewitfo01h,Foster Hewitt,Builder
1945,morenho01h,Howie Morenz,Player
1981,stanlal01h,Allan Stanley,Player
2008,chynoed01h,Ed Chynoweth,Builder
1981,mahovfr01h,Frank Mahovlich,Player
1971,robergo02h,Gord Roberts,Player
1997,sathegl01h,Glen Sather,Builder
1976,bowerjo01h,Johnny Bower,Player
1972,howego01h,Gordie Howe,Player
1958,turnell01h,Lloyd Turner,Builder
1961,ionmi01h,Mickey Ion,Referee/Linesman
2007,stevesc01h,Scott Stevens,Player
1995,cookbu01h,Bun Cook,Player
1961,rankifr01h,Frank Rankin,Player
1993,smithbi01h,Billy Smith,Player
1967,brodatu01h,Turk Broda,Player
1960,bouchge01h,Georges Boucher,Player
2005,kharlva01h,Valeri Kharlamov,Player
1971,jacksbu01h,Busher Jackson,Player
1983,mikitst01h,Stan Mikita,Player
1992,dumarwo01h,Woody Dumart,Player
1997,lemiema01h,Mario Lemieux,Player
1980,lumleha01h,Harry Lumley,Player
1949,rossar01h,Art Ross,Player
1993,grifffr01h,Frank Griffiths,Builder
2009,yzermst01h,Steve Yzerman,Player
1983,sindeha01h,Harry Sinden,Builder
1965,farrear01h,Art Farrell,Player
1999,morriia01h,Scotty Morrison,Builder
1974,tarasan01h,Anatoli Tarasov,Builder
1975,hallgl01h,Glenn Hall,Player
1974,ivanto01h,Tommy Ivan,Builder
1986,keonda01h,Dave Keon,Player
1962,huttobo01h,Bowse Hutton,Player
2004,fletccl01h,Cliff Fletcher,Builder
1950,malonjo01h,Joe Malone,Player
1988,oconnbu01h,Buddy O'Connor,Player
2000,mullejo01h,Joe Mullen,Player
1958,clancki01h,King Clancy,Player
1984,imlacpu01h,Punch Imlach,Builder
1962,maxwest01h,Steamer Maxwell,Player
1961,ellioch01h,Chaucer Elliott,Referee/Linesman
2000,bushwa01h,Walter Bush,Builder
2010,granaca01h,Cammi Granato,Player
1947,hewitwi01h,William Hewitt,Builder
1988,hayesge01h,George Hayes,Referee/Linesman
2006,duffdi01h,Dick Duff,Player
1965,marshja02h,Jack Marshall,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1983,hullbo01h,Bobby Hull,Player
1966,brimsfr01h,Frank Brimsek,Player
