coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
francem01c,1972,NYR,NHL,1,,78,47,23,8,10,5,5,0
arboual01c,1978,NYI,NHL,1,,80,51,15,14,10,6,4,0
greente01c,1992,EDM,NHL,1,,84,26,50,8,,,,
therrmi01c,2001,MTL,NHL,1,,82,36,34,12,12,6,6,0
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
fredrfr01c,1929,PIP,NHL,1,,44,5,36,3,,,,
oreilte01c,1986,BOS,NHL,2,,67,34,27,6,4,0,4,0
esposph01c,1986,NYR,NHL,3,,43,24,19,0,6,2,4,0
ruffli01c,2009,BUF,NHL,1,,82,45,27,10,6,2,4,0
crozijo01c,1974,VAB,WHA,1,,78,37,39,2,,,,
hannajo01c,1974,CLC,WHA,1,,33,14,18,1,,,,
pikeal01c,1960,NYR,NHL,1,,70,22,38,10,,,,
demerja01c,1976,IND,WHA,1,,81,36,37,8,9,5,4,0
tippeda01c,2011,PHO,NHL,1,,82,42,27,13,16,9,7,0
crawfma01c,1995,COL,NHL,1,,82,47,25,10,22,16,6,0
hitchke01c,2008,CBS,NHL,1,,82,41,31,10,4,0,4,0
therrmi01c,2000,MTL,NHL,2,,62,23,33,6,,,,
staplpa01c,1978,IND,WHA,1,,25,5,18,2,,,,
berrybo01c,1978,LAK,NHL,1,,80,34,34,12,2,0,2,0
johnsed01c,1996,PIT,NHL,1,,62,31,26,5,,,,
mahonbi01c,1984,MNS,NHL,1,,13,3,8,2,,,,
hennilo01c,2000,NYI,NHL,2,,17,4,11,2,,,,
mcguipe01c,1993,HAR,NHL,2,,67,23,37,7,,,,
laviope01c,2005,CAR,NHL,1,,82,52,22,8,25,16,9,0
quennjo01c,2008,CHI,NHL,2,,78,45,22,11,17,9,8,0
martija02c,2000,OTT,NHL,1,,82,48,25,9,4,0,4,0
duttore01c,1936,NYA,NHL,1,,48,15,29,4,,,,
brophjo01c,1988,TOR,NHL,1,,33,11,20,2,,,,
berrybo01c,1985,PIT,NHL,1,,80,34,38,8,,,,
gormato01c,1925,NYA,NHL,1,,36,12,20,4,,,,
patrile01c,1914,VA1,PCHA,1,,17,4,13,0,,,,
bergemi03c,1982,QUE,NHL,1,,80,34,34,12,4,1,3,0
haydo01c,2000,CAL,NHL,1,,68,23,32,13,,,,
rossar01c,1925,BOS,NHL,1,,36,17,15,4,,,,
cunnijo01c,1990,NJD,NHL,1,,67,28,28,11,,,,
bowneri01c,1997,NYI,NHL,1,,63,22,32,9,,,,
keenami01c,1996,STL,NHL,1,,33,15,17,1,,,,
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
mactacr01c,2005,EDM,NHL,1,,82,41,28,13,24,15,9,0
mccambo01c,1983,PHI,NHL,1,,80,44,26,10,3,0,3,0
lalonne01c,1918,MTL,NHL,1,,18,10,8,0,10,6,3,1
demerja01c,1985,STL,NHL,1,,80,37,34,9,19,10,9,0
tortojo01c,2002,TBL,NHL,1,,82,36,30,16,11,5,6,0
schoeji01c,1993,WAS,NHL,2,,37,19,12,6,11,5,6,0
reaybi01c,1965,CHI,NHL,1,,70,37,25,8,6,2,4,0
risebdo01c,1990,CAL,NHL,1,,80,46,26,8,7,3,4,0
schoeji01c,1985,BUF,NHL,1,,43,19,19,5,,,,
johnsed01c,1993,PIT,NHL,1,,84,44,27,13,6,2,4,0
lalonne01c,1921,MTL,NHL,1,,7,2,5,0,,,,
plantja01c,1973,QUN,WHA,1,,78,38,36,4,,,,
gottsjo01c,1945,CHI,NHL,1,,50,23,20,7,4,0,4,0
howelha01c,1973,NYJ,WHA,2,,58,26,30,2,,,,
