playerid,year,stint,tmid,w,l,sa,ga
kiprumi01,2005,1,CAL,1,7,23,12
bernijo01,2010,1,LAK,0,2,5,3
niittan01,2009,1,TBL,3,4,23,5
varlasi01,2009,1,WAS,3,4,33,9
wardca01,2008,1,CAR,2,4,19,7
kiprumi01,2010,1,CAL,8,4,41,12
brodema01,2007,1,NJD,8,4,43,11
toskave01,2006,1,SJS,0,1,3,3
macdojo01,2006,1,DET,0,1,7,3
valiqst01,2007,1,NYR,2,2,11,3
luongro01,2010,1,VAN,3,5,26,12
neuvimi01,2010,1,WAS,3,3,21,6
johnsbr02,2011,1,PIT,0,1,3,2
macdojo01,2010,1,DET,1,2,9,2
reimeja01,2010,1,TOR,1,3,11,3
josepcu01,2005,1,PHO,3,2,19,6
bobrose01,2011,1,PHI,1,2,8,4
hillejo01,2011,1,AND,3,7,40,17
enrotjh01,2011,1,BUF,2,3,22,8
gustajo01,2009,1,TOR,2,1,7,3
varlasi01,2011,1,COL,8,0,24,2
gerbema01,2006,1,OTT,1,2,10,3
masonst01,2008,1,CBS,6,5,31,9
emeryra01,2009,1,PHI,2,1,9,2
garonma01,2005,1,LAK,4,1,16,3
millery01,2007,1,BUF,4,7,33,14
dipieri01,2007,1,NYI,3,2,21,6
bishobe01,2010,1,STL,1,0,4,2
thibajo01,2006,1,PIT,1,1,5,3
bironma01,2005,1,BUF,2,3,12,5
toivoha01,2007,1,STL,1,2,9,2
vokouto01,2010,1,FLO,2,1,13,2
brodema01,2010,1,NJD,1,1,9,2
khabini01,2009,1,EDM,2,2,12,4
cassifr01,2006,1,WAS,0,1,3,2
garonma01,2009,1,CBS,2,3,18,8
raycran01,2007,1,TOR,0,1,6,2
bouchbr01,2006,1,CHI,0,2,4,4
conklty01,2005,1,EDM,0,1,2,2
bryzgil01,2007,2,PHO,5,4,26,8
fleurma01,2005,1,PIT,0,2,5,4
poggeju01,2008,1,TOR,0,1,2,2
huetcr01,2009,1,CHI,3,4,38,13
thibajo01,2007,1,BUF,0,2,10,3
rasktu01,2010,1,BOS,1,1,5,2
turcoma01,2007,1,DAL,3,3,23,9
labarja01,2009,1,PHO,6,1,27,8
gerbema01,2010,1,EDM,1,0,4,1
rasktu01,2009,1,BOS,5,4,33,10
millery01,2011,1,BUF,5,4,34,11
vokouto01,2008,1,FLO,3,4,19,6
prusema01,2005,1,CBS,1,0,8,1
ersbeer01,2008,1,LAK,1,4,20,8
lundqhe01,2005,1,NYR,4,3,37,9
norrefr01,2008,1,CBS,0,1,2,1
lehtoka01,2010,1,DAL,3,7,33,14
kolziol01,2007,1,WAS,2,4,34,11
lehtoka01,2009,1,DAL,1,0,4,0
theodjo01,2006,1,COL,2,0,6,0
eschero01,2006,1,PHI,0,1,2,2
wardca01,2005,1,CAR,1,0,3,0
raycran01,2010,1,DAL,2,0,6,1
johnsbr02,2005,1,WAS,3,1,13,2
budajpe01,2011,1,MTL,0,4,15,7
holtbbr01,2011,1,WAS,0,1,4,2
turcoma01,2009,1,DAL,4,8,53,15
millery01,2006,1,BUF,10,4,46,9
legacma01,2006,1,STL,5,3,25,7
conklty01,2011,1,DET,1,0,3,0
bryzgil01,2006,1,AND,0,4,13,6
dubiewa01,2007,1,NYI,2,1,13,4
thomati01,2011,1,BOS,7,1,26,6
brodema01,2008,1,NJD,2,1,10,3
macdojo01,2008,1,NYI,3,3,15,6
legacma01,2007,1,STL,2,3,17,4
peterju01,2011,1,CAR,0,2,6,3
khabini01,2007,1,CHI,2,4,19,7
hardijo01,2011,1,MIN,5,3,23,5
lehtoka01,2008,1,ATL,4,1,22,5
bouchbr01,2009,1,PHI,1,2,7,4
burkese01,2006,1,LAK,2,2,22,11
dubiewa01,2005,1,NYI,1,0,3,0
masonst01,2010,1,CBS,4,5,31,10
halakja01,2008,1,MTL,2,1,7,2
gigueje01,2009,1,AND,1,2,8,4
nabokev01,2005,1,SJS,0,4,13,8
rasktu01,2011,1,BOS,2,2,14,6
khabini01,2010,1,EDM,1,3,18,4
rinnepe01,2009,1,NAS,6,3,45,11
brodema01,2011,1,NJD,7,2,26,7
dunhami01,2005,1,ATL,0,2,4,3
raycran01,2009,1,VAN,2,1,12,6
lehtoka01,2011,1,DAL,7,3,39,9
garonma01,2008,1,EDM,1,0,3,1
conklty01,2009,1,STL,2,2,10,5
bironma01,2008,1,PHI,2,3,17,5
danisya01,2008,1,NYI,0,2,5,3
