playerid,year,ppa,sha
malondo01,1988,2,
laughcr01,1987,3,
macivno01,1988,19,
libaig01,1988,6,
chrisda01,1989,7,
courtge01,1987,7,
carsoli01,1987,1,1
creigad01,1988,7,
cunnera01,1989,4,
ferrara01,1990,5,
bennibr01,1989,5,
lemiejo01,1989,1,1
poulida02,1989,1,1
petitmi01,1990,16,
wellsja01,1989,3,2
mcdonhu01,1989,1,
macdepa01,1989,2,
frycemi01,1988,3,
hrdinji01,1990,4,
dineego01,1987,2,
pavesji01,1987,1,
carsoji01,1989,5,
manthmo01,1988,9,
lawtobr01,1989,1,
fentopa01,1990,2,
joycebo01,1989,3,
halwado01,1988,1,
makelmi01,1989,1,
ledyagr01,1988,6,
johanca01,1988,7,
paslagr01,1990,3,1
dahlqch01,1990,,1
wilsoca01,1987,9,3
samueul01,1990,,2
adamsgr01,1988,1,
mckegto01,1990,7,
gingrga01,1987,9,
gartnmi01,1989,14,1
pederba01,1989,7,1
playfla01,1988,,1
tuckejo01,1989,6,
zezelpe01,1988,17,
smaildo01,1990,1,1
momesse01,1990,1,
sandsto01,1989,20,
ysebapa01,1990,4,1
franclo01,1990,1,1
lawtobr01,1988,4,
archida01,1989,4,
petitmi01,1987,9,1
brownje02,1989,24,
klimape01,1989,11,
gartnmi01,1988,9,
donnemi01,1987,2,
mcbeawa01,1988,1,
quinnda01,1990,18,
hunteda01,1988,,1
tantito01,1989,9,
hunteda01,1987,1,4
murphla01,1990,19,
huberwi01,1987,14,
hardyma01,1987,10,1
nichobe01,1989,37,1
courtru01,1988,2,
rousebo01,1988,,1
wilsoca01,1990,4,
manthmo01,1987,15,1
goulemi01,1989,15,1
tuckejo01,1990,1,
lawlepa01,1987,3,
hardyma01,1988,5,
zezelpe01,1990,5,1
actonke01,1988,,1
butchga01,1990,3,2
grahadi01,1987,7,1
vaiveri01,1988,15,
hullbr01,1987,10,
bullami01,1988,13,
larsore01,1988,14,
broteaa01,1989,3,
ruffli01,1988,1,
maroima01,1988,3,
ruotsre01,1989,9,
ramagro01,1987,19,2
erickbr01,1987,6,
wilsoca01,1988,19,
bassebo01,1988,,1
mcintjo01,1990,,2
mckegto01,1989,3,
kontoch01,1987,6,
thibagi01,1989,2,
ciccadi01,1988,10,1
kaspest01,1988,6,2
maclebr01,1988,8,
kennede01,1988,,2
bodgedo01,1988,25,1
stastpe01,1989,23,
allismi01,1987,5,
adamsgr01,1989,1,
cyrpa01,1987,1,
brownro01,1990,10,
