playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
andrell01,1921,TRS,NHL,F,5,2,0,2,3
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
smithto01,1912,QU1,NHA,L,3,4,0,4,0
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
noblere01,1921,TRS,NHL,L,5,0,1,1,9
morenho01,1924,MTL,NHL,C,4,4,1,5,4
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
holmeha01,1917,TOA,NHL,G,5,0,0,0,0
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
holmeha01,1925,VIC,WCHL,G,4,0,0,0,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
grahale01,1914,OT1,NHA,L,3,1,0,1,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
smithto01,1916,MOC,NHA,C,4,2,0,2,3
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
stackte01,1921,TRS,NHL,D,4,0,0,0,0
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
clancki01,1922,OTS,NHL,D,6,1,0,1,4
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
mackami01,1914,VML,PCHA,L,3,4,2,6,6
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
cookll01,1914,VML,PCHA,D,3,3,0,3,9
morenho01,1923,MTL,NHL,C,4,4,2,6,4
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
davidal01,1913,TBS,NHA,R,2,1,0,1,7
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
noblere01,1925,MTM,NHL,D,4,0,0,0,4
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
halljo01,1912,QU1,NHA,D,3,0,0,0,7
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
mackami01,1921,VML,PCHA,L,5,1,0,1,6
sheppjo01,1922,EDE,WCHL,C,1,0,0,0,0
