year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1973,QF,A,BOS,NHL,TOR,NHL,4,0,0,17,9,
1942,SF,A,DET,NHL,TOR,NHL,4,2,0,20,17,
1925,F,,VIC,WCHL,EDE,WCHL,1,0,1,5,3,TG
2005,CSF,L,ANA,NHL,COL,NHL,4,0,0,16,4,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1934,SCF,E,MTM,NHL,TOR,NHL,3,0,0,10,4,
1989,DF,I,BOS,NHL,MTL,NHL,4,1,0,16,12,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
2007,CSF,L,DAL,NHL,SJS,NHL,4,2,0,15,11,
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1996,CQF,F,EDM,NHL,DAL,NHL,4,3,0,21,18,
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
2006,CQF,H,SJS,NHL,NAS,NHL,4,1,0,16,14,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1942,SF,B,BOS,NHL,MTL,NHL,4,1,0,18,17,
1930,SF,D,CHI,NHL,NYR,NHL,2,0,0,3,0,TG
1989,DF,K,CHI,NHL,STL,NHL,4,3,0,28,22,
1972,DSF,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
2006,SCF,O,AND,NHL,OTT,NHL,4,1,0,16,11,
1991,CF,N,CHI,NHL,EDM,NHL,4,0,0,21,8,
1994,CF,M,NJD,NHL,PHI,NHL,4,2,0,20,14,
1967,QF,B,CHI,NHL,NYR,NHL,4,2,0,18,12,
1927,QF,A,MTM,NHL,OTS,NHL,2,0,0,3,1,TG
1975,QF,,WIJ,WHA,EDO,WHA,4,0,0,22,11,
1974,SF,,HOU,WHA,SDM,WHA,4,0,0,17,5,
1950,SF,B,TOR,NHL,BOS,NHL,4,1,1,17,5,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1985,SCF,O,MTL,NHL,CAL,NHL,4,1,0,15,13,
2005,CQF,E,EDM,NHL,DET,NHL,4,2,0,19,17,
2008,CQF,F,DET,NHL,CBS,NHL,4,0,0,18,7,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1997,CSF,L,DET,NHL,STL,NHL,4,2,0,23,13,
1930,SCF,E,MTL,NHL,CHI,NHL,3,2,0,11,8,
1999,CSF,L,COL,NHL,DET,NHL,4,1,0,13,8,
1994,SCF,O,NJD,NHL,DET,NHL,4,0,0,16,7,
2007,CSF,K,DET,NHL,COL,NHL,4,0,0,21,9,
2001,CF,M,CAR,NHL,TOR,NHL,4,2,0,10,6,
2005,CQF,B,CAR,NHL,MTL,NHL,4,2,0,15,17,
1926,QF,A,MTL,NHL,MTM,NHL,1,0,1,2,1,TG
2006,CSF,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1999,CQF,A,PHI,NHL,BUF,NHL,4,1,0,14,8,
2008,CQF,G,VAN,NHL,STL,NHL,4,0,0,11,5,
2002,CSF,J,NJD,NHL,TBL,NHL,4,1,0,14,8,
1986,DSF,D,NYI,NHL,WAS,NHL,4,3,0,19,19,
1987,DSF,F,STL,NHL,CHI,NHL,4,1,0,21,17,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1992,DF,I,MTL,NHL,BUF,NHL,4,0,0,16,12,
1914,SCF,,VML,PCHA,OT1,NHA,3,0,0,26,8,
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
1944,SCF,C,TOR,NHL,DET,NHL,4,3,0,9,9,
1938,SCF,E,BOS,NHL,TOR,NHL,4,1,0,12,6,
1995,SCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1922,F,,EDE,WCHL,REG,WCHL,1,0,1,4,3,TG
2006,CSF,L,AND,NHL,VAN,NHL,4,1,0,14,8,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
1957,SF,A,MTL,NHL,DET,NHL,4,0,0,19,6,
2005,CQF,C,NJD,NHL,NYR,NHL,4,0,0,17,4,
2009,CSF,K,SJS,NHL,DET,NHL,4,1,0,15,17,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
2011,CSF,I,NYR,NHL,WAS,NHL,4,3,0,15,13,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1984,DSF,C,PHI,NHL,NYR,NHL,3,0,0,14,10,
1928,SCF,E,BOS,NHL,NYR,NHL,2,0,0,4,1,
1993,CSF,I,NYR,NHL,WAS,NHL,4,1,0,20,12,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1981,CF,M,NYI,NHL,QUE,NHL,4,0,0,18,9,
2002,CQF,C,TBL,NHL,WAS,NHL,4,2,0,14,15,
1942,SCF,C,DET,NHL,BOS,NHL,4,0,0,16,5,
1983,CF,N,EDM,NHL,MNS,NHL,4,0,0,22,10,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1920,F,,VML,PCHA,SEA,PCHA,2,0,0,13,2,TG
1978,Pre,B,NYR,NHL,LAK,NHL,2,0,0,9,2,
1999,CSF,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1977,QF,G,TOR,NHL,NYI,NHL,4,3,0,16,13,
