year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2006,NHL,LAK,16,16,,9,11,25,,5,,,,,4,8,,2,5,6,,2,5,8,,1,3,8,,1,4.0,2.0,,4,5,6,,4,1,3,,0
1977,NHL,LAK,18,16,6.0,,13,18,9.0,,,,,,4,3,2,,6,4,3,,6,5,1,,5,6,3.0,,3.0,7.0,3.0,,6,7,2,,1,2,1,
1992,NHL,NYR,20,17,5.0,,14,22,6.0,,,,,,7,4,1,,4,6,2,,8,6,1,,4,5,3.0,,5.0,4.0,3.0,,5,6,1,,1,8,0,
1927,NHL,DTC,9,10,3.0,,10,9,3.0,,,,,,,,,,2,2,1,,6,4,2,,4,5,0.0,,1.0,4.0,3.0,,6,4,0,,,,,
1978,NHL,COR,8,24,8.0,,7,29,4.0,,,,,,2,7,1,,2,8,4,,3,9,1,,5,7,2.0,,1.0,11.0,0.0,,1,10,2,,1,1,2,
2006,NHL,DAL,28,11,,2,22,14,,5,,,,,9,2,,0,7,7,,0,9,6,,0,5,4,,2,8.0,2.0,,1,10,3,,3,2,1,,1
1916,NHA,TOB,3,4,0.0,,4,3,0.0,,,,,,,,,,,,,,2,0,0,,5,4,0.0,,0.0,3.0,0.0,,,,,,,,,
2007,NHL,CAL,21,11,,9,21,19,,1,,,,,6,3,,3,4,10,,0,9,1,,4,7,3,,1,7.0,6.0,,1,7,6,,1,2,1,,0
1909,NHA,OT1,5,1,0.0,,4,2,0.0,,,,,,,,,,,,,,,,,,4,0,0.0,,5.0,1.0,0.0,,0,2,0,,,,,
2006,NHL,TOR,21,15,,5,19,16,,6,,,,,6,4,,3,7,6,,1,4,7,,2,8,4,,0,5.0,4.0,,3,8,4,,2,2,2,,0
1967,NHL,PIT,15,12,10.0,,12,22,3.0,,,,,,3,6,1,,6,3,2,,4,8,2,,4,7,2.0,,4.0,5.0,3.0,,6,5,3,,,,,
1975,WHA,SDM,24,12,4.0,,12,26,2.0,,,,,,3,3,1,,6,7,1,,7,4,2,,8,8,0.0,,6.0,6.0,0.0,,5,8,2,,1,2,0,
1994,NHL,MTL,15,5,4.0,,3,18,3.0,,,,,,,,,,,,,,,,,,2,2,1.0,,5.0,6.0,3.0,,4,7,1,,7,6,2,
1911,PCHA,VML,3,5,0.0,,4,3,0.0,,,,,,,,,,,,,,,,,,2,3,0.0,,4.0,2.0,0.0,,1,3,0,,,,,
1998,NHL,DET,27,12,2.0,,16,20,5.0,,,,,,6,4,0,,7,4,0,,4,8,2,,7,5,1.0,,7.0,4.0,3.0,,7,5,0,,5,2,1,
1999,NHL,BOS,12,17,11.0,1,12,16,8.0,5,,,,,4,5,4,0,7,3,2,0,2,6,3,2,4,4,4.0,2,2.0,5.0,4.0,0,4,7,1,2,1,3,1,0
1947,NHL,BOS,12,8,10.0,,11,16,3.0,,,,,,4,1,0,,4,5,3,,2,7,3,,4,4,3.0,,4.0,6.0,1.0,,5,1,3,,,,,
1974,WHA,QUN,27,12,0.0,,19,20,0.0,,,,,,4,1,0,,8,6,0,,7,8,0,,11,2,0.0,,9.0,4.0,0.0,,4,10,0,,3,1,0,
2002,NHL,VAN,22,13,6.0,0,23,10,7.0,1,,,,,3,4,4,0,12,1,0,0,7,6,1,0,7,5,2.0,0,9.0,1.0,2.0,0,7,5,3,1,0,1,1,0
1987,NHL,EDM,28,8,4.0,,16,17,7.0,,,,,,6,5,0,,8,3,2,,9,4,1,,6,5,4.0,,6.0,4.0,1.0,,8,4,2,,1,0,1,
1922,WCHL,REG,11,5,0.0,,5,9,0.0,,,,,,,,,,,,,,3,4,0,,7,3,0.0,,3.0,6.0,0.0,,3,1,0,,,,,
1973,WHA,WIJ,26,11,2.0,,8,28,3.0,,,,,,4,5,1,,5,8,2,,8,5,1,,7,4,0.0,,5.0,8.0,1.0,,5,7,0,,0,2,0,
2011,NHL,PHO,22,13,,6,20,14,,7,,,,,5,3,,2,8,4,,1,6,9,,1,3,5,,4,11.0,0.0,,1,6,6,,4,3,0,,0
1935,NHL,NYR,11,6,7.0,,8,11,5.0,,,,,,,,,,4,3,2,,5,4,2,,3,7,1.0,,3.0,1.0,5.0,,4,2,2,,,,,
1932,NHL,OTS,8,11,4.0,,3,16,6.0,,,,,,,,,,3,2,0,,4,6,3,,1,10,2.0,,1.0,4.0,3.0,,2,5,2,,,,,
1926,NHL,CHI,12,8,2.0,,7,14,1.0,,,,,,,,,,2,3,0,,6,3,1,,2,6,1.0,,4.0,6.0,0.0,,5,4,1,,,,,
2005,NHL,BOS,16,15,,10,13,22,,6,,,,,5,5,,3,3,8,,2,6,5,,1,8,4,,2,2.0,2.0,,2,4,9,,3,1,4,,3
1967,NHL,PHI,17,13,7.0,,14,19,4.0,,,,,,3,3,1,,7,4,3,,7,5,1,,4,7,2.0,,5.0,6.0,2.0,,5,7,2,,,,,
2002,NHL,ATL,15,19,4.0,3,16,20,3.0,2,,,,,0,8,1,1,6,6,0,0,4,7,0,3,7,6,2.0,0,4.0,5.0,2.0,0,8,6,2,1,2,1,0,0
2005,NHL,NAS,32,8,,1,17,17,,7,,,,,8,1,,1,7,3,,2,9,5,,0,7,5,,3,3.0,4.0,,0,8,5,,2,7,2,,0
1959,NHL,BOS,21,11,3.0,,7,23,5.0,,,,,,4,5,1,,5,6,3,,3,7,1,,8,6,1.0,,5.0,5.0,0.0,,3,5,2,,,,,
2010,NHL,MIN,19,17,,5,20,18,,3,,,,,4,4,,2,7,6,,0,6,5,,3,8,4,,0,8.0,5.0,,1,4,8,,2,2,3,,0
