year,lgid,tmid,oppid,w,l,t,otl
1987,NHL,WIN,BUF,1,1,1.0,
1956,NHL,DET,TOR,10,2,2.0,
1992,NHL,WAS,QUE,2,0,1.0,
1993,NHL,FLO,DAL,0,1,1.0,
1926,NHL,BOS,MTM,2,2,0.0,
1987,NHL,MTL,BUF,3,3,2.0,
1941,NHL,DET,NYR,1,7,0.0,
2011,NHL,NYI,VAN,0,1,,0
1998,NHL,MTL,TBL,2,1,1.0,
1949,NHL,CHI,DET,3,9,2.0,
2009,NHL,NYI,PHO,1,0,,0
2008,NHL,FLO,CAL,1,0,,0
1998,NHL,PHO,CAR,0,0,1.0,
2001,NHL,COL,STL,3,1,0.0,0
1988,NHL,NJD,VAN,1,1,1.0,
1997,NHL,COL,OTT,0,1,1.0,
2011,NHL,VAN,NAS,2,2,,0
1978,NHL,BOS,BUF,4,3,1.0,
1985,NHL,VAN,CAL,2,4,2.0,
2006,NHL,DAL,NYI,0,1,,0
2008,NHL,CHI,SJS,2,1,,1
1978,NHL,VAN,ATF,2,2,0.0,
1976,NHL,PIT,NYR,2,1,1.0,
2011,NHL,EDM,PHI,1,0,,0
1975,WHA,PHR,WIJ,1,3,0.0,
1974,WHA,CLC,WIJ,2,3,1.0,
1926,NHL,NYR,MTL,3,1,0.0,
1993,NHL,DAL,DET,3,3,0.0,
2002,NHL,TBL,OTT,2,2,0.0,0
2009,NHL,ATL,PHI,4,0,,0
1982,NHL,MTL,TOR,0,1,2.0,
1987,NHL,NYI,STL,2,0,1.0,
2010,NHL,NAS,DET,4,1,,1
2011,NHL,CBS,LAK,2,2,,0
2007,NHL,NJD,WAS,2,2,,0
2006,NHL,DET,BUF,0,0,,1
2008,NHL,CAR,PHO,2,0,,0
2001,NHL,OTT,DET,0,1,0.0,1
2007,NHL,BUF,FLO,3,1,,0
1985,NHL,WAS,NYR,3,3,1.0,
1983,NHL,CHI,WAS,1,1,1.0,
2007,NHL,ATL,BUF,2,2,,0
2001,NHL,PHO,NYI,1,0,0.0,0
2002,NHL,BOS,MTL,2,3,0.0,0
1979,NHL,TOR,MTL,1,3,0.0,
1981,NHL,BUF,TOR,2,0,1.0,
2000,NHL,PHI,BOS,1,2,1.0,0
2011,NHL,DET,NJD,0,1,,0
1989,NHL,CHI,STL,2,5,1.0,
2000,NHL,WAS,FLO,4,1,0.0,0
1997,NHL,LAK,CHI,4,0,0.0,
1982,NHL,LAK,CHI,0,2,1.0,
2011,NHL,BOS,PHI,3,1,,0
1973,NHL,BUF,MNS,3,1,1.0,
1987,NHL,WAS,LAK,2,1,0.0,
1982,NHL,HAR,PIT,0,3,0.0,
1929,NHL,OTS,TOR,5,1,0.0,
1968,NHL,PIT,DET,2,4,0.0,
2011,NHL,TBL,AND,1,0,,0
1991,NHL,SJS,CAL,2,5,0.0,
2010,NHL,PIT,PHI,2,4,,0
2008,NHL,SJS,DET,2,2,,0
1976,NHL,CLE,MNS,1,1,2.0,
1986,NHL,NYR,WAS,4,3,0.0,
1998,NHL,DAL,FLO,2,0,0.0,
1978,WHA,BIR,NEW,7,5,3.0,
2001,NHL,OTT,VAN,1,0,0.0,0
1984,NHL,VAN,DET,1,2,0.0,
2010,NHL,DAL,LAK,2,4,,0
1927,NHL,BOS,CHI,4,0,2.0,
2001,NHL,CBS,STL,1,3,1.0,0
1993,NHL,FLO,LAK,1,0,1.0,
1975,NHL,BUF,CHI,2,0,2.0,
1990,NHL,MNS,CHI,2,5,1.0,
2007,NHL,WAS,MTL,2,2,,0
2006,NHL,FLO,OTT,0,4,,0
2007,NHL,DAL,SJS,4,2,,2
1990,NHL,HAR,NJD,2,1,0.0,
2000,NHL,LAK,CBS,3,1,0.0,0
1995,NHL,OTT,WAS,0,4,0.0,
1999,NHL,WAS,CAL,1,0,0.0,0
1972,NHL,VAN,PIT,2,3,0.0,
1981,NHL,CAL,NYI,0,1,2.0,
1979,NHL,PIT,NYI,1,0,3.0,
1998,NHL,PIT,CHI,1,0,0.0,
1993,NHL,WAS,CAL,0,1,1.0,
2002,NHL,SJS,LAK,3,1,0.0,1
1932,NHL,OTS,TOR,0,6,0.0,
1971,NHL,STL,CLF,3,0,3.0,
2005,NHL,CHI,NAS,2,5,,1
2005,NHL,DAL,OTT,1,0,,0
2008,NHL,BOS,CAL,0,1,,0
2008,NHL,BOS,NJD,2,1,,1
1975,NHL,CLF,TOR,1,3,2.0,
2010,NHL,WAS,DAL,0,1,,0
2008,NHL,COL,ATL,0,2,,0
2002,NHL,NJD,ATL,1,2,1.0,0
1935,NHL,NYA,BOS,2,4,0.0,
2009,NHL,TBL,MIN,1,0,,0
1982,NHL,NYR,PHI,3,4,0.0,
2005,NHL,CAL,CBS,2,1,,1
1975,NHL,WAS,CHI,2,2,0.0,
2010,NHL,BOS,NYI,3,1,,0
1996,NHL,NYI,MTL,0,4,0.0,
