playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
weekeke01,2001,1,TBL,NHL,19,830,3,9,0,3,2,40,470,,,,,,,,,
abrahch01,1974,1,NEW,WHA,16,870,8,6,1,0,1,47,504,,,,,,,,,
edwarga01,1975,1,LAK,NHL,29,1740,12,13,4,1,0,103,,2,120,1,1,,0,0,9,
hirscco01,1995,1,VAN,NHL,41,2338,17,14,6,4,1,114,1173,6,338,2,3,,0,0,21,166
garrejo01,1979,1,HAR,NHL,52,3046,16,24,11,1,0,202,,1,60,0,1,,0,0,8,
emeryra01,2011,1,CHI,NHL,34,1774,15,9,4,1,0,83,834,,,,,,,,,
puppada01,1990,1,BUF,NHL,38,2092,15,11,6,0,2,118,1029,2,81,0,1,,0,0,10,46
stefagr01,1989,1,DET,NHL,7,359,1,5,0,0,0,24,147,,,,,,,,,
wakeler01,1978,1,BIR,WHA,37,2060,15,17,1,2,0,129,1073,,,,,,,,,
scottro01,1983,1,NYR,NHL,9,485,2,3,3,1,0,29,254,,,,,,,,,
whiddbo01,1973,1,CLC,WHA,22,1232,7,12,3,0,1,80,680,,,,,,,,,
terrech01,1994,1,NJD,NHL,15,734,3,7,2,0,0,31,309,1,8,0,0,,0,0,0,2
tugnuro01,1999,2,PIT,NHL,7,374,4,2,0,0,0,15,197,11,746,6,5,,0,2,22,398
roachjo01,1922,1,TRS,NHL,24,1469,13,10,1,,1,88,,,,,,,,,,
ouimete01,1974,1,NEW,WHA,1,20,0,0,0,0,0,3,13,,,,,,,,,
belfoed01,1988,1,CHI,NHL,23,1148,4,12,3,1,0,74,605,,,,,,,,,
niittan01,2006,1,PHI,NHL,52,2943,9,29,9,8,0,166,1567,,,,,,,,,
niemian02,2008,1,CHI,NHL,3,141,1,1,1,0,0,8,59,,,,,,,,,
roypa01,1988,1,MTL,NHL,48,2744,33,5,6,2,4,113,1228,19,1206,13,6,,2,2,42,528
hrudeke01,1995,1,LAK,NHL,36,2077,7,15,10,2,0,113,1214,,,,,,,,,
grahajo01,2005,1,TBL,NHL,57,3152,29,22,1,8,5,161,1450,4,188,1,3,,1,0,15,98
roypa01,1995,2,COL,NHL,39,2305,22,15,1,3,1,103,1130,22,1454,16,6,,0,3,51,649
mcleaki01,1990,1,VAN,NHL,41,1969,10,22,3,3,0,131,983,2,123,1,1,,0,0,7,66
rollial01,1951,1,TOR,NHL,70,4170,29,24,16,,5,154,,2,120,0,2,,,0,6,
hainsge01,1926,1,MTL,NHL,44,2732,28,14,2,,14,67,,4,252,1,1,2,,1,6,
mckenbi01,1977,1,COR,NHL,12,654,3,6,2,1,0,42,,,,,,,,,,
brodema01,1998,1,NJD,NHL,70,4239,39,21,10,4,4,162,1728,7,425,3,4,,1,0,20,139
burkese01,2005,1,TBL,NHL,35,1713,14,10,4,2,2,80,764,3,109,0,1,,0,0,7,57
grantbe01,1943,1,BOS,NHL,1,60,0,1,0,,0,10,,,,,,,,,,
wamslri01,1988,1,CAL,NHL,35,1927,17,11,4,1,2,95,796,1,20,0,1,,0,0,2,10
turekro01,1998,1,DAL,NHL,26,1382,16,3,3,1,1,48,562,,,,,,,,,
henryji01,1952,1,BOS,NHL,70,4200,28,29,13,,8,172,,9,511,5,4,,,0,26,
giacoed01,1969,1,NYR,NHL,70,4148,35,21,14,6,6,163,,5,280,2,3,,0,0,19,
lindsbe01,1909,1,REN,NHA,12,730,8,3,1,,0,54,,,,,,,,,,
soetado01,1978,1,NYR,NHL,17,900,5,7,3,2,0,57,,,,,,,,,,
pennest01,1985,1,MTL,NHL,18,990,6,8,2,0,0,72,447,,,,,,,,,
brodema01,2000,1,NJD,NHL,72,4297,42,17,11,2,9,166,1762,25,1505,15,10,,0,4,52,507
halakja01,2007,1,MTL,NHL,6,285,2,1,1,0,1,10,151,2,77,0,1,,1,0,3,27
thibajo01,1999,1,CHI,NHL,60,3438,25,26,7,10,3,158,1679,,,,,,,,,
chabolo01,1934,1,CHI,NHL,48,2940,26,17,5,,8,88,,2,124,0,1,1,,1,1,
johnsed01,1970,1,BOS,NHL,38,2280,30,6,2,2,4,96,,1,60,0,1,,0,0,7,
bouchda01,1973,1,ATF,NHL,46,2660,19,18,8,3,5,123,,1,60,0,1,,0,0,4,
lapoino01,1976,1,CIN,WHA,52,2817,21,25,2,2,2,175,1437,4,273,0,3,,0,0,16,124
flahewa01,1994,1,SJS,NHL,18,852,5,6,1,2,1,44,455,7,377,2,3,,0,0,31,221
wilsodu01,1978,1,VAN,NHL,17,835,2,10,2,1,0,58,,,,,,,,,,
soucych01,1993,1,CHI,NHL,1,3,0,0,0,0,0,0,0,,,,,,,,,
waiteji01,1995,1,CHI,NHL,1,31,0,0,0,0,0,0,8,,,,,,,,,
kiprumi01,2002,1,SJS,NHL,22,1199,5,14,0,1,1,65,537,,,,,,,,,
myreph01,1981,1,COR,NHL,24,1256,2,17,2,1,0,112,,,,,,,,,,
wreggke01,1988,2,PHI,NHL,3,130,1,1,0,0,0,13,73,5,268,2,2,,1,0,10,139
josepcu01,1998,1,TOR,NHL,67,4001,35,24,7,4,3,171,1903,17,1011,9,8,,5,1,41,440
lehmahu01,1915,1,VML,PCHA,18,1091,9,9,0,,0,69,,,,,,,,,,
mattsma01,1982,1,MNS,NHL,2,100,1,1,0,0,1,6,70,,,,,,,,,
hainsge01,1935,1,TOR,NHL,48,3000,23,19,6,,8,106,,9,541,4,5,,,0,27,
brathfr01,1995,1,EDM,NHL,7,293,0,2,0,1,0,12,140,,,,,,,,,
dejorde01,1970,1,LAK,NHL,60,3375,18,29,11,3,1,214,,,,,,,,,,
hainsge01,1933,1,TOR,NHL,48,3010,26,13,9,,3,119,,5,302,2,3,0,,0,11,
mcelhcu01,2007,1,CAL,NHL,5,150,0,2,0,1,0,5,51,,,,,,,,,
johnsed01,1971,1,BOS,NHL,38,2260,27,8,3,1,2,102,,7,420,6,1,,0,1,13,
hasekdo01,1998,1,BUF,NHL,64,3817,30,18,14,2,9,119,1877,19,1217,13,6,,2,2,36,587
potvife01,1999,2,VAN,NHL,34,1966,12,13,7,4,0,85,906,,,,,,,,,
blakemi02,1981,1,LAK,NHL,2,51,0,0,0,0,0,2,,,,,,,,,,
