playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
,dorvana01c,,Napoleon,Dorval,,Napoleon,,,,,,,,,,,,,,,,,,,,,,,,
schurma01,,,Maynard,Schurman,,Maynard F.,M.F.,75,205,L,14255,7410,schurma01,1979,1979,,,L,1957,7,16,Canada,PE,Summerside,,,,,,
malmiol01,,,Olli,Malmivaara,,,,79,220,L,19672,51197,malmiol01,2007,2007,,,D,1982,3,13,Finland,,Kajaani,,,,,,
belesma01,,,Matt,Beleskey,,,,72,206,L,22035,80249,belesma01,2008,2011,,,L,1988,6,7,Canada,ON,Windsor,,,,,,
primejo01,primejo01c,primejo01h,Joe,Primeau,,Alfred Joseph,Gentleman Joe,71,153,L,P196302,4387,primejo01,1927,1935,,,C,1906,1,29,Canada,ON,Lindsay,1989,5,14,,,
kinnege01,,,Geordie,Kinnear,,Geordie,,73,195,L,14948,2731,kinnege01,1999,1999,,,D,1973,7,9,Canada,ON,Simcoe,,,,,,
grisdjo01,,,John,Grisdale,,John Russell,Gris/Grizzy,72,195,R,12786,2042,grisdjo01,1972,1978,,,D,1948,8,23,Canada,ON,Geraldton,,,,,,
wrighla01,,,Larry,Wright,,Larry Dale,,74,180,L,14727,5807,wrighla01,1971,1977,,,C,1951,10,8,Canada,SK,Regina,,,,,,
bassebo01,,,Bob,Bassen,,Robert P.,Bass,70,185,L,10071,234,bassebo01,1985,1999,,,C,1965,5,6,Canada,AB,Calgary,,,,,,
hyvonha01,,,Hannes,Hyvonen,,,,74,200,R,19395,40220,hyvonha01,2001,2002,,,R,1975,8,29,Finland,,Oulu,,,,,,
,,adamsch01h,Charles,Adams,,Charles Francis,,,,,B196001,,,,,,,,1876,10,18,USA,VT,Newport,1947,,,,,
ducomi01,,,Mike,Duco,,,,70,200,R,,76800,ducomi01,2009,2011,,,L,1987,7,8,Canada,ON,Toronto,,,,,,
berarbr01,,,Bryan,Berard,,Bryan Wallace,B.B.,74,220,L,10494,14112,berarbr01,1996,2007,,,D,1977,3,5,USA,RI,Woonsocket,,,,,,
guitepi01,,,Pierre,Guite,,Pierre,,74,190,L,,2066,guitepi01,,,1972,1978,L,1952,4,17,Canada,QC,Montreal,,,,,,
lazarje01,,,Jeff,Lazaro,,Jeffrey Adam,,70,180,L,10915,3027,lazarje01,1990,1992,,,L,1968,3,21,USA,MA,Waltham,,,,,,
mcphege01,,,George,McPhee,,George,,69,170,L,13685,3631,mcphege01,1982,1988,,,L,1958,7,2,Canada,ON,Guelph,,,,,,
tezikal01,,,Alexei,Tezikov,,Alexei,,73,208,L,15160,35701,tezikal01,1998,2001,,,D,1978,6,22,Russia,,Togliatti,,,,,,
denisje01,,,Jean-Paul,Denis,,Jean Paul,J.P./Johnny,68,170,R,12438,12109,denisje01,1946,1949,,,R,1924,2,28,Canada,QC,Montreal,,,,,,
whiteto02,,,Todd,White,,Todd,,70,195,L,15204,15445,whiteto02,1997,2010,,,C,1975,5,21,Canada,ON,Kanata,,,,,,
gorinbu01,gorinbu01c,,Butch,Goring,,Robert Thomas (Jr.),,69,170,L,12752,1970,gorinbu01,1969,1984,,,C,1949,10,22,Canada,MB,St. Boniface,,,,,,
nickuer01,,,Eric,Nickulas,,Eric,,71,206,R,10893,26653,nickuer01,1998,2005,,,R,1975,3,25,USA,MA,Hyannis,,,,,,
,livined01c,,Ed,Livingston,,Edward,,,,,,,,,,,,,,,,,,,,,,,,
dufouma01,,,Marc,Dufour,,Marc Carol,,72,175,R,12501,6781,dufouma01,1963,1968,,,R,1941,9,11,Canada,QC,Trois-Rivieres,,,,,,
sejbaji01,,,Jiri,Sejba,,Jiri,,70,185,L,14269,4862,sejbaji01,1990,1990,,,L,1962,7,22,Czech Republic,,Pardubice,,,,,,
mccahjo01,,,John,McCahill,,John Walter,,73,215,R,13590,8027,mccahjo01,1977,1977,,,D,1955,12,2,Canada,ON,Sarnia,,,,,,
bakerbr01,,,Brownie,Baker,,Alfred Hedge,,68,154,R,,,,,,,,R/D,1889,3,21,Canada,QC,Lennoxville,,,,,,
henrygo01,,,Gord,Henry,,Gordon David,Red,72,185,L,18547,12123,henrygo01,1948,1952,,,G,1926,8,17,Canada,ON,Owen Sound,1972,10,3,,,
